dataset,experiment,model,n_cycles,MAE_mean,MAE_std,SMAPE_mean,SMAPE_std,R2_mean,R2_std,n_seeds
matr,matr_to_matr,elastic_net,50,281.1333733238562,24.97415731993654,38.51888830524846,2.5627057464608596,-0.03419141954871994,0.02635032642018645,5
matr,matr_to_matr,pls,50,568.6735396026609,525.2653396930696,41.833051701066736,5.743935005437691,-49.01341043410346,97.45489840331896,5
matr,matr_to_matr,random_forest,50,234.887530225769,44.93217053006366,32.58756527615946,5.221818760587426,0.23148891365219537,0.1721525621120699,5
matr,matr_to_matr,xgboost,50,222.94252990722657,41.581816720116386,31.023480351666375,5.000449750462432,0.29216898727033824,0.17217705881340603,5
matr,matr_to_matr,catboost,50,221.0577716160404,48.963647339150555,30.94265191960551,6.439986707584687,0.27649444728306993,0.1882638632309984,5
matr,matr_to_matr,gaussian_process,50,230.23554445575664,41.85693661162096,32.222968752546215,4.220426884431124,0.23400041457193943,0.09061857051467846,5
matr,matr_to_matr,elastic_net,100,353.58311357278546,176.47625212550952,40.45654570207257,4.810142243347678,-5.234545021989985,10.418759808608813,5
matr,matr_to_matr,pls,100,407.20950184923674,237.09239576351186,42.08003974315602,4.473341563496974,-10.210653508989859,19.793522443172673,5
matr,matr_to_matr,random_forest,100,227.0654576147805,47.616886114290665,31.147381249191504,4.45358713005916,0.27714890721161983,0.2119757234920231,5
matr,matr_to_matr,xgboost,100,247.6051333618164,57.01497546441697,32.77697526519405,5.4829303426800395,0.13336541407730504,0.1884968414558593,5
matr,matr_to_matr,catboost,100,206.59872159919013,52.550082801010134,28.456205634637268,6.293876354735704,0.3349402628782873,0.21443924108049975,5
matr,matr_to_matr,gaussian_process,100,271.07999335166204,28.812652972560755,37.32436021788516,3.1865202128672983,0.04104848494179567,0.06495154099933055,5
hust,hust_to_hust,elastic_net,50,219.24702032174764,32.678616633884936,14.659396384438386,2.3300956746542747,0.0840032285220957,0.22035718510819585,5
hust,hust_to_hust,pls,50,220.81042493447603,33.869953350860804,14.747187701026244,2.419468340170583,0.06024102669914422,0.22830220652468464,5
hust,hust_to_hust,random_forest,50,194.2725079319742,20.789143386599708,13.242410166427769,1.618500772165296,0.12099186855577367,0.302906939111984,5
hust,hust_to_hust,xgboost,50,199.50072428385417,36.04956763477496,13.656262438939189,2.7195225204036992,0.11746169067069631,0.4025451332515027,5
hust,hust_to_hust,catboost,50,199.24327862509253,22.69849038436047,13.57856223721368,1.8390308131760644,0.1675743834953738,0.19606624486659713,5
hust,hust_to_hust,gaussian_process,50,184.9497049455202,28.19739894014982,12.625076399377445,2.1052622588016336,0.25179435553883983,0.22395454346133337,5
hust,hust_to_hust,elastic_net,100,203.81978611074487,31.413523821892102,14.068049311694466,2.193243786917346,0.1394678147594089,0.2437019168679256,5
hust,hust_to_hust,pls,100,207.94388277044254,37.412282140391746,14.451797720873449,2.8310316641978033,0.060515117523375975,0.41993191477433517,5
hust,hust_to_hust,random_forest,100,183.8084277063079,29.120354797348185,12.521358378783551,2.2239430463405028,0.21603664195638914,0.3488601560569092,5
hust,hust_to_hust,xgboost,100,192.85074869791669,34.165087162513586,13.119376002497699,2.5562355415382623,0.13918054055831403,0.35282761206057034,5
hust,hust_to_hust,catboost,100,181.91373717783978,25.847012540395777,12.464737341470666,2.0703703582712922,0.27040345538164995,0.23828020595230595,5
hust,hust_to_hust,gaussian_process,100,170.99380773408149,31.8551860003791,11.701727080095099,2.3564661060086003,0.33563468443934974,0.25681945882292356,5
