scenario,source,target,calibration_domain,model,n_cycles,confidence_level,adapter_type,k_adapter,k_target,coverage_mean,coverage_std,coverage_gap_mean,coverage_gap_std,coverage_wilson95_lower_mean,coverage_wilson95_lower_std,coverage_wilson95_upper_mean,coverage_wilson95_upper_std,finite_interval_fraction_mean,finite_interval_fraction_std,mean_width_mean,mean_width_std,median_width_mean,median_width_std,winkler_mean_mean,winkler_mean_std,MAE_mean,MAE_median,MAE_std,SMAPE_mean,SMAPE_median,SMAPE_std,R2_mean,R2_median,R2_std,q_hat_mean,q_hat_std,finite_q_mean,adapter_slope_mean,adapter_slope_std,adapter_intercept_mean,adapter_intercept_std,coverage_short_mean,coverage_short_std,coverage_mid_mean,coverage_mid_std,coverage_long_mean,coverage_long_std,coverage_short_life_mean,coverage_short_life_std,coverage_long_life_mean,coverage_long_life_std,coverage_short_life_wilson95_lower_mean,coverage_short_life_wilson95_lower_std,coverage_short_life_wilson95_upper_mean,coverage_short_life_wilson95_upper_std,coverage_long_life_wilson95_lower_mean,coverage_long_life_wilson95_lower_std,coverage_long_life_wilson95_upper_mean,coverage_long_life_wilson95_upper_std,short_long_coverage_gap_mean,short_long_coverage_gap_std,lifetime_split_threshold_mean,lifetime_split_threshold_std,n_train_mean,n_adapter_mean,n_calibration_mean,n_test_mean,n_short_life_mean,n_short_life_std,n_long_life_mean,n_long_life_std,n_runs
cross_source_calibrated_cp,hust,luh,hust,random_forest,100,0.9,none,,,0.29245283018867924,0.07398295821395341,0.6075471698113207,0.07398295821395343,0.21535366220309796,0.06577071340421457,0.38406899229909797,0.07702181593782893,1.0,0.0,1056.0512354377604,261.3987285165248,1056.0512354377606,261.39872851652467,7974.917593591582,1144.8723223151633,802.9438098035309,775.2743077149867,61.791704344113185,95.12993767423545,93.6402164366658,3.1385466446595487,-3.9214297072301476,-3.6424267165744215,0.634215287189313,528.0256177188803,130.69936425826234,1.0,,,,,0.0,0.0,0.12571428571428572,0.12388276222102171,0.76,0.10419761445034549,0.0,0.0,0.5849056603773585,0.14796591642790682,0.0,0.0,0.06758198857654184,0.0,0.45558436027271504,0.14682272909443875,0.7027507737425892,0.12912836972789374,0.5849056603773585,0.14796591642790682,451.0,0.0,53.0,0.0,12.0,106.0,53.0,0.0,53.0,0.0,5
cross_source_calibrated_cp,hust,luh,hust,random_forest,100,0.95,none,,,0.29245283018867924,0.07398295821395341,0.6575471698113207,0.07398295821395338,0.21535366220309796,0.06577071340421457,0.38406899229909797,0.07702181593782893,1.0,0.0,1056.05123543776,261.39872851652535,1056.05123543776,261.39872851652524,14893.783951745392,2507.0920947356935,802.9438098035308,775.2743077149867,61.79170434411304,95.12993767423545,93.6402164366658,3.138546644659536,-3.9214297072301476,-3.6424267165744215,0.6342152871893115,inf,,0.0,,,,,0.0,0.0,0.12571428571428572,0.12388276222102171,0.76,0.10419761445034549,0.0,0.0,0.5849056603773585,0.14796591642790682,0.0,0.0,0.06758198857654184,0.0,0.45558436027271504,0.14682272909443875,0.7027507737425892,0.12912836972789374,0.5849056603773585,0.14796591642790682,451.0,0.0,53.0,0.0,12.0,106.0,53.0,0.0,53.0,0.0,5
cross_source_calibrated_cp,hust,matr,hust,random_forest,100,0.9,none,,,0.20310077519379846,0.09244003215977578,0.6968992248062016,0.09244003215977578,0.1447976166112083,0.07932027081534859,0.2785751716732636,0.10022188725140949,1.0,0.0,1056.0512354377604,261.39872851652467,1056.0512354377606,261.39872851652467,7349.12841249691,1948.5487199925349,795.2872824178661,792.5949660493051,18.018224374836088,73.45681611984654,73.33833778227292,0.9942613486879338,-4.554278443908039,-4.516367884466529,0.22820697357498396,528.0256177188803,130.69936425826234,1.0,,,,,0.004651162790697674,0.010400316174417626,0.046511627906976744,0.03288868749704872,0.5581395348837209,0.23716369830664116,0.01875,0.027950849718747374,0.38461538461538464,0.15689290811054724,0.006636667948557977,0.010696799260405931,0.08536398960201713,0.04218844590286088,0.2807071922892711,0.14181581022252043,0.5014008534006189,0.1544843651903506,0.36586538461538465,0.13031950382395982,740.0,0.0,53.0,0.0,12.0,129.0,64.0,0.0,65.0,0.0,5
cross_source_calibrated_cp,hust,matr,hust,random_forest,100,0.95,none,,,0.20310077519379846,0.09244003215977578,0.7468992248062014,0.09244003215977575,0.1447976166112083,0.07932027081534859,0.2785751716732636,0.10022188725140949,1.0,0.0,1056.0512354377604,261.3987285165247,1056.0512354377606,261.39872851652467,13642.205589556042,4154.835588772731,795.287282417866,792.5949660493047,18.018224374835896,73.45681611984654,73.3383377822729,0.9942613486879297,-4.5542784439080375,-4.516367884466526,0.22820697357498082,inf,,0.0,,,,,0.004651162790697674,0.010400316174417626,0.046511627906976744,0.03288868749704872,0.5581395348837209,0.23716369830664116,0.01875,0.027950849718747374,0.38461538461538464,0.15689290811054724,0.006636667948557977,0.010696799260405931,0.08536398960201713,0.04218844590286088,0.2807071922892711,0.14181581022252043,0.5014008534006189,0.1544843651903506,0.36586538461538465,0.13031950382395982,740.0,0.0,53.0,0.0,12.0,129.0,64.0,0.0,65.0,0.0,5
cross_source_calibrated_cp,hust,sandia,hust,random_forest,100,0.9,none,,,0.028000000000000004,0.017888543819998316,0.8720000000000001,0.017888543819998267,0.00695440148711178,0.007636490146610206,0.11639773209477881,0.025587988186288935,1.0,0.0,1056.051235437761,261.3987285165242,1056.051235437761,261.39872851652433,15231.103814777773,1720.6878796030246,1227.7095858043833,1217.0115011476805,29.16231959142159,126.32777209278318,126.56847928237633,1.0799411972887945,-0.3723422558322642,-0.34777517426975435,0.05804241190270477,528.0256177188803,130.69936425826234,1.0,,,,,0.0,0.0,0.0,0.0,0.08235294117647059,0.052613364176465637,0.0,0.0,0.05600000000000001,0.03577708763999663,0.0,0.0,0.13319225093904843,0.0,0.014010621102470528,0.015461040697462264,0.21626409773140445,0.04656267291290151,0.05600000000000001,0.03577708763999663,282.0,0.0,53.0,0.0,12.0,50.0,25.0,0.0,25.0,0.0,5
cross_source_calibrated_cp,hust,sandia,hust,random_forest,100,0.95,none,,,0.028000000000000004,0.017888543819998316,0.9219999999999999,0.017888543819998326,0.00695440148711178,0.007636490146610206,0.11639773209477881,0.025587988186288935,1.0,0.0,1056.0512354377604,261.3987285165246,1056.0512354377606,261.39872851652467,29406.156394117763,3701.380571963337,1227.709585804383,1217.0115011476805,29.162319591421795,126.32777209278318,126.56847928237632,1.0799411972887936,-0.37234225583226405,-0.34777517426975413,0.058042411902705045,inf,,0.0,,,,,0.0,0.0,0.0,0.0,0.08235294117647059,0.052613364176465637,0.0,0.0,0.05600000000000001,0.03577708763999663,0.0,0.0,0.13319225093904843,0.0,0.014010621102470528,0.015461040697462264,0.21626409773140445,0.04656267291290151,0.05600000000000001,0.03577708763999663,282.0,0.0,53.0,0.0,12.0,50.0,25.0,0.0,25.0,0.0,5
cross_source_calibrated_cp,luh,hust,luh,gaussian_process,100,0.9,none,,,0.0,0.0,0.9,0.0,0.0,0.0,0.04751842528243406,0.0,1.0,0.0,622.8405289996995,100.38293395144748,622.8405289996994,100.38293395144741,16122.972540500783,814.4497086141178,1086.4268650749036,1083.7193713178958,5.343425568729407,112.90433722997155,112.44830096502739,0.8980149369676995,-15.709829120135328,-15.63132298728106,0.15464753285585497,311.4202644998497,50.19146697572371,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09180986822558392,0.0,0.0,0.0,0.08966685370757138,0.0,0.0,0.0,1513.0,0.0,74.0,0.0,16.0,77.0,38.0,0.0,39.0,0.0,5
cross_source_calibrated_cp,luh,hust,luh,gaussian_process,100,0.95,none,,,0.0,0.0,0.95,0.0,0.0,0.0,0.04751842528243406,0.0,1.0,0.0,622.8405289996995,100.38293395144748,622.8405289996994,100.38293395144741,31623.104552001838,1729.0574220142182,1086.4268650749036,1083.7193713178958,5.343425568729407,112.90433722997155,112.44830096502739,0.8980149369676995,-15.709829120135328,-15.63132298728106,0.15464753285585497,inf,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09180986822558392,0.0,0.0,0.0,0.08966685370757138,0.0,0.0,0.0,1513.0,0.0,74.0,0.0,16.0,77.0,38.0,0.0,39.0,0.0,5
cross_source_calibrated_cp,luh,matr,luh,gaussian_process,100,0.9,none,,,0.4790697674418604,0.04466623346011763,0.42093023255813955,0.04466623346011763,0.39498790665151745,0.042724749133529645,0.5643621332536541,0.04402553485495191,1.0,0.0,622.8405289996994,100.38293395144746,622.8405289996994,100.38293395144741,4010.0792217832654,390.4624389951764,389.0667021914775,386.61107582739425,4.84636786441135,56.48369371576043,55.94037299538497,1.0684683905102812,-1.075523000424735,-1.059851285526117,0.030762311880722266,311.4202644998497,50.19146697572371,1.0,,,,,0.9953488372093023,0.010400316174417652,0.4418604651162791,0.1241520726980385,0.0,0.0,0.95625,0.08149003006503312,0.009230769230769232,0.020640627484613445,0.8846822594541971,0.10537715628314535,0.976148285984868,0.04866282070036537,0.0031639680827025146,0.0070748477115624995,0.07006891958496315,0.03190285001545224,0.9470192307692308,0.07782702048995065,740.0,0.0,74.0,0.0,16.0,129.0,64.0,0.0,65.0,0.0,5
cross_source_calibrated_cp,luh,matr,luh,gaussian_process,100,0.95,none,,,0.4790697674418604,0.04466623346011763,0.4709302325581395,0.0446662334601176,0.39498790665151745,0.042724749133529645,0.5643621332536541,0.04402553485495191,1.0,0.0,622.8405289996994,100.38293395144746,622.8405289996994,100.38293395144741,7397.3179145668255,880.7228585371133,389.0667021914775,386.61107582739425,4.84636786441135,56.48369371576043,55.94037299538497,1.0684683905102812,-1.075523000424735,-1.059851285526117,0.030762311880722266,inf,,0.0,,,,,0.9953488372093023,0.010400316174417652,0.4418604651162791,0.1241520726980385,0.0,0.0,0.95625,0.08149003006503312,0.009230769230769232,0.020640627484613445,0.8846822594541971,0.10537715628314535,0.976148285984868,0.04866282070036537,0.0031639680827025146,0.0070748477115624995,0.07006891958496315,0.03190285001545224,0.9470192307692308,0.07782702048995065,740.0,0.0,74.0,0.0,16.0,129.0,64.0,0.0,65.0,0.0,5
