dataset,experiment,model,n_cycles,MAE_mean,MAE_std,SMAPE_mean,SMAPE_std,R2_mean,R2_std,n_seeds,MAE_seed_boot_mean_ci95_lower,MAE_seed_boot_mean_ci95_upper,SMAPE_seed_boot_mean_ci95_lower,SMAPE_seed_boot_mean_ci95_upper,R2_seed_boot_mean_ci95_lower,R2_seed_boot_mean_ci95_upper,MAE_pooled,MAE_ci95_lower,MAE_ci95_upper,SMAPE_pooled,SMAPE_ci95_lower,SMAPE_ci95_upper,R2_pooled,R2_ci95_lower,R2_ci95_upper,ci95_method,pooled_test_rows,pooled_distinct_test_cells
umich,umich_to_umich,elastic_net,100,40.64478745116469,10.997940889975737,12.661602217318892,4.1240885201025215,-0.1867026650023615,0.26042675876727545,5,20.00772146228691,64.1530436104003,6.1843741805362695,20.540827422353907,-31.982984001860416,-0.00220779319262463,40.64478745116469,28.111671662363204,53.30637502933146,12.661602217318894,8.52703968190441,17.468808059161987,-0.0762274543120709,-0.46863601909686736,0.024430674101688584,pooled_out_of_split_predictions,20,16
umich,umich_to_umich,pls,100,41.461134311864754,19.637570676771684,12.820620869105099,6.515833481434138,-0.26500875936828805,0.5553787268135983,5,16.61649168465882,70.13645959795615,4.9558318411213955,22.28903876609073,-31.630930006260723,0.34812604387330026,41.461134311864754,26.19018997533362,59.329317506753824,12.820620869105099,7.816194669493614,19.242930218622185,-0.38544926159200155,-0.949647532113816,0.10198684756218546,pooled_out_of_split_predictions,20,16
umich,umich_to_umich,random_forest,100,31.42496297901016,15.107758289077347,9.878515818152897,5.381209280714929,0.2580782392211754,0.32993417686196935,5,13.38909732030965,54.85066285545738,4.00558291312913,17.685011543869635,-26.84288507410625,0.6604229101144944,31.424962979010168,19.655999428319635,47.909196386569626,9.8785158181529,5.967250774338225,15.857512045670239,0.10757170332042543,-0.3925508120342617,0.6135326049387206,pooled_out_of_split_predictions,20,16
umich,umich_to_umich,xgboost,100,34.20308190601083,17.14085223425791,10.722105819267677,5.9135375875175376,0.12796111717695194,0.3743456411081476,5,14.941653143765198,58.9994185835866,4.335767399381204,19.26990340968186,-20.5433093486998,0.5746978578966679,34.20308190601084,21.242982576615564,50.62299982257462,10.722105819267675,6.3758492032175225,16.616903301494606,0.002970329069994948,-0.49272631164659586,0.4952217721571832,pooled_out_of_split_predictions,20,16
umich,umich_to_umich,catboost,100,35.8881018972364,14.803830829449373,11.22370838546618,5.245490671783117,-0.13046510003464293,0.38543264120846465,5,13.356386877316169,67.16014180800127,4.28451025702841,21.198790558598468,-30.830220211078892,0.5150527362995977,35.8881018972364,21.352649930374632,51.844659302992106,11.223708385466184,6.524988458003802,16.845396820592498,-0.06805433247218651,-0.5717415094001778,0.30868821965461846,pooled_out_of_split_predictions,20,16
umich,umich_to_umich,gaussian_process,100,31.126369661064235,13.251597512018447,9.7198637692284,4.816984899787132,0.13871851965134802,0.13047518570488315,5,9.397893804842036,60.97534632068412,2.9113952717337037,19.354519150035628,-23.809305972079866,0.7076257331772503,31.126369661064235,18.388390359020306,46.25274432906693,9.719863769228402,5.499896214271866,15.28423960929979,0.11945292979324118,-0.2381996312168117,0.4257935467671789,pooled_out_of_split_predictions,20,16
umich,umich_to_umich,stacking,100,43.18544562780559,11.776213795424178,13.583993431157499,4.361032299683295,-0.7578496629202688,1.3308609259859057,5,17.91449067669576,75.61181675903705,5.61261466911046,24.34058840140539,-38.86123957991725,0.05326681397262141,43.185445627805585,29.000555999388045,59.54456648969415,13.5839934311575,8.807728477345739,19.31697836596943,-0.4093090786550668,-1.8549240420711972,0.028880258210879934,pooled_out_of_split_predictions,20,16
