dataset,cell_id,seed,model,observed,predicted
luh,luh_P054_3_S19_C05,2025,baseline,0.0001721691985710283,0.00016317549516191673
luh,luh_P055_1_S15_C05,2025,baseline,0.00021193360259431638,0.0005799465882089028
luh,luh_P055_2_S16_C04,2025,baseline,0.00019490843281356085,0.00036497096759384657
luh,luh_P055_3_S17_C04,2025,baseline,0.00017009171565481873,0.00032874872893437187
luh,luh_P057_1_S17_C08,2025,baseline,0.000642877105730626,0.0004869896471210765
luh,luh_P057_2_S18_C08,2025,baseline,0.0005760411573887803,0.0004783344923535689
luh,luh_P057_3_S19_C08,2025,baseline,0.0003539598204317684,0.0005351493045626789
luh,luh_P058_1_S15_C07,2025,baseline,0.00026251453828384674,0.00025183331594889473
luh,luh_P058_2_S18_C06,2025,baseline,0.0005384679790641034,0.0004066042029689577
luh,luh_P058_3_S19_C06,2025,baseline,0.0004326787549885336,0.00040031448109870127
luh,luh_P059_1_S15_C06,2025,baseline,0.0007902587799615856,0.0009329935976406355
luh,luh_P059_2_S18_C04,2025,baseline,0.0011583782921119922,0.0006282411068241106
luh,luh_P059_3_S19_C04,2025,baseline,0.001562120822477635,0.0006753940528640623
luh,luh_P062_1_S16_C07,2025,baseline,5.5011759500998015e-05,6.388374294560373e-05
luh,luh_P062_2_S17_C07,2025,baseline,6.107639939421983e-05,9.216173738134338e-05
luh,luh_P062_3_S18_C07,2025,baseline,5.297100552846823e-05,8.817367278821499e-05
luh,luh_P063_1_S16_C05,2025,baseline,6.770277800896451e-05,0.0004255298405387921
luh,luh_P063_2_S17_C05,2025,baseline,6.655042981343895e-05,0.00022749070073478704
luh,luh_P063_3_S18_C05,2025,baseline,4.9917720613095186e-05,0.00040875526906793494
luh,luh_P017_1_S01_C08,2026,baseline,0.0002586779773129422,0.0003162163304951258
luh,luh_P017_2_S04_C07,2026,baseline,0.00026479271387219505,0.000398466111075201
luh,luh_P017_3_S05_C05,2026,baseline,0.0002906688216343789,0.0003491394520097873
luh,luh_P018_1_S01_C06,2026,baseline,0.0005450097992452485,0.001072122014692379
luh,luh_P018_2_S02_C06,2026,baseline,0.000548742116075489,0.0012261220417913619
luh,luh_P018_3_S04_C05,2026,baseline,0.000659051894691749,0.001002783449943279
luh,luh_P021_1_S02_C08,2026,baseline,0.0002471724508572515,0.00024473094351673655
luh,luh_P021_2_S03_C08,2026,baseline,0.00024975874519647337,0.00026062693612094803
luh,luh_P021_3_S04_C08,2026,baseline,0.0002897379803147726,0.00023146159644616988
luh,luh_P022_1_S03_C06,2026,baseline,0.001380376545653763,0.0010662062313218372
luh,luh_P022_2_S04_C06,2026,baseline,0.0013164350816099767,0.001011450180453793
luh,luh_P022_3_S05_C04,2026,baseline,0.00204900116494102,0.0008643464189105923
luh,luh_P025_1_S01_C09,2026,baseline,0.0001517817031814128,0.00018841142186312975
luh,luh_P025_2_S02_C09,2026,baseline,0.00016800537214147314,0.00014162302496836744
luh,luh_P025_3_S03_C09,2026,baseline,0.00016290583062627205,0.00014824273203993673
luh,luh_P026_1_S01_C07,2026,baseline,0.0005901104793840606,0.0009594952351306422
luh,luh_P026_2_S02_C07,2026,baseline,0.0013916166498763993,0.0006580386014178718
luh,luh_P026_3_S03_C07,2026,baseline,0.0005766737326075866,0.0009772233897117405
luh,luh_P027_2_S02_C05,2026,baseline,0.0024945343784749194,0.0015013656328390283
luh,luh_P027_3_S03_C05,2026,baseline,0.0015591349368758545,0.002248925577142884
luh,luh_P029_1_S06_C08,2026,baseline,0.00022590911518776568,0.00032528078259350736
luh,luh_P029_2_S08_C07,2026,baseline,0.00023421292812803474,0.00031804167057052307
luh,luh_P029_3_S09_C07,2026,baseline,0.000228355979736401,0.00038803366287000626
luh,luh_P030_1_S06_C06,2026,baseline,0.0003439513862679111,0.0005220259480816088
luh,luh_P030_2_S08_C05,2026,baseline,0.00036281676736498624,0.00056278376454334
luh,luh_P030_3_S09_C05,2026,baseline,0.0003682816199904559,0.0004869274237548747
luh,luh_P033_1_S07_C08,2026,baseline,0.0001886771549894717,0.00013384857539724363
luh,luh_P033_2_S08_C08,2026,baseline,0.00020336091065669136,0.00016485321283025208
luh,luh_P033_3_S09_C08,2026,baseline,0.00018780160464740403,0.00015270471571091602
luh,luh_P034_1_S07_C06,2026,baseline,0.00023077754074907864,0.00022877383646784295
luh,luh_P034_2_S08_C06,2026,baseline,0.00023615850414929307,0.00020481464188856823
luh,luh_P034_3_S09_C06,2026,baseline,0.000245469535616496,0.00022785432354687505
luh,luh_P035_2_S09_C04,2026,baseline,0.0010852808241455002,0.0020013647471052304
luh,luh_P035_3_S10_C02,2026,baseline,0.002556591149051557,0.0015546871660738328
luh,luh_P037_1_S05_C11,2026,baseline,0.00011124626209267463,7.731064485665975e-05
luh,luh_P037_3_S10_C04,2026,baseline,0.0001376944909553468,3.089216622069316e-05
luh,luh_P038_1_S06_C07,2026,baseline,0.00017889673587808463,0.00013259492691313477
luh,luh_P038_2_S07_C07,2026,baseline,0.0001599661106021366,0.00012662311386923335
luh,luh_P038_3_S10_C03,2026,baseline,0.00017504211898023315,0.00017184437392115613
luh,luh_P039_1_S05_C10,2026,baseline,0.0014172114104195012,0.0011485162043862178
luh,luh_P039_2_S06_C05,2026,baseline,0.0011253475854425244,0.0014470375756126704
luh,luh_P039_3_S07_C05,2026,baseline,0.0018272500742690222,0.0009998005858951212
luh,luh_P041_1_S11_C08,2026,baseline,0.00017010398678440008,6.837515191557281e-05
luh,luh_P041_2_S13_C07,2026,baseline,0.0002548012207109562,0.00044085687625716036
luh,luh_P041_3_S14_C07,2026,baseline,0.00016340568053798242,0.00020109369497316382
luh,luh_P042_1_S11_C06,2026,baseline,0.0002922500288510554,0.0003595390622062875
luh,luh_P042_2_S13_C05,2026,baseline,0.0003179709115183882,0.00047464003417401575
luh,luh_P042_3_S14_C05,2026,baseline,0.00018012214498534408,0.0002646544211832437
luh,luh_P043_1_S11_C04,2026,baseline,0.00031377106360346073,0.00043916428021827396
luh,luh_P043_2_S12_C04,2026,baseline,0.0003210285783106692,0.0006653108551889054
luh,luh_P043_3_S14_C03,2026,baseline,0.00026441291414968314,0.0006283571877520868
luh,luh_P046_1_S12_C06,2026,baseline,8.821116868898304e-05,6.959705960474954e-05
luh,luh_P046_2_S13_C06,2026,baseline,7.496532226426433e-05,5.5111751894743185e-05
luh,luh_P046_3_S14_C06,2026,baseline,0.00010987314474245169,5.717644904788192e-05
luh,luh_P047_1_S13_C04,2026,baseline,0.000709946183220731,0.00022000341181806872
luh,luh_P047_2_S14_C04,2026,baseline,0.0005589365925166167,0.0002995815956985447
luh,luh_P047_3_S15_C01,2026,baseline,0.00014914087106164377,0.0002019615066420732
luh,luh_P051_1_S10_C08,2026,baseline,0.00011670595349961177,0.0002579294473658405
luh,luh_P051_2_S11_C05,2026,baseline,8.288254984678778e-05,0.00020547247364606876
luh,luh_P051_3_S12_C05,2026,baseline,5.539829113302419e-05,0.00017379261625383662
luh,luh_P053_1_S15_C08,2026,baseline,0.0002495024610029617,0.00020735009431268692
luh,luh_P053_2_S16_C08,2026,baseline,0.0003058652843901277,0.00023354085454254183
luh,luh_P053_3_S19_C07,2026,baseline,0.0003564940654700677,0.00023275809225213926
luh,luh_P054_1_S16_C06,2026,baseline,0.00020316393337820537,0.0001434492483954466
luh,luh_P054_2_S17_C06,2026,baseline,0.0001843730995857995,0.0002339234745800587
luh,luh_P054_3_S19_C05,2026,baseline,0.0001721691985710283,0.00019234382872511624
luh,luh_P055_1_S15_C05,2026,baseline,0.00021193360259431638,0.0005189522221963949
luh,luh_P055_2_S16_C04,2026,baseline,0.00019490843281356085,0.0004364750178288774
luh,luh_P055_3_S17_C04,2026,baseline,0.00017009171565481873,0.0004632125816358369
luh,luh_P057_1_S17_C08,2026,baseline,0.000642877105730626,0.0004361570932935272
luh,luh_P057_2_S18_C08,2026,baseline,0.0005760411573887803,0.00044096706018493614
luh,luh_P057_3_S19_C08,2026,baseline,0.0003539598204317684,0.0005397082643920043
luh,luh_P058_1_S15_C07,2026,baseline,0.00026251453828384674,0.0002580360029008538
luh,luh_P058_2_S18_C06,2026,baseline,0.0005384679790641034,0.0004371494564019999
luh,luh_P058_3_S19_C06,2026,baseline,0.0004326787549885336,0.0003707152462193508
luh,luh_P059_1_S15_C06,2026,baseline,0.0007902587799615856,0.0009012822758205769
luh,luh_P059_2_S18_C04,2026,baseline,0.0011583782921119922,0.00041980475247190116
luh,luh_P059_3_S19_C04,2026,baseline,0.001562120822477635,0.000492849793445795
luh,luh_P062_1_S16_C07,2026,baseline,5.5011759500998015e-05,0.00010266579533722592
luh,luh_P062_2_S17_C07,2026,baseline,6.107639939421983e-05,9.133460300265919e-05
luh,luh_P062_3_S18_C07,2026,baseline,5.297100552846823e-05,4.069437671649922e-05
luh,luh_P063_1_S16_C05,2026,baseline,6.770277800896451e-05,0.00035548783600866077
luh,luh_P063_2_S17_C05,2026,baseline,6.655042981343895e-05,0.0003302024997768438
luh,luh_P063_3_S18_C05,2026,baseline,4.9917720613095186e-05,0.0002613091105793895
