experiment,source,target,model,n_cycles,adapter_type,k,baseline_MAE,baseline_MAE_std,baseline_SMAPE,baseline_R2,baseline_R2_std,adapted_MAE,adapted_MAE_std,adapted_SMAPE,adapted_R2,adapted_R2_std,adapter_slope_mean,adapter_intercept_mean,delta_MAE,delta_R2
matr_to_hust,matr,hust,pls,100,linear,20,802.8941287836452,79.15579076722295,77.56055886841216,-10.730996531477,2.1024762167438937,237.8231466955042,2.5700765203301614,16.209918565343774,-0.12451909912824358,0.033669319977214084,-0.1571185663105193,1610.4302355775835,-565.070982088141,10.606477432348758
matr_to_hust,matr,hust,random_forest,100,residual_mean,5,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,282.8254378785551,33.07639032676337,19.26800903622719,-0.5837519280006603,0.3923301094870733,1.0,860.3155402502695,-592.0973133391387,9.945894116692706
matr_to_hust,matr,hust,random_forest,100,residual_mean,10,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,265.14978015862164,28.234294199196118,18.09771206630461,-0.3941430488727858,0.2959762040192188,1.0,884.5419912406611,-609.7729710590721,10.13550299582058
matr_to_hust,matr,hust,random_forest,100,residual_mean,15,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,265.6845058638444,29.36670260502035,18.059315537297756,-0.3881422258214243,0.3488560273840046,1.0,878.2999680152179,-609.2382453538494,10.141503818871943
matr_to_hust,matr,hust,random_forest,100,residual_mean,20,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,262.3797688851736,30.39019663789415,17.893791399242055,-0.3621753095097543,0.3126834599074762,1.0,875.1825464066138,-612.5429823325202,10.167470735183613
matr_to_hust,matr,hust,random_forest,100,linear,5,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,357.18894177624924,88.62257584463987,23.6221216155109,-6.3575830848305435,9.647939301123431,-0.891966034279525,2046.6669424195898,-517.7338094414445,4.172062959862823
matr_to_hust,matr,hust,random_forest,100,linear,10,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,246.91121026139632,4.253092175192714,16.774403133687624,-0.2256057071970618,0.05355497881593971,-0.36864930373176935,1717.5546676555919,-628.0115409562975,10.304040337496305
matr_to_hust,matr,hust,random_forest,100,linear,15,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,241.51909190953788,4.677581322881999,16.42302062601213,-0.169411050658361,0.036764486103237,-0.524398330688779,1800.3738899517878,-633.4036593081559,10.360234994035006
matr_to_hust,matr,hust,random_forest,100,linear,20,874.9227512176938,82.27095880497704,82.10746314876364,-10.529646044693367,1.6503024010194534,238.92871247489128,1.708132184125183,16.268354872386585,-0.13290520995904131,0.03494469943036458,-0.7276496404911569,1902.7872147908256,-635.9940387428024,10.396740834734326
matr_to_hust,matr,hust,xgboost,100,residual_mean,5,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,270.19908524407276,13.931436286004534,18.422710304556546,-0.43630647909382836,0.13476972604810034,1.0,828.690696044922,-574.7539111065005,9.2995497052943
matr_to_hust,matr,hust,xgboost,100,residual_mean,10,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,253.12090087890624,15.730483168855745,17.250438248306615,-0.2759877712921229,0.17486284227459759,1.0,856.1124747009277,-591.832095471667,9.459868413096006
matr_to_hust,matr,hust,xgboost,100,residual_mean,15,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,253.352235914661,18.787920973364297,17.25595965451589,-0.2581222090252099,0.1792638057668248,1.0,847.2081243896486,-591.6007604359122,9.477733975362918
matr_to_hust,matr,hust,xgboost,100,residual_mean,20,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,249.95069033974096,18.490606272822493,17.055965046973007,-0.23871691792387967,0.18137382750225436,1.0,844.6194019165039,-595.0023060108323,9.497139266464249
matr_to_hust,matr,hust,xgboost,100,linear,5,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,296.4322514682346,18.718978455969232,20.880284495938916,-1.2052463024426914,0.5132281803842875,-0.6351886769123813,1753.57835303268,-548.5207448823387,8.530609881945436
matr_to_hust,matr,hust,xgboost,100,linear,10,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,252.56454125247782,6.736323473259474,17.242654521312495,-0.2953263846881646,0.08982925127881732,0.08681940090868714,1425.2301640741064,-592.3884550980954,9.440529799699963
matr_to_hust,matr,hust,xgboost,100,linear,15,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,246.660226371519,8.858372614661599,16.892823996213306,-0.24182031164516832,0.11686949481641506,-0.1329154523462582,1563.7550469752305,-598.2927699790542,9.494035872742959
matr_to_hust,matr,hust,xgboost,100,linear,20,844.9529963505732,78.4029889110405,77.88532340376757,-9.735856184388128,1.7645383478052423,240.62347039473684,1.7104928287248644,16.371580805276203,-0.15610793815077356,0.06179686878592007,-0.3248757783169148,1684.7224997299684,-604.3295259558364,9.579748246237354
matr_to_hust,matr,hust,catboost,100,residual_mean,5,879.2978629558423,42.30647012887234,82.04327789633547,-10.434072655148565,0.9624884888552522,266.5992276985358,9.126403839188116,18.19640904886979,-0.3946430984325342,0.09984691458534055,1.0,861.776342216217,-612.6986352573065,10.039429556716032
matr_to_hust,matr,hust,catboost,100,residual_mean,10,879.2978629558423,42.30647012887234,82.04327789633547,-10.434072655148565,0.9624884888552522,250.5748678265576,11.42847326568289,17.0885525312127,-0.24208824454062067,0.10718663611171149,1.0,889.3325390426431,-628.7229951292848,10.191984410607944
matr_to_hust,matr,hust,catboost,100,residual_mean,15,879.2978629558423,42.30647012887234,82.04327789633547,-10.434072655148565,0.9624884888552522,250.3764692791962,10.321685336048947,17.049717992751305,-0.22712588087325525,0.10489474914418187,1.0,881.5549086587214,-628.9213936766462,10.206946774275309
matr_to_hust,matr,hust,catboost,100,residual_mean,20,879.2978629558423,42.30647012887234,82.04327789633547,-10.434072655148565,0.9624884888552522,247.1273622114533,13.259856846330276,16.85461512774558,-0.20606241635060085,0.1116078116600279,1.0,879.7190420322042,-632.1705007443891,10.228010238797964
