dataset,experiment,model,n_cycles,MAE_mean,MAE_std,SMAPE_mean,SMAPE_std,R2_mean,R2_std,n_seeds
hust,matr_to_hust,elastic_net,50,1213.0947673930884,94.96770710750867,137.74529161575674,18.302201087096666,-19.975032393281438,3.061915454171447,5
hust,matr_to_hust,pls,50,1359.895245244336,12.266832946608874,166.9826302672891,2.8962149882174613,-24.79994566334728,0.46718702262479933,5
hust,matr_to_hust,random_forest,50,997.2770278018467,49.227437879546564,98.97819926152454,7.569728192697725,-13.283273972284334,1.2560602116829938,5
hust,matr_to_hust,xgboost,50,926.052572275137,41.07387590502944,88.57467073044333,5.896808745376645,-11.429076330806677,1.0028766722376854,5
hust,matr_to_hust,catboost,50,988.4277718292184,47.2556533834955,97.65815624182346,7.008219421009858,-13.006786514767281,1.2008970850434835,5
hust,matr_to_hust,gaussian_process,50,781.7414261301188,8.778887229738464,69.05739002141905,1.088455501807236,-8.134728888535296,0.18383113993864195,5
hust,matr_to_hust,stacking,50,978.3312257456986,44.182427760866304,96.04892861681142,6.641342679410801,-12.795291140700764,1.0912365915092128,5
hust,matr_to_hust,elastic_net,100,1007.1230462645569,121.83044870100954,108.39741789143511,19.630089281114607,-15.545940839743542,3.427751053192947,5
hust,matr_to_hust,pls,100,1183.0376780736678,162.28009753772753,135.24502999464644,22.556015927257313,-19.88999950849637,3.610386008701894,5
hust,matr_to_hust,random_forest,100,891.677105487916,77.70599988126551,84.34781454124523,9.646582262726334,-10.929441215216688,1.5254655467916778,5
hust,matr_to_hust,xgboost,100,864.8055580040076,98.69607782640826,81.31171141710713,13.277546525099673,-10.481764399221094,2.1886827291009814,5
hust,matr_to_hust,catboost,100,861.0411623434178,36.14905816745221,79.47735106127053,4.7570602210587305,-9.995302115770333,0.8085522312208543,5
hust,matr_to_hust,gaussian_process,100,781.1531784627326,8.783394815829393,68.98240752562084,1.0896577659557476,-8.124868615735833,0.18370473936378545,5
hust,matr_to_hust,stacking,100,889.1355927174533,29.437563526325153,83.26364845743875,3.9375763549448592,-10.657300165665855,0.6452262219860182,5
matr,hust_to_matr,elastic_net,50,11000911.232282888,6134322.393551785,45.678243585308344,4.44219734135046,-83362535592.45401,47520272763.530495,5
matr,hust_to_matr,pls,50,15053828.044251254,900750.8324283803,46.32728054445535,4.802826702079427,-113028590153.20569,11812362799.575628,5
matr,hust_to_matr,random_forest,50,574.3098086332144,72.18938508523723,60.26699193562801,4.582507731570051,-2.062010378519966,0.7383876739931325,5
matr,hust_to_matr,xgboost,50,650.5325165031493,60.29234685538831,65.19184873751823,3.7709853135636395,-2.821178724413636,0.6321364626590678,5
matr,hust_to_matr,catboost,50,694.9506903918323,20.37974635253485,68.02898019665226,1.1761681529589996,-3.2558308936041676,0.2531561227327033,5
matr,hust_to_matr,gaussian_process,50,715.7969754503954,13.104784897196385,69.15023234278586,0.7368841460021726,-3.5417101836918143,0.1629596268849618,5
matr,hust_to_matr,stacking,50,624.9082231975856,51.60888958909916,63.668402423523176,3.205716766451187,-2.5310805067420743,0.5491997920183636,5
matr,hust_to_matr,elastic_net,100,12425834.087142333,3770404.4573564976,51.03147515878354,6.437948559715054,-95150299795.17766,29129910074.745575,5
matr,hust_to_matr,pls,100,12403449.440909464,3797665.639970461,57.38060975110358,7.6202503647354405,-95147792218.56898,29132980945.815304,5
matr,hust_to_matr,random_forest,100,610.2009827688901,52.371601389723374,62.636091842786655,3.2829822999071534,-2.403228691422742,0.5465802878714575,5
matr,hust_to_matr,xgboost,100,657.9187573809957,64.66397543062008,65.45335371966303,3.9445748619861263,-2.939494608178535,0.6975270249079448,5
matr,hust_to_matr,catboost,100,670.9436156390645,29.89057289207676,66.37915269921147,1.7652932694255792,-3.0645430734081356,0.34380038570287313,5
matr,hust_to_matr,gaussian_process,100,569.2231597354358,58.50033812577154,59.63700369053447,4.19369826178164,-2.0517020852331807,0.5044552778853265,5
matr,hust_to_matr,stacking,100,635.5075452192119,40.16713071033536,64.26018660633008,2.4608950063955928,-2.6601673841997453,0.4315187947125243,5
