dataset,experiment,model,n_cycles,MAE_mean,MAE_std,MAE_ci95_lower,MAE_ci95_upper,SMAPE_mean,SMAPE_std,SMAPE_ci95_lower,SMAPE_ci95_upper,R2_mean,R2_std,R2_ci95_lower,R2_ci95_upper,n_seeds
hust,matr_to_hust,elastic_net,50,886.5310458663602,143.6374386938884,815.8482641966593,955.1808806014517,84.92390755391378,21.757689340148186,79.2812388568594,90.41264884797731,-11.024329028398002,3.9318303686909166,-15.714049447928165,-8.303378604540933,5
hust,matr_to_hust,pls,50,1077.9708979843492,225.9752800057888,1003.9429530926682,1152.502004813486,117.59314345985847,33.75686068384126,111.34740910313569,123.47691769388746,-16.604670340145795,5.622211579197541,-23.01079680428123,-12.669447180442072,5
hust,matr_to_hust,random_forest,50,878.2875857565265,59.77942732718837,819.5492156993545,938.3852513831141,82.57659431709872,8.227955301064899,78.73040326472298,86.33350886299954,-10.240522958701316,1.3842114803265804,-14.319978960295199,-7.786724184627198,5
hust,matr_to_hust,xgboost,50,860.7888107155024,42.980729429133,797.64654194934,923.6276415468968,80.44567062784793,5.407055601908389,75.67693988270985,84.93840832884932,-9.942588198237045,0.9195145667522509,-14.035709793353053,-7.4840193089984925,5
hust,matr_to_hust,catboost,50,899.5173856256815,61.79052046392944,835.6341434775013,963.7994353613273,85.86608874605133,8.654643344397185,81.36670244659658,90.43243274817239,-10.906203960616882,1.425154403275938,-15.216060323259438,-8.318045435592783,5
hust,matr_to_hust,gaussian_process,50,781.741426157969,8.77888722999938,720.338049534593,842.7853222618658,69.05739002515803,1.088455501827615,65.191459511517,72.73875783809599,-8.134728888835308,0.18383113994085776,-11.512269305214835,-6.118763409940557,5
hust,matr_to_hust,stacking,50,871.941038999601,55.92814338655032,811.4872157141738,933.2717400281754,81.44032187484439,7.065471597156499,77.61518296354488,85.30579623646801,-10.133131285617946,1.209675453806081,-14.209949243164996,-7.721117878961363,5
hust,matr_to_hust,elastic_net,100,946.4586845743152,158.68087483982237,871.889460138482,1021.924728702367,95.69711771506424,23.638944465803675,89.7093510595009,101.8546482115441,-12.933908324616448,4.153945356333785,-18.28310978715152,-9.792664077547258,5
hust,matr_to_hust,pls,100,985.7538176522406,263.0278479934935,907.6232261091945,1065.659971108666,106.67565644018391,40.23670287954876,100.03330069588576,113.54059198260825,-14.736584569489247,6.880128960341422,-20.645035278709393,-11.094476192900482,5
hust,matr_to_hust,random_forest,100,842.8258541435983,30.364049141209048,782.9959358900576,902.2416029168538,77.41381678350952,4.019434834136457,73.5934994573887,80.99613017418253,-9.401488006580106,0.6842113350175116,-13.222987158210003,-7.079263015393622,5
