scenario,source,target,calibration_domain,model,n_cycles,confidence_level,adapter_type,k_adapter,k_target,coverage_mean,coverage_std,coverage_gap_mean,coverage_gap_std,coverage_wilson95_lower_mean,coverage_wilson95_lower_std,coverage_wilson95_upper_mean,coverage_wilson95_upper_std,finite_interval_fraction_mean,finite_interval_fraction_std,mean_width_mean,mean_width_std,median_width_mean,median_width_std,winkler_mean_mean,winkler_mean_std,MAE_mean,MAE_std,SMAPE_mean,SMAPE_std,R2_mean,R2_std,q_hat_mean,q_hat_std,finite_q_mean,adapter_slope_mean,adapter_slope_std,adapter_intercept_mean,adapter_intercept_std,coverage_short_mean,coverage_short_std,coverage_mid_mean,coverage_mid_std,coverage_long_mean,coverage_long_std,coverage_short_life_mean,coverage_short_life_std,coverage_long_life_mean,coverage_long_life_std,coverage_short_life_wilson95_lower_mean,coverage_short_life_wilson95_lower_std,coverage_short_life_wilson95_upper_mean,coverage_short_life_wilson95_upper_std,coverage_long_life_wilson95_lower_mean,coverage_long_life_wilson95_lower_std,coverage_long_life_wilson95_upper_mean,coverage_long_life_wilson95_upper_std,short_long_coverage_gap_mean,short_long_coverage_gap_std,lifetime_split_threshold_mean,lifetime_split_threshold_std,n_train_mean,n_adapter_mean,n_calibration_mean,n_test_mean,n_short_life_mean,n_short_life_std,n_long_life_mean,n_long_life_std,n_runs,scenario_label,direction,rank_signal_class,adapter_class,raw_R2,pearson_r,linear_R2,scenario_short,regime_short,regime_order,source_cp_MAE,source_cp_coverage,scenario_order
cross_source_calibrated_cp,sandia,hust,sandia,xgboost,100,0.9,none,,,0.2311688311688312,0.1716547111353202,0.6688311688311689,0.1716547111353202,0.1609701321934592,0.1389441122001131,0.3269163977635897,0.189210674879374,1.0,0.0,762.3934137543189,435.227580299618,762.3934137543189,435.2275802996179,15023.854734751088,3568.860468043067,1038.3019274976082,289.0778660692849,49.27662254054751,11.505453784936552,-20.067199813158,7.615895921485651,inf,,0.0,,,,,0.0538461538461538,0.1204036603269117,0.24,0.2592296279363144,0.4,0.2046067088964675,0.0842105263157894,0.1883004612631401,0.3743589743589743,0.2056084122741482,0.0557050023155174,0.1245601718642801,0.189063203893126,0.217465069591229,0.2543855498134947,0.1515280855041976,0.5168640698361002,0.2235299871069317,0.2901484480431849,0.1943858637257867,1513.0,0.0,34.0,0.0,8.0,77.0,38.0,0.0,39.0,0.0,5,Naive source-calibrated cross CP,SANDIA -> HUST,weak_rank_signal,center_repaired_but_low_rank,-2.026537003013493,0.1868972553941344,0.0394274940951304,Source-calibrated,weak,2,1038.3019274976082,0.2311688311688312,0
cross_target_calibrated_cp,sandia,hust,hust,xgboost,100,0.9,none,,20.0,0.9087719298245612,0.0684258235226482,0.0542807017543859,0.0422334129941549,0.8107134578569541,0.0837167867310802,0.9552116350527158,0.0450762649746542,1.0,0.0,3833.122118000985,299.34621176364726,3833.122118000985,299.3462117636474,4022.916202451506,278.0616524867221,1034.8221671824997,264.6861059805159,49.06776199033461,10.478875937356683,-20.188014067340447,7.1857515717225136,1916.5610590004928,149.67310588182366,1.0,,,,,0.7284210526315789,0.1981644411874648,0.9978947368421052,0.0210526315789473,1.0,0.0,0.8142857142857143,0.1392954264568197,1.0,0.0,0.6469461338441589,0.1495615319007456,0.905792360303024,0.0971828766502972,0.8830302015002593,0.0,1.0,0.0,0.1857142857142857,0.1392954264568197,1501.85,25.579890697202124,34.0,0.0,20.0,57.0,28.0,0.0,29.0,0.0,100,"Target-domain CP, no adapter",SANDIA -> HUST,weak_rank_signal,center_repaired_but_low_rank,-2.026537003013493,0.1868972553941344,0.0394274940951304,Target-domain,weak,2,1038.3019274976082,0.2311688311688312,1
cross_target_adapted_cp,sandia,hust,hust,xgboost,100,0.9,residual_mean,20.0,20.0,0.9156756756756756,0.0793127767814671,0.0658378378378378,0.0464792482413095,0.7899918789173949,0.0987370503789324,0.9631643718190284,0.0460297022194497,1.0,0.0,2084.595907944855,397.48590104189424,2084.595907944855,397.48590104189407,2272.5457304492043,355.15239136190445,647.5968073836935,144.14965392850254,48.41880552802279,12.624692626575737,-6.158801261692475,2.684658871548536,1042.2979539724274,198.74295052094703,1.0,1.0,0.0,-1019.592956728622,307.42121748212185,0.8823076923076922,0.1705938605463614,0.9933333333333332,0.0306128938599833,0.8741666666666668,0.1595689866607172,0.9144444444444444,0.1257029120486808,0.916842105263158,0.1110024931476243,0.717916814814543,0.1398997293014389,0.9651877398072276,0.0704465804070112,0.7266683883678572,0.1314022925199715,0.966807458527225,0.0551809609779455,0.1251461988304093,0.1228984017631253,1499.66,46.86391646743438,34.0,20.0,20.0,37.0,18.0,0.0,19.0,0.0,100,Residual-mean target-adapted CP,SANDIA -> HUST,weak_rank_signal,center_repaired_but_low_rank,-2.026537003013493,0.1868972553941344,0.0394274940951304,Residual-adapted,weak,2,1038.3019274976082,0.2311688311688312,2
cross_source_calibrated_cp,luh,hust,luh,gaussian_process,100,0.9,none,,,0.0,0.0,0.9,0.0,0.0,0.0,0.047518425282434,0.0,1.0,0.0,622.8405289996995,100.38293395144748,622.8405289996994,100.3829339514474,16122.972540500785,814.4497086141178,1086.4268650749036,5.343425568729407,112.90433722997156,0.8980149369676995,-15.709829120135328,0.1546475328558549,311.4202644998497,50.19146697572371,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0918098682255839,0.0,0.0,0.0,0.0896668537075713,0.0,0.0,0.0,1513.0,0.0,74.0,0.0,16.0,77.0,38.0,0.0,39.0,0.0,5,Naive source-calibrated cross CP,LUH -> HUST,rank_signal_collapsed,offset_dominant_repair,-0.7633991911495936,0.0148578571548701,0.0213752792283548,Source-calibrated,collapsed,3,1086.4268650749036,0.0,0
cross_target_calibrated_cp,luh,hust,hust,gaussian_process,100,0.9,none,,20.0,0.9105263157894736,0.0676719857421806,0.0538245614035087,0.0420127757332788,0.8129456741869884,0.0831336839120378,0.956266650881092,0.044278176720077,1.0,0.0,2972.3368470329237,147.8951796862728,2972.336847032924,147.89517968627283,3151.3263207171344,78.42386948407767,1084.8810550954097,18.268498062082376,112.8384859456544,1.2036140868322056,-15.86752330340962,1.3354238269886065,1486.168423516462,73.94758984313643,1.0,,,,,1.0,0.0,0.9989473684210526,0.0105263157894736,0.7326315789473683,0.1988635554196331,1.0,0.0,0.8241379310344827,0.1330104547346308,0.8793566952341546,0.0,1.0,0.0,0.6610128032532063,0.144882627423252,0.9114343618573066,0.0917859203503815,0.1758620689655172,0.1330104547346308,1500.26,25.222492767649715,74.0,0.0,20.0,57.0,28.0,0.0,29.0,0.0,100,"Target-domain CP, no adapter",LUH -> HUST,rank_signal_collapsed,offset_dominant_repair,-0.7633991911495936,0.0148578571548701,0.0213752792283548,Target-domain,collapsed,3,1086.4268650749036,0.0,1
cross_target_adapted_cp,luh,hust,hust,gaussian_process,100,0.9,residual_mean,20.0,20.0,0.9075675675675676,0.0726004383540624,0.0596756756756756,0.0416114449127708,0.7780850971334476,0.0899111063219484,0.9603801994273624,0.0423673876497604,1.0,0.0,957.39,125.90121949650482,957.39,125.90121949650478,1122.6002702702704,91.2762498713214,232.93305405405405,20.050527738922305,15.876333490113227,1.395234189480205,-0.0839982918124765,0.1131352455927454,478.695,62.95060974825239,1.0,1.0,0.0,1087.3994235164623,52.42608877172635,0.8784615384615385,0.1158008550280292,1.0,0.0,0.8466666666666667,0.1652804303326742,0.9122222222222222,0.0836339508535767,0.903157894736842,0.10438764021011,0.708384496583234,0.1013380942722765,0.9710572990325216,0.0377754185051487,0.7071521827571811,0.1224304641188364,0.9635580429014464,0.0533020096511707,0.0908771929824561,0.0816227460348837,1503.09,44.651760289709664,74.0,20.0,20.0,37.0,18.0,0.0,19.0,0.0,100,Residual-mean target-adapted CP,LUH -> HUST,rank_signal_collapsed,offset_dominant_repair,-0.7633991911495936,0.0148578571548701,0.0213752792283548,Residual-adapted,collapsed,3,1086.4268650749036,0.0,2
cross_source_calibrated_cp,sandia,matr,sandia,xgboost,100,0.9,none,,,0.1069767441860465,0.098116386556879,0.7930232558139535,0.0981163865568789,0.0686949667587025,0.079396171765237,0.1679891159050761,0.1112613246224562,1.0,0.0,762.3934137543189,435.2275802996179,762.3934137543189,435.2275802996179,18033.13079651031,7788.752765538183,1222.5013107337695,469.3408216062702,87.38437055528945,15.899752760640077,-13.92238603779086,10.878650008262149,inf,,0.0,,,,,0.0697674418604651,0.0,0.0093023255813953,0.0127377338954689,0.241860465116279,0.2888780258019611,0.053125,0.0085581649610182,0.16,0.1911039247612973,0.0194698906304229,0.0046568382991482,0.1373878628093967,0.0114902955339493,0.1047883846518021,0.1524386915668724,0.2531566566477405,0.2095763853191535,0.131875,0.1666939138076665,740.0,0.0,34.0,0.0,8.0,129.0,64.0,0.0,65.0,0.0,5,Naive source-calibrated cross CP,SANDIA -> MATR,rank_signal_collapsed,center_repaired_but_low_rank,-0.8021333947043507,-0.0058033323714097,0.0029194254689424,Source-calibrated,collapsed,3,1222.5013107337695,0.1069767441860465,0
cross_target_calibrated_cp,sandia,matr,matr,xgboost,100,0.9,none,,20.0,0.9020183486238532,0.0647919265106502,0.0501100917431192,0.0408132757196126,0.8351153602342866,0.0772173160332974,0.941549536833914,0.0482786333343504,1.0,0.0,3993.836154505479,920.7025141966316,3993.836154505479,920.702514196632,4773.925227642107,462.3554086414824,1219.3312700689253,425.3567758327408,87.21033663947148,14.517124876915778,-14.231539882063869,10.670977223828322,1996.9180772527395,460.351257098316,1.0,,,,,0.7959957325746799,0.1270594055807782,0.929722222222222,0.0781152491109053,0.9833333333333332,0.0287430489544846,0.8301851851851851,0.1002295725659304,0.9725454545454544,0.050010099990003,0.7145279460336753,0.113005367845079,0.9019848585714848,0.075063903846028,0.8951471016392941,0.0656688056761106,0.9882436409049576,0.0286279016753713,0.143,0.0893298918264471,741.82,27.70967084946801,34.0,0.0,20.0,109.0,54.0,0.0,55.0,0.0,100,"Target-domain CP, no adapter",SANDIA -> MATR,rank_signal_collapsed,center_repaired_but_low_rank,-0.8021333947043507,-0.0058033323714097,0.0029194254689424,Target-domain,collapsed,3,1222.5013107337695,0.1069767441860465,1
cross_target_adapted_cp,sandia,matr,matr,xgboost,100,0.9,residual_mean,20.0,20.0,0.9059550561797752,0.0669155393395104,0.0545842696629213,0.0387810834668785,0.8315397249233887,0.0813423394559494,0.946776351944346,0.0473585446927653,1.0,0.0,2065.717661390044,628.6746618764502,2065.717661390044,628.6746618764503,2643.2495727935748,477.23452438016926,380.747426101636,45.98780735754109,48.776159445724154,5.312069194880285,-1.149842267821309,0.5868013010025208,1032.858830695022,314.33733093822514,1.0,1.0,0.0,-1227.5321623391874,444.19010109102675,0.875,0.094087262788752,0.966896551724138,0.0446302222289862,0.878,0.1148091667992795,0.8963636363636364,0.0767374644526513,0.9153333333333332,0.080570047846896,0.7786429083833984,0.0956521839585921,0.9504318493644242,0.0464034117548778,0.8057978178312767,0.1017866475289808,0.9595355874879375,0.0474591021055375,0.0655353535353535,0.0537514490213381,742.58,32.890752745439194,34.0,20.0,20.0,89.0,44.0,0.0,45.0,0.0,100,Residual-mean target-adapted CP,SANDIA -> MATR,rank_signal_collapsed,center_repaired_but_low_rank,-0.8021333947043507,-0.0058033323714097,0.0029194254689424,Residual-adapted,collapsed,3,1222.5013107337695,0.1069767441860465,2
cross_source_calibrated_cp,hust,matr,hust,random_forest,100,0.9,none,,,0.2031007751937984,0.0924400321597757,0.6968992248062016,0.0924400321597757,0.1447976166112083,0.0793202708153486,0.2785751716732635,0.1002218872514094,1.0,0.0,1056.0512354377615,261.39872851652655,1056.0512354377618,261.3987285165265,7349.518410761634,1948.6877614579755,795.3060056515611,17.990115976639096,73.45774713299895,0.9928608661071646,-4.554559712130968,0.2277809710451213,528.0256177188803,130.6993642582634,1.0,,,,,0.0046511627906976,0.0104003161744176,0.0465116279069767,0.0328886874970487,0.5581395348837209,0.2371636983066411,0.01875,0.0279508497187473,0.3846153846153846,0.1568929081105472,0.0066366679485579,0.0106967992604059,0.0853639896020171,0.0421884459028608,0.2807071922892711,0.1418158102225204,0.5014008534006189,0.1544843651903506,0.3658653846153846,0.1303195038239598,740.0,0.0,53.0,0.0,12.0,129.0,64.0,0.0,65.0,0.0,5,Naive source-calibrated cross CP,HUST -> MATR,negative_or_inverted_signal,offset_dominant_repair,-3.6001135620102005,-0.1140931826398683,0.0081705447983793,Source-calibrated,negative,4,795.3060056515611,0.2031007751937984,0
cross_target_calibrated_cp,hust,matr,matr,random_forest,100,0.9,none,,20.0,0.9138532110091744,0.0651454454603726,0.0516513761467889,0.0417488470898179,0.8500018616255498,0.0785746943064388,0.9495269723942248,0.0477418603934882,1.0,0.0,2314.860005222094,91.81208508092284,2314.860005222094,91.8120850809226,2402.464488465975,74.6738060252545,794.1361361675949,18.73463005282134,73.3625002144525,1.4118909754786375,-4.503159159089463,0.4481257290790785,1157.4300026110477,45.90604254046118,1.0,,,,,0.7475889046941678,0.1874347736459433,0.9986111111111112,0.0138888888888888,1.0,0.0,0.8261111111111111,0.1314972880589003,1.0,0.0,0.713454023498839,0.1460995578370416,0.8954517807129875,0.1007225225586256,0.9347150988829136,0.0,1.0,0.0,0.1738888888888889,0.1314972880589003,736.22,26.090200954737504,53.0,0.0,20.0,109.0,54.0,0.0,55.0,0.0,100,"Target-domain CP, no adapter",HUST -> MATR,negative_or_inverted_signal,offset_dominant_repair,-3.6001135620102005,-0.1140931826398683,0.0081705447983793,Target-domain,negative,4,795.3060056515611,0.2031007751937984,1
cross_target_adapted_cp,hust,matr,matr,random_forest,100,0.9,residual_mean,20.0,20.0,0.9146067415730336,0.0622014035210051,0.0515505617977528,0.0374195558943967,0.8417429330965943,0.0756361617850781,0.9531605608535691,0.0440053784718463,1.0,0.0,1302.6958533870193,364.3764248810483,1302.6958533870193,364.3764248810483,1688.9900349933646,234.0773917238787,271.58808473362586,24.157145212778545,35.47245653015241,2.921056430002676,-0.001856967646246,0.1502997786909883,651.3479266935097,182.188212440524,1.0,1.0,0.0,-768.639820255559,85.75963980940097,0.947010752688172,0.1178858421094034,0.9972413793103448,0.0106028429625628,0.8023103448275861,0.123454424116994,0.9627272727272728,0.081626650627489,0.8675555555555556,0.0836813533522564,0.8700918692499456,0.1008485664997808,0.9810527447262968,0.0500850665621723,0.7445722688434823,0.0993933205921704,0.9327211781324302,0.0553308016719456,0.1192121212121212,0.0815971612925821,735.54,37.189229460675655,53.0,20.0,20.0,89.0,44.0,0.0,45.0,0.0,100,Residual-mean target-adapted CP,HUST -> MATR,negative_or_inverted_signal,offset_dominant_repair,-3.6001135620102005,-0.1140931826398683,0.0081705447983793,Residual-adapted,negative,4,795.3060056515611,0.2031007751937984,2
cross_source_calibrated_cp,matr,hust,matr,catboost,100,0.9,none,,,0.1766233766233766,0.1493788793195907,0.7233766233766235,0.1493788793195907,0.1182013615355734,0.1094108958870358,0.2657780875431955,0.1753614880383982,1.0,0.0,1052.9985982082633,449.1721506880975,1052.9985982082635,449.1721506880976,8631.333814901936,3456.3934015605764,875.900754060016,59.23552972311248,81.62002447427164,7.805005745437504,-10.35458107369234,1.3313433612819483,526.4992991041318,224.5860753440488,1.0,,,,,0.5153846153846154,0.4322433568334246,0.008,0.0178885438199983,0.0,0.0,0.3578947368421052,0.3026887817791708,0.0,0.0,0.2536089320688368,0.2364507140334462,0.4882738725847502,0.3141744622147192,0.0,0.0,0.0896668537075713,0.0,0.3578947368421052,0.3026887817791708,1513.0,0.0,89.0,0.0,20.0,77.0,38.0,0.0,39.0,0.0,5,Naive source-calibrated cross CP,MATR -> HUST,negative_or_inverted_signal,center_repaired_but_low_rank,-7.936737027557716,-0.1200185046019638,0.0246972384801261,Source-calibrated,negative,4,875.900754060016,0.1766233766233766,0
cross_target_calibrated_cp,matr,hust,hust,catboost,100,0.9,none,,20.0,0.9017543859649124,0.0748072688967054,0.059719298245614,0.0446857658414828,0.8028019582481261,0.0916798065681229,0.9499742060279014,0.0491665541918881,1.0,0.0,2531.4148758375345,169.87296709325,2531.4148758375345,169.87296709325008,2733.4088294700405,143.14760940541203,874.0251168229264,57.54837407145787,81.4635620864753,7.2213244975813025,-10.29960229135415,1.6270209055733025,1265.7074379187673,84.93648354662504,1.0,,,,,1.0,0.0,0.993157894736842,0.0232444855433099,0.7121052631578947,0.2105867802591659,1.0,0.0,0.806896551724138,0.1470349767969727,0.8793566952341546,0.0,1.0,0.0,0.6435900168698444,0.1595421937697369,0.898407830947556,0.1020975101752858,0.193103448275862,0.1470349767969727,1499.97,23.638034323239857,89.0,0.0,20.0,57.0,28.0,0.0,29.0,0.0,100,"Target-domain CP, no adapter",MATR -> HUST,negative_or_inverted_signal,center_repaired_but_low_rank,-7.936737027557716,-0.1200185046019638,0.0246972384801261,Target-domain,negative,4,875.900754060016,0.1766233766233766,1
cross_target_adapted_cp,matr,hust,hust,catboost,100,0.9,residual_mean,20.0,20.0,0.905945945945946,0.0701504680264601,0.0599459459459459,0.0364278049054319,0.7759568912973386,0.0883072941846642,0.9595702144283488,0.0393679125089574,1.0,0.0,1007.4603566621204,124.62862662031804,1007.4603566621204,124.62862662031796,1177.9737725583475,91.64335139629002,246.0212247555446,25.97806964570476,16.828349228621178,1.8470011239490765,-0.1950210399076996,0.1669583122922092,503.73017833106024,62.31431331015898,1.0,1.0,0.0,873.4001869334362,79.59570608011626,0.8492307692307692,0.1279344461865868,0.9991666666666668,0.0083333333333333,0.8741666666666668,0.1672946921727665,0.8911111111111112,0.092397100023646,0.92,0.1067098879948079,0.6828739902458798,0.1088421593964733,0.9617715948127348,0.0450128360648788,0.7299502853657874,0.1270376619767676,0.9687791664300148,0.0520692761663146,0.1109941520467836,0.0934443415659166,1497.96,45.01647734244912,89.0,20.0,20.0,37.0,18.0,0.0,19.0,0.0,100,Residual-mean target-adapted CP,MATR -> HUST,negative_or_inverted_signal,center_repaired_but_low_rank,-7.936737027557716,-0.1200185046019638,0.0246972384801261,Residual-adapted,negative,4,875.900754060016,0.1766233766233766,2
cross_source_calibrated_cp,sandia,luh,sandia,xgboost,100,0.95,none,,,0.630188679245283,0.1537764787318865,0.3198113207547169,0.1537764787318865,0.5393064305289774,0.1580807604318685,0.7119648134650995,0.1387609901428041,1.0,0.0,762.3934137543189,435.22758029961784,762.3934137543189,435.2275802996179,5904.383026813957,2159.5878113313825,323.09813839815314,36.92154567862961,61.21358841099702,8.41769499948991,-0.3258436922844231,0.3128300246686072,inf,,0.0,,,,,1.0,0.0,0.7314285714285714,0.2631054727593448,0.1485714285714285,0.218902643535748,0.9849056603773584,0.0246007637932175,0.2754716981132075,0.2906517883759734,0.9088245661287108,0.037575448067864,0.9954449770253602,0.0084437537447527,0.1997372216993117,0.2372461392283335,0.3815543127935504,0.3059332704814925,0.709433962264151,0.274915437336664,451.0,0.0,34.0,0.0,8.0,106.0,53.0,0.0,53.0,0.0,5,Naive source-calibrated cross CP,SANDIA -> LUH,strong_rank_signal,linear_recovers_predictive_transfer,0.4944713375776242,0.8621160025989422,0.7502426298028618,Source-calibrated,strong,0,323.09813839815314,0.630188679245283,0
cross_target_calibrated_cp,sandia,luh,luh,xgboost,100,0.95,none,,20.0,0.950813953488372,0.0484349519750352,0.0376976744186046,0.0301851691258706,0.8871533571268665,0.0635159461077966,0.9759225659250352,0.0297236134602013,1.0,0.0,2180.9625679124083,379.8352421720394,2180.962567912408,379.8352421720392,2528.92233774896,271.06338172819744,322.9864767668636,37.850892934218344,61.19276871383805,7.96868309786703,-0.3291621887918339,0.2825533350295123,1090.481283956204,189.9176210860196,1.0,,,,,1.0,0.0,1.0,0.0,0.8541379310344827,0.1436346851673458,1.0,0.0,0.9016279069767442,0.0968699039500704,0.9179901967742088,0.0,1.0,0.0,0.7864789930881854,0.1178554671080423,0.9509019696230046,0.0611968773673979,0.0983720930232558,0.0968699039500704,482.41,39.91938720405757,34.0,0.0,20.0,86.0,43.0,0.0,43.0,0.0,100,"Target-domain CP, no adapter",SANDIA -> LUH,strong_rank_signal,linear_recovers_predictive_transfer,0.4944713375776242,0.8621160025989422,0.7502426298028618,Target-domain,strong,0,323.09813839815314,0.630188679245283,1
cross_target_adapted_cp,sandia,luh,luh,xgboost,100,0.95,residual_mean,20.0,20.0,0.9551515151515152,0.0473740212741204,0.0376060606060606,0.0290276292419423,0.8797425989832043,0.0625587523027022,0.9804914369959844,0.0275878182739007,1.0,0.0,1673.6422415973311,342.07099566676345,1673.6422415973311,342.07099566676345,1960.821850928257,300.55501591114404,298.25655380426105,42.085815527695274,60.471474114215646,6.955492267195497,0.1537379555558825,0.2171963193425909,836.8211207986657,171.03549783338173,1.0,1.0,0.0,282.1262258013528,87.61005140238859,0.9981818181818182,0.01103992556998,1.0,0.0,0.8672727272727273,0.1376098548782486,0.9987878787878788,0.0073599503799867,0.9115151515151516,0.0917399032521657,0.893833732826533,0.0113938074839746,0.9997248029583904,0.0018303994018028,0.7761388304604508,0.1115084288136292,0.9610741048955188,0.0541751507583851,0.0872727272727272,0.0892388136961824,476.89,58.21657492466896,34.0,20.0,20.0,66.0,33.0,0.0,33.0,0.0,100,Residual-mean target-adapted CP,SANDIA -> LUH,strong_rank_signal,linear_recovers_predictive_transfer,0.4944713375776242,0.8621160025989422,0.7502426298028618,Residual-adapted,strong,0,323.09813839815314,0.630188679245283,2
cross_source_calibrated_cp,luh,sandia,luh,gaussian_process,100,0.95,none,,,0.732,0.0975704873412037,0.2179999999999999,0.0975704873412037,0.598404009984584,0.099682300337556,0.8324907040175378,0.0815520594720284,1.0,0.0,622.8405289996994,100.38293395144753,622.8405289996994,100.3829339514474,17918.376294353046,442.0841837584066,625.4088106825964,2.6210552977761163,75.4684071953116,0.6790120096402514,-0.1102150929780295,0.0033887699720138,inf,,0.0,,,,,0.8111111111111111,0.2710291315033438,1.0,0.0,0.4117647058823529,0.0,0.8640000000000001,0.1951409746824074,0.6,0.0,0.7014060204389352,0.2103874041482064,0.9296300208774376,0.1289049967938161,0.40739457358967,0.0,0.7659669762225203,0.0,0.296,0.1252198067399882,282.0,0.0,74.0,0.0,16.0,50.0,25.0,0.0,25.0,0.0,5,Naive source-calibrated cross CP,LUH -> SANDIA,strong_rank_signal,linear_recovers_predictive_transfer,0.498719236814331,0.9131253584230612,0.8417995407093845,Source-calibrated,strong,0,625.4088106825964,0.732,0
cross_target_calibrated_cp,luh,sandia,sandia,gaussian_process,100,0.95,none,,20.0,0.9576666666666668,0.0583835762463095,0.042,0.0410633082714396,0.8257205106958727,0.0746566057631196,0.9857102300855546,0.0303229424285336,1.0,0.0,5815.010409842547,660.3925984236598,5815.010409842545,660.3925984236596,6465.746657778401,2645.351053646468,612.4293502495884,117.6889925968506,75.22968463627653,5.768146722299926,-0.1099169786674599,0.0564033734299128,2907.5052049212727,330.1962992118298,1.0,,,,,0.999,0.01,1.0,0.0,0.8733333333333333,0.1704947576959354,0.9993333333333334,0.0066666666666666,0.916,0.1131608907944224,0.795173878987132,0.0094281997701951,0.9998813310450672,0.0011866895493268,0.6913567208896713,0.1228172432268896,0.9710123726485028,0.060968881881306,0.0833333333333333,0.1098412281360179,282.06,16.3638058352616,74.0,0.0,20.0,30.0,15.0,0.0,15.0,0.0,100,"Target-domain CP, no adapter",LUH -> SANDIA,strong_rank_signal,linear_recovers_predictive_transfer,0.498719236814331,0.9131253584230612,0.8417995407093845,Target-domain,strong,0,625.4088106825964,0.732,1
cross_target_adapted_cp,luh,sandia,sandia,gaussian_process,100,0.95,residual_mean,20.0,20.0,0.969,0.064659168574983,0.059,0.0320825954263823,0.6852225668377895,0.0758495591544403,0.9924516668908204,0.018225610251663,1.0,0.0,5074.176961407694,717.5449672658984,5074.176961407694,717.5449672658983,5463.816961407693,1007.9504562940592,814.672979116315,184.05131978313696,107.753193308913,14.96365026933564,-10.347295120845455,28.65948532866017,2537.088480703847,358.77248363294916,1.0,1.0,0.0,379.9599428126153,197.56154901384224,1.0,0.0,1.0,0.0,0.895,0.217957820855959,1.0,0.0,0.938,0.1293183371499661,0.5655175352168255,0.0,1.0,0.0,0.5110054330675248,0.1097917818916989,0.9843879277824142,0.0381481885191849,0.0619999999999999,0.1293183371499661,298.86,136.72445341494756,74.0,20.0,20.0,10.0,5.0,0.0,5.0,0.0,100,Residual-mean target-adapted CP,LUH -> SANDIA,strong_rank_signal,linear_recovers_predictive_transfer,0.498719236814331,0.9131253584230612,0.8417995407093845,Residual-adapted,strong,0,625.4088106825964,0.732,2
cross_source_calibrated_cp,hust,luh,hust,random_forest,100,0.95,none,,,0.2924528301886792,0.0739829582139534,0.6575471698113207,0.0739829582139533,0.2153536622030979,0.0657707134042145,0.3840689922990979,0.0770218159378289,1.0,0.0,1056.0512354377613,261.3987285165267,1056.0512354377613,261.3987285165264,14893.78395174538,2507.0920947356735,802.9438098035309,61.79170434411381,95.12993767423546,3.138546644659581,-3.921429707230149,0.63421528718932,inf,,0.0,,,,,0.0,0.0,0.1257142857142857,0.1238827622210217,0.76,0.1041976144503454,0.0,0.0,0.5849056603773585,0.1479659164279068,0.0,0.0,0.0675819885765418,0.0,0.455584360272715,0.1468227290944387,0.7027507737425892,0.1291283697278937,0.5849056603773585,0.1479659164279068,451.0,0.0,53.0,0.0,12.0,106.0,53.0,0.0,53.0,0.0,5,Naive source-calibrated cross CP,HUST -> LUH,strong_rank_signal,linear_recovers_predictive_transfer,-0.5620604259849377,0.7716731043125821,0.6103797741346866,Source-calibrated,strong,0,802.9438098035309,0.2924528301886792,0
cross_target_calibrated_cp,hust,luh,luh,random_forest,100,0.95,none,,20.0,0.9531395348837208,0.0532589733104822,0.0415581395348837,0.0331956364022825,0.8908792535056963,0.0687229633216825,0.97664895700069,0.0338287653207371,1.0,0.0,2894.806624604268,167.5551081090463,2894.806624604268,167.55510810904633,3033.379607514093,245.82576041896104,803.3957867866131,57.17014103446882,95.34907158885342,3.5802853310374836,-3.9485309317563497,0.6956603939428762,1447.4033123021345,83.77755405452318,1.0,,,,,0.8744827586206897,0.1247170978021855,0.9860714285714286,0.0475906300487763,1.0,0.0,0.906279069767442,0.1065179466209643,1.0,0.0,0.793667148195116,0.1269647166913111,0.9522532582069968,0.0700531270435489,0.9179901967742088,0.0,1.0,0.0,0.0937209302325581,0.1065179466209643,474.64,38.675683379204635,53.0,0.0,20.0,86.0,43.0,0.0,43.0,0.0,100,"Target-domain CP, no adapter",HUST -> LUH,strong_rank_signal,linear_recovers_predictive_transfer,-0.5620604259849377,0.7716731043125821,0.6103797741346866,Target-domain,strong,0,802.9438098035309,0.2924528301886792,1
cross_target_adapted_cp,hust,luh,luh,random_forest,100,0.95,residual_mean,20.0,20.0,0.9574242424242424,0.0466228293181904,0.0364848484848485,0.0297451555873814,0.8830051508313688,0.0620240565756071,0.9815243280704856,0.0267495936383057,1.0,0.0,1761.099632913155,396.70210527414264,1761.099632913155,396.70210527414264,1989.423390439113,297.0501717489343,368.1588837136442,19.80231542913608,72.58382037528935,4.462810093674067,-0.1593663259856251,0.1427759891526857,880.5498164565772,198.3510526370715,1.0,1.0,0.0,-803.6508866416755,101.45798305741285,0.9704545454545456,0.0690939900719455,0.999090909090909,0.0063956951880131,0.9027272727272728,0.1088802680195253,0.98,0.0464326955263901,0.9348484848484848,0.0737725867843324,0.8673799062880749,0.0621798852263755,0.992520896071171,0.02169228442562,0.8053768522051189,0.0942154345552121,0.9736368165988698,0.0390438639518831,0.0639393939393939,0.0665712927714995,489.52,54.80000000000001,53.0,20.0,20.0,66.0,33.0,0.0,33.0,0.0,100,Residual-mean target-adapted CP,HUST -> LUH,strong_rank_signal,linear_recovers_predictive_transfer,-0.5620604259849377,0.7716731043125821,0.6103797741346866,Residual-adapted,strong,0,802.9438098035309,0.2924528301886792,2
