scenario_label,protocol,direction,model,confidence_level,k_target,k_adapter,adapter_type,coverage_mean,coverage_wilson95_lower_mean,coverage_wilson95_upper_mean,finite_interval_fraction_mean,coverage_short_life_mean,coverage_long_life_mean,short_long_coverage_gap_mean,median_width_mean,winkler_mean_mean,MAE_median,MAE_mean,SMAPE_median,SMAPE_mean,R2_median,R2_mean,finite_q_mean,n_runs
"Target-domain CP, no adapter",Target CP,MATR -> HUST,catboost,0.95,5.0,,none,0.8534722222222223,0.7638644945650901,0.9072723848076918,1.0,0.9936111111111112,0.7133333333333333,0.2802777777777777,2448.5544909127166,3258.037251058519,903.5294930626688,873.5814625679454,85.5651568527353,81.4747717562068,-10.722633810894411,-10.307916233245964,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> HUST,catboost,0.95,10.0,,none,0.9150746268656716,0.8304851036143153,0.9546483609686072,1.0,1.0,0.8326470588235294,0.1673529411764705,2590.4026000031567,2941.9268567226864,900.6478693523877,875.1642152304443,85.81541065830143,81.5978976789243,-10.720813609188426,-10.48973025345636,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> HUST,catboost,0.95,15.0,,none,0.9372580645161288,0.8529958917196605,0.9704974052265264,1.0,1.0,0.8745161290322581,0.1254838709677419,2647.998119030289,2879.045044465256,897.9924077743542,875.6985040300524,85.54931674179949,81.60759396963394,-10.62562216431651,-10.369907929684045,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> HUST,catboost,0.95,20.0,,none,0.9478947368421052,0.8619919725894069,0.9772383974528196,1.0,1.0,0.8975862068965518,0.1024137931034482,2689.096706489804,2855.8331687464815,896.988931663826,874.0251168229264,85.0535468458902,81.4635620864753,-10.50335792988022,-10.29960229135415,1.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> LUH,catboost,0.95,5.0,5.0,linear,0.8245833333333333,0.7458692138143,0.8783203837347591,1.0,0.8664583333333333,0.7827083333333333,0.1837499999999999,1618.803780840364,3831.5838780618255,337.8415266558526,386.3433790542164,70.20043261598923,74.39874988993992,-0.0542661458812362,-1.6342720634464931,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> LUH,catboost,0.95,10.0,10.0,linear,0.9113953488372092,0.8385693551695438,0.9490402955288384,1.0,0.9472093023255812,0.8755813953488372,0.1116279069767441,1769.806931904346,2469.7073107119895,320.15667269698986,346.9488448379909,66.9375957455541,68.90550926029296,0.0393333102680232,-0.4069048459433995,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> LUH,catboost,0.95,15.0,15.0,linear,0.9382894736842106,0.8666976691262529,0.9677059224916492,1.0,0.9702631578947368,0.9063157894736844,0.0892105263157894,1739.8328394032912,2125.2828407716765,313.59889270772277,321.1330472460973,65.19680402558417,66.04535423502699,0.0914308347333361,-0.0855031347406907,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> LUH,catboost,0.95,20.0,20.0,linear,0.9540909090909092,0.8785315812653012,0.97969791468331,1.0,0.9906060606060606,0.9175757575757576,0.0809090909090908,1681.56853269842,1995.6074691718543,313.1516492627542,318.0164357974082,64.91232257218168,65.6417562523839,0.0884014731768921,0.0485336641527864,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> LUH,catboost,0.95,5.0,5.0,residual_mean,0.8528125,0.7772995875959399,0.9011760757219878,1.0,0.8904166666666667,0.8152083333333333,0.1818749999999999,1402.6559310830896,2465.595550792572,333.8181135611646,349.1866455135844,66.64936740556738,67.72059384495988,-0.0335995992823686,-0.1300584832065983,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> LUH,catboost,0.95,10.0,10.0,residual_mean,0.9147674418604652,0.8434595330081851,0.9506059344992004,1.0,0.9665116279069766,0.8630232558139536,0.1272093023255813,1499.639976279496,2125.7036748867035,338.59242243883034,344.59917567576815,66.54861794299673,66.99207226150946,-0.0029056201445792,-0.0537537567375063,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> LUH,catboost,0.95,15.0,15.0,residual_mean,0.9325,0.8574511104765508,0.9659306384421056,1.0,0.985,0.88,0.1102631578947368,1626.903658237987,2073.526980314959,333.1009074656698,335.15660579514685,64.85738201319842,65.39000751579538,0.0173939941408684,-0.0090144661349781,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> LUH,catboost,0.95,20.0,20.0,residual_mean,0.9612121212121212,0.8879218838330444,0.9837666666065862,1.0,0.996060606060606,0.9263636363636364,0.0745454545454545,1806.002713875736,2042.5736524019303,329.55255023740756,329.9988465559241,64.88887156682881,65.15007420239256,0.023886319239776,-0.007310777801089,1.0,100
"Target-domain CP, no adapter",Target CP,MATR -> LUH,catboost,0.95,5.0,,none,0.8375247524752476,0.7612693921830238,0.8890458625541823,1.0,0.89,0.7860784313725491,0.1682039215686274,1215.9281870168134,2413.2479925212688,331.2920101205592,336.43935246388565,65.27588764975586,65.63167833930942,0.0392249500387611,-0.0064663300138844,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> LUH,catboost,0.95,10.0,,none,0.8910416666666667,0.8201995444145581,0.9317926729150848,1.0,0.9525,0.8295833333333333,0.1454166666666666,1398.654566437394,2247.0394887179536,331.96742642821073,337.0001369196835,65.48674109510557,65.79267987991518,0.0360311041055461,-0.0053020263381066,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> LUH,catboost,0.95,15.0,,none,0.94989010989011,0.8883879434754056,0.9749475747477075,1.0,0.9904444444444443,0.910217391304348,0.0834347826086955,1674.6613187503183,1994.6134600190303,329.88496800281337,333.82397052689186,65.08625726573403,65.32187955585644,0.0371966390190641,-0.0030068394893983,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> LUH,catboost,0.95,20.0,,none,0.9530232558139536,0.8898083021700732,0.9774972939635892,1.0,0.9932558139534884,0.9127906976744186,0.0809302325581395,1703.7445188543954,2004.983181121168,331.1730847069239,335.03397199733956,65.25760260670889,65.44587085241079,0.0370974543021046,-0.006446638732296,1.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> SANDIA,catboost,0.95,5.0,5.0,linear,0.8242499999999999,0.6916191317184055,0.9000582599051541,1.0,0.8845000000000001,0.764,0.1584999999999999,3552.547074505924,9786.859269049204,697.885077398643,788.395892845772,102.44038806828988,100.46015438462636,-0.1661495310793887,-0.4626025355082925,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> SANDIA,catboost,0.95,10.0,10.0,linear,0.885,0.736406975549942,0.9461877117061024,1.0,0.964,0.8059999999999999,0.1659999999999999,3896.778054684784,6784.6636860850795,785.8113526983541,753.7506004846484,100.39349822938344,99.3399177114181,-0.0163186807978431,-0.0418238096357694,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> SANDIA,catboost,0.95,15.0,15.0,linear,0.9385,0.7561060768444531,0.9795871595432244,1.0,0.98,0.897,0.1029999999999999,4161.117066478309,5326.127585457402,742.2392914397539,701.7288526667321,101.60791426290348,99.50555051352092,0.0529064195229693,0.0947459300019568,0.0,100
Linear target-adapted CP,Linear-adapted CP,MATR -> SANDIA,catboost,0.95,20.0,20.0,linear,0.95,0.6624578435357071,0.9877626365876928,1.0,0.986,0.914,0.0999999999999999,4444.278225848737,5042.809834871601,725.9851613886076,716.5979792476242,99.08683668806542,99.40180103764976,0.0706072124957571,-4.583974956634578,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> SANDIA,catboost,0.95,5.0,5.0,residual_mean,0.8532500000000001,0.7288411111014704,0.9157542276526464,1.0,0.924,0.7825,0.1624999999999999,3627.261758922281,8666.088300830901,802.351629335981,837.4444586596046,105.04381066657623,98.15999077970002,-0.050131531277973,-0.1458556142152687,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> SANDIA,catboost,0.95,10.0,10.0,residual_mean,0.9086666666666668,0.7652894923079316,0.9592655610045449,1.0,0.9806666666666666,0.8366666666666667,0.1466666666666666,4298.460515910684,6527.121750361449,831.564447646555,847.8474388270776,108.87821001387309,104.82609460096982,-0.0012433827387724,-0.0928972566975666,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> SANDIA,catboost,0.95,15.0,15.0,residual_mean,0.9375,0.75463088449515,0.9793846022086332,1.0,1.0,0.875,0.1249999999999999,4753.205289027039,5837.876894861214,845.0452087642174,844.2239381387352,106.51028211077228,105.57415337284478,0.0057887361338914,-0.0422785050245988,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,MATR -> SANDIA,catboost,0.95,20.0,20.0,residual_mean,0.96,0.6740363136665204,0.9906335104596216,1.0,1.0,0.92,0.0799999999999999,5145.183518929659,5395.458396263741,816.7512999262523,805.7965654575142,102.62910151870813,100.92355640377048,-0.0221349818256065,-4.937271757257424,1.0,100
"Target-domain CP, no adapter",Target CP,MATR -> SANDIA,catboost,0.95,5.0,,none,0.8420000000000001,0.7204285604044752,0.9097737460622292,1.0,0.9322727272727274,0.7556521739130434,0.1833794466403161,3568.4878631672923,9262.22204447964,732.7228744897262,725.9285670599762,97.15308663671055,94.48526498997605,0.0352689632723346,0.0385246716275954,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> SANDIA,catboost,0.95,10.0,,none,0.92675,0.810844814841044,0.9678701485370718,1.0,0.997,0.8565,0.1404999999999999,4788.299817677396,6541.949284302004,733.1635008184825,727.9089320772524,97.34915909059984,94.90564306027072,0.0301776836375147,0.036350023099633,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> SANDIA,catboost,0.95,15.0,,none,0.9354285714285716,0.8114816906862518,0.9732468165695244,1.0,0.9988235294117648,0.8755555555555555,0.1232679738562091,4989.084860552307,6308.196544760318,718.389554899265,723.2454206256751,97.29631413980806,94.67634407184582,0.0253902159486911,0.0331068036871626,0.0,100
"Target-domain CP, no adapter",Target CP,MATR -> SANDIA,catboost,0.95,20.0,,none,0.9526666666666668,0.8187936494794079,0.9837722252337592,1.0,1.0,0.9053333333333332,0.0946666666666666,5255.967165110338,5692.37851285055,722.853691533996,719.4037291333345,97.1317918070567,94.50154481936504,0.025956557094681,0.031261745672036,1.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> HUST,xgboost,0.95,5.0,5.0,linear,0.8526865671641791,0.7592010229330195,0.9079224494903698,1.0,0.8348484848484848,0.87,0.1754367201426024,1214.531179727548,2439.595012618555,261.35445678025883,318.0370761916188,17.730059008325746,21.26590213681784,-0.447763484967466,-2.8058935865838053,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> HUST,xgboost,0.95,10.0,10.0,linear,0.896140350877193,0.7980751195338324,0.9441819018352812,1.0,0.8878571428571429,0.9041379310344828,0.1026600985221674,1093.3614149536118,1721.1763398384078,248.00550729640293,250.4541621420398,16.707214027229718,16.9308869008186,-0.2282599143566584,-0.33991543899489,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> HUST,xgboost,0.95,15.0,15.0,linear,0.941063829787234,0.8409816141884167,0.9744945928618114,1.0,0.942608695652174,0.9395833333333332,0.0604891304347825,1222.3723341952414,1603.4746039058532,238.88874499350575,242.6608638953107,16.225791773102095,16.464606802817876,-0.1624783082028039,-0.2489315693576401,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> HUST,xgboost,0.95,20.0,20.0,linear,0.9454054054054056,0.8286113228735266,0.978411759840144,1.0,0.9466666666666668,0.9442105263157896,0.0508187134502923,1297.762487376228,1637.9525674827817,242.84847897131817,239.9545352367026,16.423769492325718,16.283788582066535,-0.1480711827144599,-0.187541934599342,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> HUST,xgboost,0.95,5.0,5.0,residual_mean,0.8597014925373133,0.7676803586071119,0.9127121799203396,1.0,0.8503030303030303,0.8688235294117647,0.1781996434937611,2198.5178194860523,3170.862661131333,699.7700656912164,660.9491995659273,48.21544794400869,48.68646484595523,-7.02883607309624,-6.882631775333096,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> HUST,xgboost,0.95,10.0,10.0,residual_mean,0.903157894736842,0.8082842964571734,0.9471216535455826,1.0,0.9082142857142856,0.8982758620689656,0.1374261083743842,2207.2521365001917,2714.4842954354435,699.6694099255064,648.6235564289733,49.5273594400678,47.592389674109434,-6.8478551202209115,-6.36524627204916,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> HUST,xgboost,0.95,15.0,15.0,residual_mean,0.9374468085106384,0.8353962512278647,0.9733925001929116,1.0,0.9308695652173912,0.94375,0.0856340579710144,2195.040174710355,2427.0635717658824,695.1151393416087,646.81207042477,51.26506195194249,47.12224746210218,-6.597496761710705,-6.084191329925703,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> HUST,xgboost,0.95,20.0,20.0,residual_mean,0.9583783783783784,0.8456080996219696,0.9849205097726816,1.0,0.9622222222222224,0.9547368421052632,0.0645029239766081,2258.06443520209,2431.1795654034304,686.7252842236429,647.5968073836935,49.61234586492768,48.41880552802277,-6.689568709580295,-6.158801261692475,1.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> HUST,xgboost,0.95,5.0,,none,0.8275,0.7343469400081214,0.8874765419411987,1.0,0.6861111111111111,0.9688888888888888,0.2827777777777777,3566.549836108879,5482.725994225292,931.2086131704096,1040.123700023223,45.43829130682447,49.386099904671134,-17.045397221106377,-20.0742668938694,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> HUST,xgboost,0.95,10.0,,none,0.9016417910447762,0.8150771795957787,0.9446474350006412,1.0,0.8075757575757576,0.9929411764705882,0.1853654188948306,3837.4080926964502,4440.010419655515,918.1695112602974,1037.7036689060064,44.86392879000893,49.165382223000776,-17.164853333278383,-20.13669295188486,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> HUST,xgboost,0.95,15.0,,none,0.9433870967741936,0.8620428642973604,0.972993311765003,1.0,0.8919354838709677,0.9948387096774194,0.1029032258064516,3961.46620813825,4284.879210977932,927.8036029283676,1032.084572601315,45.077526939037256,48.988376698994344,-17.29584893912518,-20.06861544978629,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> HUST,xgboost,0.95,20.0,,none,0.9515789473684212,0.8670222960602318,0.9791112615146568,1.0,0.9014285714285714,1.0,0.0985714285714285,4006.1049388780607,4171.35180376641,933.3054988988802,1034.8221671824997,45.50149751543736,49.06776199033461,-17.557631072685503,-20.188014067340447,1.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> LUH,xgboost,0.95,5.0,5.0,linear,0.8466666666666667,0.7714468191253735,0.8952101066266381,1.0,0.9210416666666668,0.7722916666666667,0.1770833333333333,1187.3230613347594,2405.251955117304,231.1662663010625,265.81067631813306,57.341287464393375,58.28875916252351,0.4216072921066757,0.1878189727505089,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> LUH,xgboost,0.95,10.0,10.0,linear,0.909186046511628,0.8366441268214772,0.9467358507951446,1.0,0.9667441860465116,0.8516279069767441,0.1281395348837209,1250.9702420690885,1866.535011797424,217.22211669250368,246.50157602135997,51.5044634732138,52.9543068938149,0.5004481387124493,0.3383700751870532,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> LUH,xgboost,0.95,15.0,15.0,linear,0.9284210526315788,0.8543700374172709,0.9612463223269166,1.0,0.9615789473684212,0.8952631578947369,0.0889473684210526,1255.4697273313775,1632.2437812270844,217.6785839316841,236.7531683401906,53.417225205331576,53.52022438070298,0.529573263169355,0.403970285822738,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> LUH,xgboost,0.95,20.0,20.0,linear,0.9492424242424242,0.8720150483740555,0.9770508360062022,1.0,0.981818181818182,0.9166666666666669,0.0730303030303029,1350.0787130698163,1601.994068093113,211.99073472868864,232.19497014061503,54.298437362318026,54.04657842848699,0.5376630053744151,0.4299062850219428,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> LUH,xgboost,0.95,5.0,5.0,residual_mean,0.8458333333333333,0.7689295600639922,0.8961248250011157,1.0,0.91875,0.7729166666666667,0.2120833333333333,1197.47165461012,2443.3578321490018,295.8441764281501,309.88879787115764,58.81987742356711,61.37066893564892,0.1768249203422998,0.0839039554910735,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> LUH,xgboost,0.95,10.0,10.0,residual_mean,0.911279069767442,0.838874142237396,0.948512894088262,1.0,0.9725581395348836,0.85,0.1341860465116278,1390.452043735057,2050.1670192220995,293.48894450724504,307.5342303735856,60.69688769705013,62.02979223185013,0.198758710182376,0.1220692345187313,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> LUH,xgboost,0.95,15.0,15.0,residual_mean,0.9409210526315788,0.8696105019912814,0.969803018126278,1.0,0.9952631578947368,0.8865789473684211,0.1086842105263157,1563.3567785143314,1989.8309353057791,289.05568962244956,301.4317388159154,59.93883544509328,61.10247257037821,0.2221148517330495,0.153937016350864,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> LUH,xgboost,0.95,20.0,20.0,residual_mean,0.9551515151515152,0.8797425989832043,0.9804914369959844,1.0,0.9987878787878788,0.9115151515151516,0.0872727272727272,1673.6422415973311,1960.821850928257,290.7127137400817,298.25655380426105,59.51224742659889,60.471474114215646,0.2177436582070248,0.1537379555558825,1.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> LUH,xgboost,0.95,5.0,,none,0.8177227722772277,0.7406940865628192,0.8714683224872526,1.0,0.9922,0.6466666666666667,0.3455333333333333,1480.6382855322945,3809.967754291533,312.78580332425497,323.5186434670054,57.00904066123584,61.25183437022633,-0.2955463384291785,-0.3267708163027372,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> LUH,xgboost,0.95,10.0,,none,0.8984375,0.8286996033198193,0.9375151626060956,1.0,0.9997916666666667,0.7970833333333333,0.2027083333333333,1849.5570038051333,2933.987419548846,313.58321939537166,322.54111598170965,56.87745325510403,61.06127636469746,-0.2831299314022568,-0.3236325815312755,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> LUH,xgboost,0.95,15.0,,none,0.9372527472527472,0.8718768589409052,0.9672076615793116,1.0,1.0,0.8758695652173912,0.1241304347826086,2087.370568593516,2562.0473099588503,320.100631859858,324.77524461047307,57.565824467258096,61.36140839199526,-0.3185830961885713,-0.3358334821769381,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> LUH,xgboost,0.95,20.0,,none,0.950813953488372,0.8871533571268665,0.9759225659250352,1.0,1.0,0.901627906976744,0.0983720930232558,2180.962567912408,2528.92233774896,322.83245462761187,322.9864767668636,57.87064014596685,61.192768713838056,-0.3263339810377716,-0.3291621887918339,1.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> MATR,xgboost,0.95,5.0,5.0,linear,0.879327731092437,0.8151907367142713,0.9197402944433564,1.0,0.89,0.8688333333333332,0.1013870056497174,7932.871369500172,20213.712914601972,347.80058001962766,842.0639804994316,43.91430231565984,51.02009813724642,-0.6667023332750258,-226.9262119654456,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> MATR,xgboost,0.95,10.0,10.0,linear,0.9144036697247706,0.8521403499275574,0.9484519230201977,1.0,0.9316666666666668,0.8974545454545455,0.0783198653198652,2622.4037147306512,8218.965643013677,294.54095948884753,445.514646196963,37.91182778928297,40.25802201753592,-0.1873724126769037,-68.06038725995198,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> MATR,xgboost,0.95,15.0,15.0,linear,0.936969696969697,0.876571003070115,0.9647239473530324,1.0,0.9595918367346938,0.9148,0.0613061224489795,2647.928803411337,3329.210423603692,283.27230102362626,304.1200783813553,36.88905287514139,38.087854103871265,-0.0775005353277447,-2.927533163942035,0.0,100
Linear target-adapted CP,Linear-adapted CP,SANDIA -> MATR,xgboost,0.95,20.0,20.0,linear,0.9575280898876404,0.8978714801488458,0.9793228362102508,1.0,0.9754545454545456,0.94,0.0563030303030302,2063.5830728302,2578.301231661901,286.4370462548296,296.8080919043975,36.6847902055771,37.69795837627437,-0.1026981426410504,-0.3842499492674949,1.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> MATR,xgboost,0.95,5.0,5.0,residual_mean,0.8436134453781513,0.7747104879611507,0.8910256632137584,1.0,0.8513559322033899,0.836,0.1032542372881355,1836.0071052126275,4016.02009499682,402.23989684777194,425.54736072859583,49.9190669269249,55.48780263539375,-1.39615214588473,-1.5058532320057676,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> MATR,xgboost,0.95,10.0,10.0,residual_mean,0.90651376146789,0.8425618686530499,0.9427877796603223,1.0,0.9001851851851852,0.9127272727272726,0.0667508417508417,2190.6225645176046,3346.486485368638,393.8224052656947,396.7372861320065,48.49670791726825,51.38096177019121,-1.3037572055494255,-1.275703764450133,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> MATR,xgboost,0.95,15.0,15.0,residual_mean,0.9248484848484848,0.8611710185262068,0.956787040068282,1.0,0.9148979591836734,0.9346,0.0595959183673469,2319.39983055597,3268.703610289393,389.1263368848656,389.6188544595188,48.277375025624266,50.258257866925945,-1.2156491744718594,-1.2228282055887008,0.0,100
Residual-mean target-adapted CP,Residual-adapted CP,SANDIA -> MATR,xgboost,0.95,20.0,20.0,residual_mean,0.9519101123595506,0.890286700597926,0.9761365657076452,1.0,0.9461363636363636,0.9575555555555556,0.0407626262626262,2563.4696942596156,3035.460936479414,384.563694109195,380.747426101636,48.10262889499651,48.776159445724154,-1.141847828039965,-1.149842267821309,1.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> MATR,xgboost,0.95,5.0,,none,0.8426612903225806,0.7761725224302615,0.8885570636048128,1.0,0.7301612903225806,0.9551612903225808,0.2256451612903225,3664.952350486371,6206.427031378942,1065.32468443241,1222.756369349775,82.89136814322798,87.38518841068073,-9.695977447390913,-14.019742698549477,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> MATR,xgboost,0.95,10.0,,none,0.9172268907563026,0.8589514887489961,0.9494075209314696,1.0,0.8576271186440678,0.9758333333333332,0.1182062146892654,4219.445255411731,5487.9640355354895,1066.8596580513977,1221.8572596805695,82.78813936158683,87.38488602190337,-9.64660565513092,-13.901726100509723,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> MATR,xgboost,0.95,15.0,,none,0.9405263157894737,0.8851558897650995,0.9671757175075844,1.0,0.893859649122807,0.9871929824561404,0.0933333333333333,4520.286657169924,5273.192745191235,1062.9110550168064,1222.177148246754,82.45525095065554,87.39152918491187,-9.42704183464356,-13.942823948631617,0.0,100
"Target-domain CP, no adapter",Target CP,SANDIA -> MATR,xgboost,0.95,20.0,,none,0.9483486238532112,0.8940796214349903,0.9720913854048768,1.0,0.9116666666666668,0.9843636363636364,0.0733367003367003,4664.962133181726,5239.955245246484,1056.93234027353,1219.3312700689253,82.11194132054965,87.21033663947148,-9.550509804611302,-14.231539882063869,1.0,100
