dataset,experiment,model,n_cycles,MAE_mean,MAE_std,MAE_ci95_lower,MAE_ci95_upper,SMAPE_mean,SMAPE_std,SMAPE_ci95_lower,SMAPE_ci95_upper,R2_mean,R2_std,R2_ci95_lower,R2_ci95_upper,n_seeds
hust,matr_to_hust,elastic_net,50,779.6596471119154,16.157451176789156,708.2662234233314,851.318090886838,70.67032640790111,2.9131439334751823,64.85991726565928,76.43872800627267,-8.559879907628524,0.6849670437245898,-12.38346829539718,-6.316065678777181,5
hust,matr_to_hust,pls,50,745.3432957790251,134.14737335377336,647.2583931359721,841.1319649970872,72.53883750467612,19.430591209373492,62.228651577511776,83.18312508929134,-9.228599933131335,3.4510689781198014,-13.913720970161645,-6.387424406317166,5
hust,matr_to_hust,random_forest,50,895.2369020325965,54.22442240258935,831.3945278552371,958.8492481349227,84.47824183065967,7.527591110070262,80.13436046748333,88.6053732026061,-10.795187562237244,1.2702486287443824,-15.06590492362933,-8.182876879001977,5
hust,matr_to_hust,xgboost,50,792.5717866928079,123.49541227017596,723.4861867180759,860.6019860938404,72.94268274032308,14.78550468366775,67.49965069282472,78.11263237034002,-8.814662005781221,2.5406386220607207,-12.3947347747884,-6.635551031583792,5
hust,matr_to_hust,catboost,50,925.2845940002231,67.02604467630829,860.5010488510776,992.0695476585943,89.13910314890134,9.128430353867728,84.40164033367378,93.62679011433524,-11.606401271395097,1.4378059974263029,-16.183540322119207,-8.861844861332532,5
hust,matr_to_hust,gaussian_process,50,782.0515515263644,8.698662775727335,720.6037295901244,843.1536109064893,69.09608057725247,1.0783858965050306,65.23119951937736,72.77102908555653,-8.140825326072157,0.18229532705372856,-11.519451146770757,-6.122782077783876,5
hust,matr_to_hust,stacking,50,910.7568718036613,114.16101657418378,847.7031526284576,974.4756380610161,87.31202114629176,15.446488907632727,83.20776255443262,91.28586993204912,-11.271105188591926,2.595590008620223,-15.733904255285603,-8.619257718321927,5
hust,matr_to_hust,elastic_net,100,828.4474395308787,14.540803125904901,734.5352356524884,918.2151400788065,79.20323128441156,0.570480766032838,69.5123257917772,88.51238732183162,-10.38910928882552,0.19911115982749183,-15.261825804386877,-7.4730719977909335,5
hust,matr_to_hust,pls,100,850.4391118565843,28.476186927687692,749.0075356347035,949.8691410938738,84.6725536467887,2.596941634990838,73.7422074502284,95.81166017168466,-11.444791989461006,0.6242565851007273,-16.825390464065077,-8.232881526239334,5
hust,matr_to_hust,random_forest,100,868.5905156957009,88.47629459696519,799.063913441802,936.5043226697451,81.38352948811239,10.678046143003534,76.16705418020987,86.35119584609413,-10.42663543838852,1.6737986449771385,-14.804394000355327,-7.813157237294483,5
hust,matr_to_hust,xgboost,100,859.1156012455183,64.36893817679253,789.0291951612684,928.3959157799488,79.83676841258657,8.306236008682967,74.57271153312384,84.91686941820265,-10.151570041493741,1.3235959529565913,-14.405073023397899,-7.62557443031383,5
