dataset,experiment,model,n_cycles,MAE_mean,MAE_std,SMAPE_mean,SMAPE_std,R2_mean,R2_std,n_seeds
matr,matr_to_matr,elastic_net,50,1.7217703203285254e+16,3.443540640656998e+16,39.37434123055799,2.6166728241344765,-1.9789952217878265e+29,3.957990443575653e+29,5
matr,matr_to_matr,pls,50,254.869206227922,70.08562602817226,35.7823385940565,7.770970353313682,0.08661130514586406,0.35883131389970657,5
matr,matr_to_matr,random_forest,50,199.23173197496735,46.85432568025543,27.227667907546003,5.501537714736694,0.39483192843586556,0.19068675144012273,5
matr,matr_to_matr,xgboost,50,219.36793823242186,72.86336548061634,29.297625053301072,8.856728385113517,0.26175937161430085,0.32804196714193,5
matr,matr_to_matr,catboost,50,202.24709784754657,43.97046851327599,27.49796195460011,5.8482041394487245,0.36656840969180465,0.19078405445256105,5
matr,matr_to_matr,gaussian_process,50,221.45858303598038,44.023710472814116,30.431219946518645,5.808157756953032,0.3068422953193316,0.15755777221382244,5
matr,matr_to_matr,elastic_net,100,221.26071497617568,45.407541970077354,31.851027006635917,5.176865377022503,0.3129895984869811,0.1861580291472248,5
matr,matr_to_matr,pls,100,222.41052678843667,40.5649868670197,32.443640041760645,3.773053300674774,0.30747171007528995,0.13982613532733107,5
matr,matr_to_matr,random_forest,100,193.15067829083551,43.43623226322828,27.080927274018016,4.5107328970084595,0.47852826425286044,0.15284036193113776,5
matr,matr_to_matr,xgboost,100,208.14015838623044,56.75020244538212,28.55603870219779,7.028207465843362,0.4088404019851156,0.21708465972212312,5
matr,matr_to_matr,catboost,100,186.15074111035906,48.718675560733736,25.668718535628244,5.4429742638306315,0.48019073497209774,0.1737294748671476,5
matr,matr_to_matr,gaussian_process,100,215.7699312832808,48.59593522663043,30.025425601314613,6.396725565274253,0.3376064904302247,0.154381425820325,5
hust,hust_to_hust,elastic_net,50,218.99594709792427,41.63810151201769,14.689150291057945,2.8963844738219784,0.04695929705467776,0.24036691398020665,5
hust,hust_to_hust,pls,50,212.10542178035362,58.10187932540486,14.091226056469973,3.7616290690477006,0.06663157087546649,0.40301411201766374,5
hust,hust_to_hust,random_forest,50,193.7025925325076,30.978589107392114,13.179070009278423,2.374638691483139,0.16488766636596658,0.24294149315834673,5
hust,hust_to_hust,xgboost,50,190.44486490885416,36.456784668313595,13.086360250221736,2.559464181698202,0.20409323239874233,0.29535420025692477,5
hust,hust_to_hust,catboost,50,194.86456657566222,23.539950269421965,13.244799980557634,1.8421482045130484,0.19414799133215807,0.21845377204409647,5
hust,hust_to_hust,gaussian_process,50,185.87533407345023,29.56343303289596,12.628356877828415,2.0516217081487396,0.26728539880340696,0.19178344607135256,5
hust,hust_to_hust,elastic_net,100,176.46520478228086,27.940235563528514,11.552862500805599,1.9804947272836315,0.2901485581316107,0.18971318517386518,5
hust,hust_to_hust,pls,100,188.35832471892257,23.19080346294114,12.50295981389724,1.8687001070887743,0.23709684893254415,0.1288953518040054,5
hust,hust_to_hust,random_forest,100,180.7161833534829,31.39361084901581,12.373003893882643,2.3763793837572655,0.33889482726558845,0.19500032464134368,5
hust,hust_to_hust,xgboost,100,174.11749674479165,27.37767745975582,11.919052849703117,2.308751054301026,0.3670217352304935,0.16897083726934356,5
hust,hust_to_hust,catboost,100,189.28939982593258,30.033614215459515,13.002878668492196,2.387366089190648,0.28403139558520174,0.19333343917092935,5
hust,hust_to_hust,gaussian_process,100,189.64985284345545,29.825183828734648,12.842704471260614,2.2988721080944132,0.26823391643084077,0.18227364648315447,5
