scenario,source,target,calibration_domain,model,n_cycles,seed,repeat,k_target,k_adapter,n_train,n_adapter,n_calibration,n_test,adapter_type,adapter_slope,adapter_intercept,confidence_level,alpha,quantile_rank,q_hat,finite_q,covered_count,coverage,coverage_gap,coverage_wilson95_lower,coverage_wilson95_upper,mean_width,median_width,winkler_mean,MAE,SMAPE,R2,n_short,coverage_short,n_mid,coverage_mid,n_long,coverage_long,n_short_life,coverage_short_life,coverage_short_life_wilson95_lower,coverage_short_life_wilson95_upper,n_long_life,coverage_long_life,coverage_long_life_wilson95_lower,coverage_long_life_wilson95_upper,short_long_coverage_gap,lifetime_split_threshold
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,9.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-606.3612132154144,0.95,0.050000000000000044,16,inf,False,93,0.9393939393939394,0.010606060606060508,0.8740321262351005,0.9719302025537786,1660.3176172468031,1660.3176172468034,2108.2284505038265,254.06528055589587,33.0418847185625,0.06925432638631113,33,1.0,33,1.0,33,0.8181818181818182,49,1.0,0.9273021807795038,1.0,50,0.88,0.7619518261679702,0.9438239984906772,0.12,793.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,10.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-540.5318119504914,0.9,0.09999999999999998,15,720.2467409629414,True,93,0.9393939393939394,0.039393939393939426,0.8740321262351005,0.9719302025537786,1440.4934819258804,1440.4934819258801,1717.882433579288,277.5386185187006,35.778678894174575,0.03385373860021024,33,1.0,33,1.0,33,0.8181818181818182,49,1.0,0.9273021807795038,1.0,50,0.88,0.7619518261679702,0.9438239984906772,0.12,694.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,10.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-540.5318119504914,0.95,0.050000000000000044,16,inf,False,93,0.9393939393939394,0.010606060606060508,0.8740321262351005,0.9719302025537786,1440.4934819258833,1440.4934819258829,1995.271385232696,277.53861851870073,35.77867889417458,0.03385373860020968,33,1.0,33,1.0,33,0.8181818181818182,49,1.0,0.9273021807795038,1.0,50,0.88,0.7619518261679702,0.9438239984906772,0.12,694.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,11.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-672.4697734408321,0.9,0.09999999999999998,15,611.9391811776279,True,90,0.9090909090909091,0.009090909090909038,0.8361858620987453,0.9514342371184868,1223.8783623552538,1223.8783623552536,1923.0638959288744,274.0244444972451,34.08967632231465,-0.08464134651213873,33,1.0,33,1.0,33,0.7272727272727273,49,1.0,0.9273021807795038,1.0,50,0.82,0.6920394632569922,0.9022980732976582,0.18000000000000005,779.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,11.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-672.4697734408321,0.95,0.050000000000000044,16,inf,False,90,0.9090909090909091,0.040909090909090895,0.8361858620987453,0.9514342371184868,1223.8783623552513,1223.8783623552513,2622.2494295025017,274.0244444972455,34.0896763223147,-0.08464134651214184,33,1.0,33,1.0,33,0.7272727272727273,49,1.0,0.9273021807795038,1.0,50,0.82,0.6920394632569922,0.9022980732976582,0.18000000000000005,779.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,12.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-550.5607078770778,0.9,0.09999999999999998,15,886.203052468628,True,96,0.9696969696969697,0.0696969696969697,0.9146631979389799,0.9896413604215459,1772.406104937261,1772.406104937261,1890.842259911673,264.4217887329776,33.930362390048536,0.0839614653478522,33,1.0,33,1.0,33,0.9090909090909091,49,1.0,0.9273021807795038,1.0,50,0.94,0.8378290831116182,0.979385029651026,0.06000000000000005,740.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,12.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-550.5607078770778,0.95,0.050000000000000044,16,inf,False,96,0.9696969696969697,0.01969696969696977,0.9146631979389799,0.9896413604215459,1772.4061049372579,1772.4061049372583,2009.2784148860858,264.4217887329775,33.930362390048536,0.08396146534785132,33,1.0,33,1.0,33,0.9090909090909091,49,1.0,0.9273021807795038,1.0,50,0.94,0.8378290831116182,0.979385029651026,0.06000000000000005,740.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,13.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-471.99567471042116,0.9,0.09999999999999998,15,1023.4949148583516,True,98,0.98989898989899,0.08989898989898992,0.9449846853541274,0.9982146927208301,2046.9898297167056,2046.9898297167056,2075.0134752828453,276.7254829028566,36.298484172248216,-0.007250006112270668,33,1.0,33,1.0,33,0.9696969696969697,49,1.0,0.9273021807795038,1.0,50,0.98,0.8950455641036219,0.9964607407283539,0.020000000000000018,713.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,13.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-471.99567471042116,0.95,0.050000000000000044,16,inf,False,98,0.98989898989899,0.03989898989898999,0.9449846853541274,0.9982146927208301,2046.9898297167033,2046.9898297167033,2103.0371208489837,276.725482902856,36.298484172248166,-0.007250006112269114,33,1.0,33,1.0,33,0.9696969696969697,49,1.0,0.9273021807795038,1.0,50,0.98,0.8950455641036219,0.9964607407283539,0.020000000000000018,713.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,14.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-528.0333844244873,0.9,0.09999999999999998,15,863.6757290160386,True,97,0.9797979797979798,0.07979797979797976,0.9293096883284993,0.9944422798892423,1727.3514580320743,1727.351458032075,1842.5900108937215,271.8895521350409,35.62201652887521,0.07496771886945297,33,1.0,33,1.0,33,0.9393939393939394,49,1.0,0.9273021807795038,1.0,50,0.96,0.8653990931249298,0.9889611156723801,0.040000000000000036,708.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,14.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-528.0333844244873,0.95,0.050000000000000044,16,inf,False,97,0.9797979797979798,0.029797979797979823,0.9293096883284993,0.9944422798892423,1727.3514580320718,1727.3514580320723,1957.828563755366,271.88955213504136,35.622016528875236,0.0749677188694523,33,1.0,33,1.0,33,0.9393939393939394,49,1.0,0.9273021807795038,1.0,50,0.96,0.8653990931249298,0.9889611156723801,0.040000000000000036,708.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,15.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-595.3562460553997,0.9,0.09999999999999998,15,857.7224525667971,True,95,0.9595959595959596,0.059595959595959536,0.9006797874974577,0.9841773610058524,1715.4449051335919,1715.4449051335919,1893.0941009808582,257.3762886485307,33.55850273068719,0.10395580427361861,33,1.0,33,1.0,33,0.8787878787878788,49,1.0,0.9273021807795038,1.0,50,0.92,0.8116175308165717,0.968450485911407,0.07999999999999996,740.0
cross_target_adapted_cp,hust,matr,matr,random_forest,100,456,15.0,15.0,15.0,53,15,15,99,residual_mean,1.0,-595.3562460553997,0.95,0.050000000000000044,16,inf,False,95,0.9595959595959596,0.009595959595959602,0.9006797874974577,0.9841773610058524,1715.4449051335919,1715.4449051335919,2070.743296828123,257.3762886485308,33.55850273068721,0.10395580427361939,33,1.0,33,1.0,33,0.8787878787878788,49,1.0,0.9273021807795038,1.0,50,0.92,0.8116175308165717,0.968450485911407,0.07999999999999996,740.0
