experiment,scenario,source,target,model,n_cycles,seed,train_cells,calibration_cells,test_cells,MAE,SMAPE,R2,y_mean_log,y_std_log,log_lower,log_upper,best_filters,best_learning_rate,best_epoch,epochs_run,best_val_loss,final_train_loss
luh_to_matr,naive_cross,luh,matr,pytorch_simple_transformer,100,1011,74,16,129,844.0565423248889,75.7414679281779,-5.250919534636704,6.0122599601745605,0.8932117819786072,4.094344615936279,7.38709020614624,64,0.001,20,28,0.07066889852285385,0.08675210922956467
luh_to_matr,naive_cross,luh,matr,pytorch_simple_transformer,100,123,74,16,129,748.0135876968758,70.7824832499873,-3.9463354299306603,5.986907005310059,0.9334043264389038,4.094344615936279,7.38709020614624,64,0.001,18,26,0.04456876218318939,0.09264292567968369
luh_to_matr,naive_cross,luh,matr,pytorch_simple_transformer,100,42,74,16,129,733.8441475325442,69.91871061498139,-3.8059950729515597,6.007865905761719,0.9053627848625183,4.127134323120117,7.38709020614624,32,0.003,7,15,0.0901440978050232,0.12393368780612946
luh_to_matr,naive_cross,luh,matr,pytorch_simple_transformer,100,456,74,16,129,846.534347907587,76.17827806952893,-5.262556925168733,5.982973098754883,0.909216582775116,4.094344615936279,7.38709020614624,64,0.001,35,40,0.0546172596514225,0.07084011286497116
luh_to_matr,naive_cross,luh,matr,pytorch_simple_transformer,100,789,74,16,129,495.92167228969697,54.803114984021526,-1.2919689788312643,6.005956172943115,0.9016876220703125,4.127134323120117,7.38709020614624,32,0.003,5,13,0.1338597685098648,0.10792642086744308
luh_to_sandia,naive_cross,luh,sandia,pytorch_simple_transformer,100,1011,74,16,50,786.794459807609,81.11795321188967,0.11840842181610112,6.0122599601745605,0.8932117819786072,4.094344615936279,7.38709020614624,64,0.001,20,28,0.07066889852285385,0.08675210922956467
luh_to_sandia,naive_cross,luh,sandia,pytorch_simple_transformer,100,123,74,16,50,694.4550762247777,77.97069143387925,0.22384624160531463,5.986907005310059,0.9334043264389038,4.094344615936279,7.38709020614624,64,0.001,18,26,0.04456876218318939,0.09264292567968369
luh_to_sandia,naive_cross,luh,sandia,pytorch_simple_transformer,100,42,74,16,50,579.5047845646089,68.68443922607183,0.2480675642513599,6.007865905761719,0.9053627848625183,4.127134323120117,7.38709020614624,32,0.003,7,15,0.0901440978050232,0.12393368780612946
luh_to_sandia,naive_cross,luh,sandia,pytorch_simple_transformer,100,456,74,16,50,902.8802102392242,91.34450176101883,-0.03970167373878497,5.982973098754883,0.909216582775116,4.094344615936279,7.38709020614624,64,0.001,35,40,0.0546172596514225,0.07084011286497116
luh_to_sandia,naive_cross,luh,sandia,pytorch_simple_transformer,100,789,74,16,50,500.57178054026485,59.22714236692135,0.30901540730855304,6.005956172943115,0.9016876220703125,4.127134323120117,7.38709020614624,32,0.003,5,13,0.1338597685098648,0.10792642086744308
matr_to_hust,naive_cross,matr,hust,pytorch_simple_transformer,100,1011,89,20,77,776.388233031738,68.39499416121112,-8.021708524606233,6.573174953460693,0.43848228454589844,5.509388446807861,7.633369445800781,32,0.003,6,14,0.7184268236160278,0.9833943843841553
matr_to_hust,naive_cross,matr,hust,pytorch_simple_transformer,100,123,89,20,77,915.83131049693,87.53748456306359,-11.127210188227302,6.538547992706299,0.4620335102081299,4.8903489112854,7.633369445800781,64,0.001,40,40,0.6709507703781128,0.6404058337211609
matr_to_hust,naive_cross,matr,hust,pytorch_simple_transformer,100,42,89,20,77,785.4123311107273,69.51167337756998,-8.206254511849062,6.567969799041748,0.44667568802833557,5.509388446807861,7.633369445800781,32,0.003,4,12,0.9793149828910828,0.9927587509155273
matr_to_hust,naive_cross,matr,hust,pytorch_simple_transformer,100,456,89,20,77,828.2971570665235,76.00414032793333,-9.151848317682553,6.5606160163879395,0.4517723619937897,5.509388446807861,7.633369445800781,64,0.001,2,10,0.8013262748718262,0.8872995972633362
matr_to_hust,naive_cross,matr,hust,pytorch_simple_transformer,100,789,89,20,77,777.5796957038181,68.58459625285283,-8.027514680787988,6.570230007171631,0.447017639875412,5.521461009979248,7.633369445800781,64,0.001,3,11,0.9886822700500488,0.9810617566108704
matr_to_luh,naive_cross,matr,luh,pytorch_simple_transformer,100,1011,89,20,106,375.7847892005173,69.00429309386219,-0.14057006415720874,6.573174953460693,0.43848228454589844,5.509388446807861,7.633369445800781,32,0.003,6,14,0.7184268236160278,0.9833943843841553
matr_to_luh,naive_cross,matr,luh,pytorch_simple_transformer,100,123,89,20,106,387.96644803473197,82.66612902128057,-0.6767033549935633,6.538547992706299,0.4620335102081299,4.8903489112854,7.633369445800781,64,0.001,40,40,0.6709507703781128,0.6404058337211609
matr_to_luh,naive_cross,matr,luh,pytorch_simple_transformer,100,42,89,20,106,368.043032195387,68.32374598464946,-0.10227283708173562,6.567969799041748,0.44667568802833557,5.509388446807861,7.633369445800781,32,0.003,4,12,0.9793149828910828,0.9927587509155273
matr_to_luh,naive_cross,matr,luh,pytorch_simple_transformer,100,456,89,20,106,342.3633358036607,67.59605378115603,-0.08043795156601385,6.5606160163879395,0.4517723619937897,5.509388446807861,7.633369445800781,64,0.001,2,10,0.8013262748718262,0.8872995972633362
matr_to_luh,naive_cross,matr,luh,pytorch_simple_transformer,100,789,89,20,106,336.15023980901464,65.28100491318801,0.057620309978644646,6.570230007171631,0.447017639875412,5.521461009979248,7.633369445800781,64,0.001,3,11,0.9886822700500488,0.9810617566108704
matr_to_sandia,naive_cross,matr,sandia,pytorch_simple_transformer,100,1011,89,20,50,809.6923800955223,105.76592019150664,-0.0016348924253863917,6.573174953460693,0.43848228454589844,5.509388446807861,7.633369445800781,32,0.003,6,14,0.7184268236160278,0.9833943843841553
matr_to_sandia,naive_cross,matr,sandia,pytorch_simple_transformer,100,123,89,20,50,560.2064005757161,66.26931132542205,-0.04983419300035141,6.538547992706299,0.4620335102081299,4.8903489112854,7.633369445800781,64,0.001,40,40,0.6709507703781128,0.6404058337211609
matr_to_sandia,naive_cross,matr,sandia,pytorch_simple_transformer,100,42,89,20,50,796.3351355298795,104.36133330205331,0.001881906495586616,6.567969799041748,0.44667568802833557,5.509388446807861,7.633369445800781,32,0.003,4,12,0.9793149828910828,0.9927587509155273
matr_to_sandia,naive_cross,matr,sandia,pytorch_simple_transformer,100,456,89,20,50,694.7637729201862,89.86238108889829,-0.05478978881447727,6.5606160163879395,0.4517723619937897,5.509388446807861,7.633369445800781,64,0.001,2,10,0.8013262748718262,0.8872995972633362
matr_to_sandia,naive_cross,matr,sandia,pytorch_simple_transformer,100,789,89,20,50,739.7989259514063,97.87018089083504,0.034658225392827036,6.570230007171631,0.447017639875412,5.521461009979248,7.633369445800781,64,0.001,3,11,0.9886822700500488,0.9810617566108704
sandia_to_hust,naive_cross,sandia,hust,pytorch_simple_transformer,100,1011,34,8,77,447.71841292868413,26.5735337959849,-3.5579860020025746,5.89173698425293,1.1798990964889526,3.891820192337036,8.143808364868164,32,0.003,8,16,0.043506134301424026,0.16746412217617035
sandia_to_hust,naive_cross,sandia,hust,pytorch_simple_transformer,100,123,34,8,77,943.426541300305,49.13971713820317,-12.188261509903851,5.980201721191406,1.1425416469573975,4.499809741973877,8.123854637145996,32,0.003,9,17,0.1394268274307251,0.3814454674720764
sandia_to_hust,naive_cross,sandia,hust,pytorch_simple_transformer,100,42,34,8,77,1824.6780895402464,76.77528399528278,-44.52935673147689,5.886687278747559,1.1171966791152954,3.891820192337036,8.143808364868164,32,0.003,10,18,0.15272074937820435,0.15741881728172302
sandia_to_hust,naive_cross,sandia,hust,pytorch_simple_transformer,100,456,34,8,77,1197.274105639951,58.416717710198874,-19.17164525951068,5.952302932739258,1.1849329471588135,3.891820192337036,8.143808364868164,64,0.001,28,36,0.07686412334442139,0.14113913476467133
sandia_to_hust,naive_cross,sandia,hust,pytorch_simple_transformer,100,789,34,8,77,1141.16520775315,56.495668828057546,-17.42664900649979,5.912139415740967,1.1042518615722656,3.891820192337036,8.123854637145996,32,0.003,12,20,0.09654216468334198,0.1473594605922699
sandia_to_luh,naive_cross,sandia,luh,pytorch_simple_transformer,100,1011,34,8,106,357.9620094786572,75.04018726699911,-0.4195724746412195,5.89173698425293,1.1798990964889526,3.891820192337036,8.143808364868164,32,0.003,8,16,0.043506134301424026,0.16746412217617035
sandia_to_luh,naive_cross,sandia,luh,pytorch_simple_transformer,100,123,34,8,106,965.7988102492291,71.69034640092838,-10.729106341395404,5.980201721191406,1.1425416469573975,4.499809741973877,8.123854637145996,32,0.003,9,17,0.1394268274307251,0.3814454674720764
sandia_to_luh,naive_cross,sandia,luh,pytorch_simple_transformer,100,42,34,8,106,393.88954659575455,85.74277464295376,-0.6902588076687366,5.886687278747559,1.1171966791152954,3.891820192337036,8.143808364868164,32,0.003,10,18,0.15272074937820435,0.15741881728172302
sandia_to_luh,naive_cross,sandia,luh,pytorch_simple_transformer,100,456,34,8,106,333.47750365015565,70.3118703574328,-0.19722102749129156,5.952302932739258,1.1849329471588135,3.891820192337036,8.143808364868164,64,0.001,28,36,0.07686412334442139,0.14113913476467133
sandia_to_luh,naive_cross,sandia,luh,pytorch_simple_transformer,100,789,34,8,106,344.86785961442496,74.07574118285332,-0.28225002043839487,5.912139415740967,1.1042518615722656,3.891820192337036,8.123854637145996,32,0.003,12,20,0.09654216468334198,0.1473594605922699
sandia_to_matr,naive_cross,sandia,matr,pytorch_simple_transformer,100,1011,34,8,129,941.9752467960858,79.80592831451357,-6.956235012084902,5.89173698425293,1.1798990964889526,3.891820192337036,8.143808364868164,32,0.003,8,16,0.043506134301424026,0.16746412217617035
sandia_to_matr,naive_cross,sandia,matr,pytorch_simple_transformer,100,123,34,8,129,1615.577459013096,104.98259754498093,-20.181517155387372,5.980201721191406,1.1425416469573975,4.499809741973877,8.123854637145996,32,0.003,9,17,0.1394268274307251,0.3814454674720764
sandia_to_matr,naive_cross,sandia,matr,pytorch_simple_transformer,100,42,34,8,129,2574.8494841360603,127.01565934474075,-51.52983488891503,5.886687278747559,1.1171966791152954,3.891820192337036,8.143808364868164,32,0.003,10,18,0.15272074937820435,0.15741881728172302
sandia_to_matr,naive_cross,sandia,matr,pytorch_simple_transformer,100,456,34,8,129,1873.2462725151026,112.65694081863377,-27.186489897899236,5.952302932739258,1.1849329471588135,3.891820192337036,8.143808364868164,64,0.001,28,36,0.07686412334442139,0.14113913476467133
sandia_to_matr,naive_cross,sandia,matr,pytorch_simple_transformer,100,789,34,8,129,1819.8534210873902,111.16955676766457,-25.659881261019837,5.912139415740967,1.1042518615722656,3.891820192337036,8.123854637145996,32,0.003,12,20,0.09654216468334198,0.1473594605922699
hust_to_hust,within_split,hust,hust,pytorch_simple_transformer,100,1011,53,12,12,219.53714467220593,15.596949035125595,0.179886928639983,7.291066646575928,0.1885673850774765,6.836259365081787,7.612831115722656,32,0.001,8,16,0.9161984324455261,0.921917736530304
