scenario,source,target,model,n_cycles,seed,confidence_level,clip,n_train,n_calibration,n_test,discriminator_auc,cal_weight_ess,cal_weight_ess_fraction,raw_cal_weight_ess,raw_cal_weight_ess_fraction,cal_weight_sum,cal_weight_min,cal_weight_median,cal_weight_max,target_weight_median,target_weight_max,target_mass_fraction_median,target_mass_fraction_max,finite_interval_fraction,n_infinite_intervals,q_hat_median,mean_width,median_width,median_finite_width,winkler_mean,MAE,SMAPE,R2,covered_count,coverage,coverage_wilson95_lower,coverage_wilson95_upper
unweighted_source_cp,matr,hust,random_forest,100,456,0.95,unweighted,89,20,77,,20.0,1.0,20.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.047619047619047616,1.0,0,331.75556486357993,663.5111297271596,663.5111297271599,663.5111297271599,24421.39025428645,923.0466942902856,88.21279475189966,-11.59030225626119,2,0.025974025974025976,0.007152159807893181,0.08984582779753131
importance_weighted_source_cp,matr,hust,random_forest,100,456,0.95,5,89,20,77,0.9844961240310077,20.000000000000004,1.0000000000000002,12.649420422605152,0.6324710211302575,4.000000000000001,0.2,0.2,0.2,5.0,5.0,0.5555555555555556,0.5555555555555556,0.0,77,inf,inf,inf,inf,inf,923.0466942902856,88.21279475189966,-11.59030225626119,77,1.0,0.9524815747175658,0.9999999999999999
importance_weighted_source_cp,matr,hust,random_forest,100,456,0.95,10,89,20,77,0.9844961240310077,20.000000000000004,1.0000000000000002,12.649420422605152,0.6324710211302575,2.0000000000000004,0.1,0.1,0.1,10.0,10.0,0.8333333333333334,0.8333333333333334,0.0,77,inf,inf,inf,inf,inf,923.0466942902856,88.21279475189966,-11.59030225626119,77,1.0,0.9524815747175658,0.9999999999999999
importance_weighted_source_cp,matr,hust,random_forest,100,456,0.95,20,89,20,77,0.9844961240310077,20.000000000000004,1.0000000000000002,12.649420422605152,0.6324710211302575,1.0000000000000002,0.05,0.05,0.05,20.0,20.0,0.9523809523809523,0.9523809523809523,0.0,77,inf,inf,inf,inf,inf,923.0466942902856,88.21279475189966,-11.59030225626119,77,1.0,0.9524815747175658,0.9999999999999999
importance_weighted_source_cp,matr,hust,random_forest,100,456,0.95,inf,89,20,77,0.9844961240310077,12.649420422605152,0.6324710211302575,12.649420422605152,0.6324710211302575,0.19088595428553076,0.0007820218559222175,0.007727309738582187,0.0267637506964989,200.33394034121932,4003.774742334714,0.9990480682227135,0.9999523257759915,0.0,77,inf,inf,inf,inf,inf,923.0466942902856,88.21279475189966,-11.59030225626119,77,1.0,0.9524815747175658,0.9999999999999999
unweighted_source_cp,matr,hust,catboost,100,789,0.9,unweighted,89,20,77,,20.0,1.0,20.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.047619047619047616,1.0,0,747.1278620366728,1494.2557240733456,1494.2557240733456,1494.2557240733456,4797.879570230738,823.140748576232,74.5736023236598,-9.144885342560064,30,0.38961038961038963,0.2884225290640652,0.5012893310632254
importance_weighted_source_cp,matr,hust,catboost,100,789,0.9,5,89,20,77,1.0,20.000000000000004,1.0000000000000002,10.542346929927104,0.5271173464963552,4.000000000000001,0.2,0.2,0.2,5.0,5.0,0.5555555555555556,0.5555555555555556,0.0,77,inf,inf,inf,inf,inf,823.140748576232,74.5736023236598,-9.144885342560064,77,1.0,0.9524815747175658,0.9999999999999999
importance_weighted_source_cp,matr,hust,catboost,100,789,0.9,10,89,20,77,1.0,20.000000000000004,1.0000000000000002,10.542346929927104,0.5271173464963552,2.0000000000000004,0.1,0.1,0.1,10.0,10.0,0.8333333333333334,0.8333333333333334,0.0,77,inf,inf,inf,inf,inf,823.140748576232,74.5736023236598,-9.144885342560064,77,1.0,0.9524815747175658,0.9999999999999999
importance_weighted_source_cp,matr,hust,catboost,100,789,0.9,20,89,20,77,1.0,19.998762140334282,0.9999381070167142,10.542346929927104,0.5271173464963552,1.0018081810857002,0.05,0.05,0.051808181085700046,20.0,20.0,0.9522989557638217,0.9522989557638217,0.0,77,inf,inf,inf,inf,inf,823.140748576232,74.5736023236598,-9.144885342560064,77,1.0,0.9524815747175658,0.9999999999999999
importance_weighted_source_cp,matr,hust,catboost,100,789,0.9,inf,89,20,77,1.0,10.542346929927104,0.5271173464963552,10.542346929927104,0.5271173464963552,0.24280603369314493,0.000998457293481732,0.008327015478023904,0.051808181085700046,197.29842786047664,4275.179139074093,0.9987708589801397,0.9999432088722913,0.0,77,inf,inf,inf,inf,inf,823.140748576232,74.5736023236598,-9.144885342560064,77,1.0,0.9524815747175658,0.9999999999999999
