scenario,source,target,model,n_cycles,confidence_level,clip,n_cycles_mean,n_cycles_std,confidence_level_mean,confidence_level_std,n_train_mean,n_train_std,n_calibration_mean,n_calibration_std,n_test_mean,n_test_std,discriminator_auc_mean,discriminator_auc_std,cal_weight_ess_mean,cal_weight_ess_std,cal_weight_ess_fraction_mean,cal_weight_ess_fraction_std,raw_cal_weight_ess_mean,raw_cal_weight_ess_std,raw_cal_weight_ess_fraction_mean,raw_cal_weight_ess_fraction_std,cal_weight_sum_mean,cal_weight_sum_std,cal_weight_min_mean,cal_weight_min_std,cal_weight_median_mean,cal_weight_median_std,cal_weight_max_mean,cal_weight_max_std,target_weight_median_mean,target_weight_median_std,target_weight_max_mean,target_weight_max_std,target_mass_fraction_median_mean,target_mass_fraction_median_std,target_mass_fraction_max_mean,target_mass_fraction_max_std,finite_interval_fraction_mean,finite_interval_fraction_std,n_infinite_intervals_mean,n_infinite_intervals_std,q_hat_median_mean,q_hat_median_std,mean_width_mean,mean_width_std,median_width_mean,median_width_std,median_finite_width_mean,median_finite_width_std,winkler_mean_mean,winkler_mean_std,MAE_mean,MAE_std,SMAPE_mean,SMAPE_std,R2_mean,R2_std,covered_count_mean,covered_count_std,coverage_mean,coverage_std,coverage_wilson95_lower_mean,coverage_wilson95_lower_std,coverage_wilson95_upper_mean,coverage_wilson95_upper_std
importance_weighted_source_cp,matr,hust,catboost,100,0.95,10,100.0,0.0,0.95,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,20.000000000000004,0.0,1.0000000000000002,0.0,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,2.0000000000000004,0.0,0.1,0.0,0.1,0.0,0.1,0.0,10.0,0.0,10.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,861.0411623434178,40.41587569250853,79.4773510612705,5.318555013673753,-9.995302115770333,0.9039888761844793,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,catboost,100,0.95,20,100.0,0.0,0.95,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,19.94428808789179,0.12388479761373317,0.9972144043945894,0.00619423988068671,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,1.006672234520018,0.013930786274428456,0.05,0.0,0.05,0.0,0.05596684787171744,0.012356305005268102,20.0,0.0,20.0,0.0,0.952078787492605,0.0006308237271295126,0.952078787492605,0.0006308237271295126,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,861.0411623434178,40.41587569250853,79.4773510612705,5.318555013673753,-9.995302115770333,0.9039888761844793,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,catboost,100,0.95,5,100.0,0.0,0.95,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,20.000000000000004,0.0,1.0000000000000002,0.0,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,4.000000000000001,0.0,0.2,0.0,0.2,0.0,0.2,0.0,5.0,0.0,5.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,861.0411623434178,40.41587569250853,79.4773510612705,5.318555013673753,-9.995302115770333,0.9039888761844793,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,catboost,100,0.95,inf,100.0,0.0,0.95,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,0.23405386312637838,0.05218564928654992,0.0015951691822330984,0.0009189740869030092,0.008646341702931375,0.0006518984735354325,0.043259118416952916,0.023633490489971185,194.46073619444763,4.203841884201612,4535.315138360236,742.8363812748902,0.9987962293089456,0.00027683670366503404,0.9999469063446458,1.5123839908022634e-05,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,861.0411623434178,40.41587569250853,79.4773510612705,5.318555013673753,-9.995302115770333,0.9039888761844793,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,random_forest,100,0.9,10,100.0,0.0,0.9,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,20.000000000000004,0.0,1.0000000000000002,0.0,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,2.0000000000000004,0.0,0.1,0.0,0.1,0.0,0.1,0.0,10.0,0.0,10.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,891.6771054879157,86.87794899705048,84.34781454124519,10.785206844999953,-10.92944121521668,1.7055223299800464,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,random_forest,100,0.9,20,100.0,0.0,0.9,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,19.94428808789179,0.12388479761373317,0.9972144043945894,0.00619423988068671,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,1.006672234520018,0.013930786274428456,0.05,0.0,0.05,0.0,0.05596684787171744,0.012356305005268102,20.0,0.0,20.0,0.0,0.952078787492605,0.0006308237271295126,0.952078787492605,0.0006308237271295126,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,891.6771054879157,86.87794899705048,84.34781454124519,10.785206844999953,-10.92944121521668,1.7055223299800464,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,random_forest,100,0.9,5,100.0,0.0,0.9,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,20.000000000000004,0.0,1.0000000000000002,0.0,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,4.000000000000001,0.0,0.2,0.0,0.2,0.0,0.2,0.0,5.0,0.0,5.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,891.6771054879157,86.87794899705048,84.34781454124519,10.785206844999953,-10.92944121521668,1.7055223299800464,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,random_forest,100,0.9,inf,100.0,0.0,0.9,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,0.23405386312637838,0.05218564928654992,0.0015951691822330984,0.0009189740869030092,0.008646341702931375,0.0006518984735354325,0.043259118416952916,0.023633490489971185,194.46073619444763,4.203841884201612,4535.315138360236,742.8363812748902,0.9987962293089456,0.00027683670366503404,0.9999469063446458,1.5123839908022634e-05,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,891.6771054879157,86.87794899705048,84.34781454124519,10.785206844999953,-10.92944121521668,1.7055223299800464,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,random_forest,100,0.95,10,100.0,0.0,0.95,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,20.000000000000004,0.0,1.0000000000000002,0.0,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,2.0000000000000004,0.0,0.1,0.0,0.1,0.0,0.1,0.0,10.0,0.0,10.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,891.6771054879157,86.87794899705048,84.34781454124519,10.785206844999953,-10.92944121521668,1.7055223299800464,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
importance_weighted_source_cp,matr,hust,random_forest,100,0.95,20,100.0,0.0,0.95,0.0,89.0,0.0,20.0,0.0,77.0,0.0,0.9936575052854122,0.008688391829413647,19.94428808789179,0.12388479761373317,0.9972144043945894,0.00619423988068671,11.814638213344498,2.9905829410326916,0.5907319106672249,0.1495291470516346,1.006672234520018,0.013930786274428456,0.05,0.0,0.05,0.0,0.05596684787171744,0.012356305005268102,20.0,0.0,20.0,0.0,0.952078787492605,0.0006308237271295126,0.952078787492605,0.0006308237271295126,0.0,0.0,77.0,0.0,inf,,inf,,inf,,inf,,inf,,891.6771054879157,86.87794899705048,84.34781454124519,10.785206844999953,-10.92944121521668,1.7055223299800464,77.0,0.0,1.0,0.0,0.9524815747175659,0.0,0.9999999999999998,0.0
