pair,dataset_a,dataset_b,feature,n_cycles,n_a,n_b,mean_log_life_a,mean_log_life_b,log_life_offset_b_minus_a,life_ratio_b_over_a,slope_a,slope_b,delta_slope_b_minus_a,delta_slope_ci95_low,delta_slope_ci95_high,delta_slope_boot_p,delta_slope_fdr_bh,slope_shift_significant,shift_class
matr_vs_hust,matr,hust,sample_entropy,100,129,77,6.553559330862445,7.288424936301443,0.7348656054389977,2.085201733901205,-0.04902733165046303,0.04768369358339345,0.09671102523385648,-0.00420737194655923,0.18112685649265925,0.08,0.17,False,slope_stable
matr_vs_hust,matr,hust,pos_neg_diff_ratio,100,129,77,6.553559330862445,7.288424936301443,0.7348656054389977,2.085201733901205,0.017960517401599936,0.030604636573005377,0.01264411917140544,-0.07311840313940689,0.1070704686331025,0.84,0.9866666666666667,False,slope_stable
matr_vs_hust,matr,hust,mad_Qdis,100,129,77,6.553559330862445,7.288424936301443,0.7348656054389977,2.085201733901205,-0.21074874161379806,-0.04717148988898318,0.16357725172481488,0.10746979446666903,0.4494401927077878,0.0033222591362126247,0.011295681063122924,True,slope_shifted
matr_vs_sandia,matr,sandia,Qdis_N,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.20063536612996608,0.9289951225133879,0.7283597563834219,0.5103547215515721,0.8657815361782415,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,delta_Qdis,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.18810265358468461,0.9168686855803525,0.7287660319956679,0.5216454448111247,0.8672023018385282,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,retention_ratio,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.18808774318633212,0.9214817976330976,0.7333940544467654,0.538712009333626,0.8942388099656897,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,slope_linear,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.1859363964743887,0.9683225399761751,0.7823861435017865,0.5871319599485813,0.9365468937006043,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,variance_Qdis,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.004606612695065115,-0.7774492432812838,-0.7728426305862187,-2.2538841505314844,38.663918253116805,0.28,0.3525925925925926,False,slope_stable
matr_vs_sandia,matr,sandia,range_Qdis,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.0021263780851655282,-0.9295731597913239,-0.9316995378764895,-1.3269203566655292,5.3782059968310065,0.32,0.37517241379310345,False,slope_stable
matr_vs_sandia,matr,sandia,max_drop,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.014416423942816888,-0.3896577821109844,-0.4040742060538013,-2.0678206958941234,4.16564148491016,0.19333333333333333,0.29878787878787877,False,slope_stable
matr_vs_sandia,matr,sandia,std_diff,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.013678450100554759,-0.45753252795759985,-0.4712109780581546,-1.28360704314992,8.20512795222628,0.31333333333333335,0.37517241379310345,False,slope_stable
matr_vs_sandia,matr,sandia,skewness_Qdis,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.011266282123979203,0.5396429464665152,0.528376664342536,0.2596639540703453,0.9270990225733946,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,slope_ratio,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.07896730520964813,-0.18348509087237014,-0.104517785662722,-0.4010488465606106,0.25594427878159876,0.56,0.6346666666666667,False,slope_stable
matr_vs_sandia,matr,sandia,Qdis_cycle10,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.06352737676901728,0.47421913910212554,0.4106917623331083,0.1058152443816515,0.8251184907729642,0.013333333333333334,0.023859649122807018,True,slope_shifted
matr_vs_sandia,matr,sandia,mean_diff,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.1881026535846789,0.9168686855803483,0.7287660319956694,0.4945814780326086,0.8748144980799661,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,poly2_a,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.05600907314209633,-0.16219904830688175,-0.21820812144897808,-0.3974894274488529,1.2871068636518528,0.6933333333333334,0.7143434343434344,False,slope_stable
matr_vs_sandia,matr,sandia,poly2_b,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.0035799366314801127,0.5940624160909542,0.5904824794594741,0.2772755499945869,1.244044574570799,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,poly2_c,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.0882884364234514,-0.30565369438104195,-0.39394213080449336,-1.8302537087923627,0.01502635929901272,0.06,0.09714285714285714,False,slope_stable
matr_vs_sandia,matr,sandia,exp_decay_k,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.18618394109581496,-0.9643088242238914,-0.7781248831280765,-0.9313207746086881,-0.5437065293672557,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,cycle_to_99pct,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.18293673224073473,0.8034680519202432,0.6205313196795085,0.35911766099305564,1.0068242190118057,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,cycle_to_98pct,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.16751054968216256,0.978605140839634,0.8110945911574714,0.6930834043877047,1.0201469412507431,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,cycle_to_95pct,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.14700840160323556,0.7844825532700408,0.6374741516668052,0.3820631891141252,0.9272374922770708,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,slope_first_quarter,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.037188591053921013,0.6046349499246204,0.5674463588706994,0.2345713545868343,0.9602046805654723,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,slope_last_quarter,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.23122041930034493,0.03297077129045723,-0.1982496480098877,-0.596702183535934,2.3651359929545457,0.6933333333333334,0.7143434343434344,False,slope_stable
matr_vs_sandia,matr,sandia,autocorr_lag1,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.02424317893836069,0.030335920111804453,0.006092741173443765,-0.27970663867234175,0.24535069032484072,0.9133333333333333,0.9133333333333333,False,slope_stable
matr_vs_sandia,matr,sandia,knee_cycle,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.14813949921370317,-0.4385542967481474,-0.2904147975344442,-0.5621205641922429,0.0012079717359485516,0.05333333333333334,0.09066666666666667,False,slope_stable
matr_vs_sandia,matr,sandia,n_capacity_jumps,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.02269560517010827,-0.35763240930128554,-0.3803280144713938,-1.696850746954634,-0.21844636789082642,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,accel_mean,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.21198659766355113,0.089487261643304,-0.12249933602024712,-5.146475800243136,-0.01657777679010788,0.013333333333333334,0.023859649122807018,True,slope_shifted
matr_vs_sandia,matr,sandia,accel_std,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.013882670719562937,-0.4186004055808702,-0.43248307630043314,-0.8960865361579424,6.251381439203325,0.23333333333333334,0.30512820512820515,False,slope_stable
matr_vs_sandia,matr,sandia,accel_max_abs,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.014710481870373495,-0.3852990508127521,-0.4000095326831256,-2.1356564464925216,4.805897479525196,0.20666666666666667,0.30512820512820515,False,slope_stable
matr_vs_sandia,matr,sandia,linearity_r2,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.18393830082567186,0.09962893814930668,0.28356723897497854,-0.7401602662773961,0.49112710197483705,0.5866666666666667,0.6434408602150538,False,slope_stable
matr_vs_sandia,matr,sandia,kurtosis_Qdis,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.0810409806260878,0.31193067949045483,0.23088969886436703,-0.11861133220008188,1.143611295105975,0.22,0.30512820512820515,False,slope_stable
matr_vs_sandia,matr,sandia,fft_top3_energy_ratio,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.12562582209530537,-0.5689922070526255,-0.44336638495732017,-0.9411275021018743,-0.16294668764308792,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,spectral_entropy,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.10819713750053232,0.5923553139188753,0.48415817641834297,0.1802640169147922,0.8970083626977533,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,sample_entropy,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.04902733165046303,0.7717644309417907,0.8207917625922537,0.40853883152417053,1.1511511313090996,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_sandia,matr,sandia,pos_neg_diff_ratio,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,0.017960517401599936,-0.15761700394056918,-0.1755775213421691,-0.5457043896919379,0.16840070120379078,0.23333333333333334,0.30512820512820515,False,slope_stable
matr_vs_sandia,matr,sandia,mad_Qdis,100,129,50,6.553559330862445,5.890386404328766,-0.6631729265336785,0.5152140021198353,-0.21074874161379806,-0.9502712997168371,-0.739522558103039,-0.9050181856172146,-0.4015826974604498,0.0033222591362126247,0.006644518272425249,True,slope_shifted
matr_vs_luh,matr,luh,Qdis_N,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.20063536612996608,0.7879275140017642,0.5872921478717981,0.4272336656398648,0.7392268395666195,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,delta_Qdis,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.18810265358468461,0.789996568428982,0.6018939148442974,0.46785376287324376,0.7694406093194023,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,retention_ratio,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.18808774318633212,0.7899587437776754,0.6018710005913432,0.4449930331582517,0.7619925809374511,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,slope_linear,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.1859363964743887,0.7779789919226572,0.5920425954482684,0.43820683347551337,0.7823199002868019,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,variance_Qdis,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,-0.004606612695065115,-0.665293622765347,-0.6606870100702819,-1.865084884200661,34.27554585786406,0.29333333333333333,0.35619047619047617,False,slope_stable
matr_vs_luh,matr,luh,range_Qdis,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.0021263780851655282,-0.789996568428982,-0.7921229465141476,-1.10803516519409,5.166136819496502,0.30666666666666664,0.35954022988505746,False,slope_stable
matr_vs_luh,matr,luh,max_drop,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.014416423942816888,-0.7965596830008511,-0.810976106943668,-1.1788339484713681,3.2578237862067017,0.15333333333333332,0.24825396825396823,False,slope_stable
matr_vs_luh,matr,luh,std_diff,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.013678450100554759,-0.6001422492479023,-0.6138206993484571,-1.0665042935773736,6.7701174174431635,0.18,0.255,False,slope_stable
matr_vs_luh,matr,luh,skewness_Qdis,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.011266282123979203,0.38203635981170775,0.37077007768772857,0.22419808353146525,0.6034340944514703,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,slope_ratio,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,-0.07896730520964813,-0.3750090513062189,-0.2960417460965708,-0.46895107327698365,-0.14333033676278767,0.006666666666666667,0.014166666666666668,True,slope_shifted
matr_vs_luh,matr,luh,Qdis_cycle10,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.06352737676901728,0.7475714241752294,0.684044047406212,0.5400261846402139,0.8625398685446068,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,mean_diff,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.1881026535846789,0.7899965684289793,0.6018939148443003,0.4531076922974244,0.8173526247913986,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,poly2_a,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.05600907314209633,-0.45190325578913504,-0.5079123289312314,-0.6341089241957163,0.6101206511537753,0.17333333333333334,0.255,False,slope_stable
matr_vs_luh,matr,luh,poly2_b,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.0035799366314801127,0.7319625870616735,0.7283826504301933,0.38246055844904564,0.9548531066110371,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,poly2_c,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.0882884364234514,-0.01920363179819249,-0.1074920682216439,-1.6267614220791884,0.09500130801961865,0.26666666666666666,0.3358024691358025,False,slope_stable
matr_vs_luh,matr,luh,exp_decay_k,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,-0.18618394109581496,-0.7727761378623049,-0.58659219676649,-0.7822080997082735,-0.4224420989219273,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,cycle_to_99pct,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.18293673224073473,0.7113884503850687,0.528451718144334,0.42095395161569144,0.6669834205281064,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,cycle_to_98pct,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.16751054968216256,0.7262838751736812,0.5587733254915186,0.44295483944714154,0.778399047068563,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,cycle_to_95pct,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.14700840160323556,0.7784530530466507,0.6314446514434151,0.5620160034960826,0.8473677945312965,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,slope_first_quarter,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.037188591053921013,0.7572201211244952,0.7200315300705742,0.5667048232251637,0.9109238024105781,0.0033222591362126247,0.008068343616516375,True,slope_shifted
matr_vs_luh,matr,luh,slope_last_quarter,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.23122041930034493,0.6757956472286377,0.4445752279282928,0.15138158335545257,0.7095523009979562,0.013333333333333334,0.02666666666666667,True,slope_shifted
matr_vs_luh,matr,luh,autocorr_lag1,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.02424317893836069,-0.11941131997046642,-0.14365449890882712,-0.31467485772261394,0.03381097197510493,0.15333333333333332,0.24825396825396823,False,slope_stable
matr_vs_luh,matr,luh,knee_cycle,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,-0.14813949921370317,-0.12974309880855736,0.018396400405145813,-0.2013954603781523,0.20405976776685872,0.92,0.9266666666666666,False,slope_stable
matr_vs_luh,matr,luh,n_capacity_jumps,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.02269560517010827,0.0,-0.02269560517010827,-0.14621774750541935,0.15576516795913808,0.7466666666666667,0.8189247311827957,False,slope_stable
matr_vs_luh,matr,luh,accel_mean,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.21198659766355113,-0.08886147460232563,-0.30084807226587673,-0.676864307080623,-0.060914732236311935,0.006666666666666667,0.014166666666666668,True,slope_shifted
matr_vs_luh,matr,luh,accel_std,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.013882670719562937,-0.5803109105922457,-0.5941935813118087,-1.0439740974113663,7.180397629282921,0.22,0.2876923076923077,False,slope_stable
matr_vs_luh,matr,luh,accel_max_abs,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.014710481870373495,-0.5535434002517203,-0.5682538821220938,-3.6542479382334023,4.663849198608053,0.22,0.2876923076923077,False,slope_stable
matr_vs_luh,matr,luh,linearity_r2,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,-0.18393830082567186,-0.17057907413775258,0.013359226687919279,-0.22072109939161622,0.17097072288061457,0.9266666666666666,0.9266666666666666,False,slope_stable
matr_vs_luh,matr,luh,kurtosis_Qdis,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,0.0810409806260878,0.29566197748500544,0.21462099685891764,-0.023609359218156458,0.4561480010093494,0.09333333333333334,0.17629629629629628,False,slope_stable
matr_vs_luh,matr,luh,fft_top3_energy_ratio,100,129,106,6.553559330862445,5.997489808787906,-0.5560695220745391,0.5734586064578459,-0.12562582209530537,-0.2689121754990168,-0.14328635340371143,-0.32107939127680024,0.052193992699593815,0.18,0.255,False,slope_stable
