source,target,direction,model,seed,n_target,pearson_log,spearman_cycle,r2_cycle,smape_cycle,additivity_rmse_log,sum_feature_contributions,decomposition_error
luh,hust,luh_to_hust,catboost,456,77,-0.2209350896417796,-0.18484268917461885,-4.931117305344973,48.59934539030524,1.0272436529705922e-15,-0.22093508964177916,4.440892098500626e-16
luh,sandia,luh_to_sandia,catboost,456,50,0.9081324290363608,0.746067957272596,0.2571270564113032,51.04147628654009,6.879800455918813e-16,0.9081324290363606,-2.220446049250313e-16
luh,matr,luh_to_matr,catboost,789,129,0.36408439976467927,0.16692360493075148,-0.19101163902814733,40.66560518024097,5.746484525742717e-16,0.36408439976467916,-1.1102230246251565e-16
luh,hust,luh_to_hust,catboost,789,77,-0.2567304860224606,-0.27243031502602894,-2.671231560282819,34.39182290832558,5.35591739097476e-16,-0.2567304860224612,-5.551115123125783e-16
luh,sandia,luh_to_sandia,catboost,789,50,0.8539978044200851,0.6452790325374663,0.3946480765143723,51.40353227253337,5.329070518200751e-16,0.8539978044200849,-2.220446049250313e-16
luh,matr,luh_to_matr,catboost,1011,129,0.34621818238549296,0.15682517322862363,0.0201285272571069,33.59901485546116,5.067922989332058e-16,0.34621818238549273,-2.220446049250313e-16
luh,hust,luh_to_hust,catboost,1011,77,-0.20384015321062526,-0.16987518653029202,-7.223544675956667,62.66499904582464,4.411960897378737e-16,-0.20384015321062515,1.1102230246251565e-16
luh,sandia,luh_to_sandia,catboost,1011,50,0.8513349334011104,0.6691799753225847,0.15868478943500186,52.33731382967052,6.993523870246153e-16,0.8513349334011102,-2.220446049250313e-16
luh,matr,luh_to_matr,random_forest,42,129,0.30031533363253854,0.06917451362796971,-1.9588463945881416,59.738178274074016,5.710723767610444e-15,0.3003153336325407,2.1649348980190553e-15
luh,hust,luh_to_hust,random_forest,42,77,-0.07335767740258478,-0.076616163648442,-0.3930626839745246,18.66242419191293,1.1346276999674417e-14,-0.0733576774026784,-9.361955655151633e-14
luh,sandia,luh_to_sandia,random_forest,42,50,0.8955573947307816,0.7673318447089118,0.5340030117849063,36.30714015761,5.670447116128361e-15,0.8955573947307864,4.884981308350689e-15
luh,matr,luh_to_matr,random_forest,123,129,0.30030720922010534,0.004655547762861152,-1.8410165070317501,58.97938688132962,4.227851934989438e-15,0.30030720922010873,3.3861802251067274e-15
luh,hust,luh_to_hust,random_forest,123,77,0.15136152331383873,0.05794662823086533,-0.5120834968055188,18.996653227289517,3.113152693446836e-15,0.15136152331383043,-8.298917109073045e-15
luh,sandia,luh_to_sandia,random_forest,123,50,0.8882129130212142,0.7579483247623024,0.46940735175455517,40.97244712401398,1.1083384869299449e-14,0.888212913021214,-2.220446049250313e-16
luh,matr,luh_to_matr,random_forest,456,129,0.30542520426487546,0.01987451938901223,-1.3403307332284395,54.91746766006903,3.710988040519875e-15,0.3054252042648779,2.4424906541753444e-15
luh,hust,luh_to_hust,random_forest,456,77,0.04405729827844883,0.024137092562581695,-0.7958873149871537,21.05191987302295,8.063788034988127e-15,0.04405729827847968,3.085032229677154e-14
luh,sandia,luh_to_sandia,random_forest,456,50,0.9048203659972085,0.756363462595457,0.4809672685697761,40.29832284976657,1.1996657182253788e-14,0.9048203659972213,1.27675647831893e-14
luh,matr,luh_to_matr,random_forest,789,129,0.24197255188765426,-0.18499014988160686,-1.3611899096341924,54.99760191011743,8.439416087625419e-15,0.24197255188765665,2.3869795029440866e-15
luh,hust,luh_to_hust,random_forest,789,77,-0.24786657960442757,-0.2285357467179318,-0.8119885644821796,21.721704530845095,1.70300968745678e-14,-0.247866579604475,-4.7434278727109813e-14
luh,sandia,luh_to_sandia,random_forest,789,50,0.8778308978542877,0.7438766697657649,0.46132159380517546,42.7831131122043,1.1905567078056862e-14,0.8778308978542968,9.103828801926284e-15
luh,matr,luh_to_matr,random_forest,1011,129,0.353208726439694,-0.1466494852570781,-0.8911273827208217,50.67512149746691,1.5345891417943986e-14,0.353208726439704,1.0047518372857667e-14
luh,hust,luh_to_hust,random_forest,1011,77,0.185845833725316,0.15677846350346175,-1.303973895498582,24.55375090812833,1.7840684063018623e-14,0.18584583372535202,3.602673714908633e-14
luh,sandia,luh_to_sandia,random_forest,1011,50,0.8831726195788268,0.7456357325146009,0.4309110918599891,44.52246468844568,9.377750994456955e-15,0.8831726195788375,1.0769163338864018e-14
