source,target,direction,direction_label,pair,feature,source_slope,target_slope,delta_slope_target_minus_source,delta_slope_fdr_bh,slope_shift_significant,conditional_shift_class,log_life_offset_target_minus_source,life_ratio_target_over_source,source_shap_model,mean_abs_shap_log_cycles_mean,mean_abs_shap_log_cycles_std,relative_importance_mean,relative_importance_std,rank_mean,rank_std,top5_rate,top10_rate,source_within_MAE,source_within_SMAPE,source_within_R2,n_seed_runs,abs_mean_shift_z,spearman_source,spearman_target,spearman_abs_delta,spearman_sign_agree,transfer_stability_score,stability_class,adapted_cross_R2_mean,relative_importance_pct,source_importance_rank_in_direction,is_top10_source_shap,is_top5_source_shap,is_slope_shifted
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,pos_neg_diff_ratio,0.0306046365730053,0.0,-0.0306046365730053,0.1172413793103448,False,slope_stable,-1.2909351275135368,0.2750134901264263,random_forest,0.0041753463586032,0.0033663758541944,0.0209135335397327,0.0166978866438946,14.0,8.306623862918075,0.2,0.4,177.97215881381192,12.156647262692422,0.3397522395445834,5,4.093282903677623,0.109797044929618,,,False,,scale_shift_fragile,-0.0701637064342096,2.09135335397327,11,False,False,False
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,skewness_Qdis,-0.0355956837841764,0.3820363598117077,0.4176320435958842,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0042327304665757,0.0028971516541174,0.0205991550782653,0.0135490337169115,12.6,6.985699678629192,0.0,0.6,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.3173803497550414,0.0195069371878206,0.2619814745381097,0.242474537350289,True,0.1811556788615993,weak_or_mixed,-0.0867949006432136,2.0599155078265303,12,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,accel_mean,-0.0331916247919166,-0.0888614746023256,-0.0556698498104089,0.7295833333333334,False,slope_stable,-1.2909351275135368,0.2750134901264263,random_forest,0.0035745319381291,0.0028645245291906,0.0185472196644166,0.0156277113101385,15.6,7.503332592921629,0.0,0.2,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.0928323901722432,-0.1700941827563339,-0.426433431506483,0.2563392487501491,True,0.2079055170990889,weak_or_mixed,-0.0414734799222172,1.8547219664416599,13,False,False,False
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,variance_Qdis,-0.0420390683773409,-0.6652176079475786,-0.6231785395702376,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0037204885263564,0.0017442881640871,0.0183984925819156,0.0076266756408104,11.8,3.0331501776206204,0.0,0.2,177.97215881381192,12.156647262692422,0.3397522395445834,5,0.8033208124403617,-0.1350500489674323,-0.9306869337011646,0.7956368847337323,True,0.3160242396523193,weak_or_mixed,0.1671704019426198,1.8398492581915602,14,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,autocorr_lag1,0.039637356138888,-0.1194113199704664,-0.1590486761093544,0.0839506172839506,False,slope_stable,-1.2909351275135368,0.2750134901264263,random_forest,0.0036195071508952,0.0029354498041915,0.0176349488317045,0.0139419587267158,14.8,6.906518659932803,0.0,0.4,177.97215881381192,12.156647262692422,0.3397522395445834,5,6.488072991505235,0.1545175516461132,-0.1108354094956417,0.265352961141755,False,-0.8826764805708776,scale_shift_fragile,-0.0668640629254931,1.7634948831704502,15,False,False,False
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,slope_last_quarter,0.0221257857566851,0.6757956472286377,0.6536698614719525,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0032057660838876,0.003131892391964,0.0160423743507722,0.0166663790477057,16.0,7.0,0.2,0.2,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.1267126210088756,-0.039473943648939,0.886552282708764,0.9260262263577028,False,-0.6320200063301828,relationship_unstable,-3.229830524041958,1.6042374350772202,16,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,fft_top3_energy_ratio,0.0209005871469319,-0.2689121754990168,-0.2898127626459488,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0028276214156273,0.0016502115347219,0.0136515183674955,0.0070689837687445,14.8,3.5637059362410923,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,0.4230563191965402,0.0380674461562861,-0.2626011734047838,0.30066861956107,False,-0.213792757660016,relationship_unstable,-0.0778420705277414,1.36515183674955,17,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,poly2_c,-0.0368318877331578,-0.0192036317981924,0.0176282559349653,0.9890909090909092,False,slope_stable,-1.2909351275135368,0.2750134901264263,random_forest,0.002611056382127,0.0013683215523426,0.0128147140406752,0.0060853454857967,15.0,3.391164991562634,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.4954810885633132,0.0132894295801123,-0.4658120196522139,0.4791014492323263,False,-0.4638728879006601,relationship_unstable,-0.0777958881971369,1.2814714040675201,18,False,False,False
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,knee_cycle,-0.0044156470507734,-0.1297430988085573,-0.1253274517577839,0.1964444444444444,False,slope_stable,-1.2909351275135368,0.2750134901264263,random_forest,0.0024628104863015,0.0013684328544727,0.0126374611534675,0.0077343030967359,17.6,6.107372593840988,0.0,0.2,177.97215881381192,12.156647262692422,0.3397522395445834,5,0.2215368167826858,-0.0850996023275905,-0.134676578013749,0.0495769756861584,True,0.4419809896395179,weak_or_mixed,-0.0703158745307586,1.26374611534675,19,False,False,False
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,accel_std,0.0532132796878479,-0.5803109105922457,-0.6335241902800937,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0023262816524064,0.0013279563198647,0.0118658521372891,0.0073962095563999,18.4,4.827007354458868,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,7.636168914232008,0.2524597275129945,-0.6255230283804217,0.8779827558934163,False,-1.1889913779467085,scale_shift_fragile,-0.1129084933144674,1.18658521372891,20,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,accel_max_abs,0.0153944746483592,-0.5535434002517203,-0.5689378749000796,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0018895996445369,0.0007787974045187,0.0092001818386698,0.0032187627325731,18.8,2.16794833886788,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,5.375675893114188,0.0429047459441015,-0.600241329900985,0.6431460758450865,False,-1.0715730379225432,scale_shift_fragile,-0.0511667948457162,0.92001818386698,21,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,mad_Qdis,-0.0471714898889831,-0.7539096446846002,-0.706738154795617,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0014966509977181,0.0008547427718709,0.0074228599580379,0.0044939833714623,20.8,2.2803508501982757,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.5106125873638117,-0.1264007466294364,-0.9215476349682634,0.7951468883388271,True,0.6243478014315303,weak_or_mixed,0.3742565668527578,0.7422859958037901,22,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,poly2_b,0.0382423421845501,0.7319625870616735,0.6937202448771234,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.001205439465774,0.0014083850863677,0.0056758963713799,0.0061943605393865,24.8,6.610597552415364,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,2.5572791379906477,0.0499503782437456,0.858932858423337,0.8089824801795913,True,0.1141396740697188,weak_or_mixed,0.2011113924290558,0.5675896371379899,23,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,exp_decay_k,-0.0419333243706314,-0.7727761378623049,-0.7308428134916735,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0010420356462693,0.0006190158463723,0.0049965602398091,0.0025986431886452,23.0,4.183300132670378,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.68550153246269,-0.1216160261871407,-0.9303141067407266,0.8086980805535858,True,0.7890705446218989,weak_or_mixed,0.4731224073840475,0.49965602398091,24,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,std_diff,0.0631523192371853,-0.6001422492479023,-0.6632945684850876,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0009340115905573,0.0003055839869682,0.0046256896727002,0.0013655980439033,23.8,1.4832396974191324,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.1864726033956,0.2611353195237503,-0.6855985510326347,0.946733870556385,False,-0.6513378257875325,relationship_unstable,-0.6830222420371698,0.46256896727002,25,False,False,True
hust,luh,hust_to_luh,HUST -> Luh/KIT,hust_vs_luh,delta_Qdis,0.0424059838070416,0.789996568428982,0.7475905846219404,0.0047065337763012,True,slope_shifted,-1.2909351275135368,0.2750134901264263,random_forest,0.0008375207331706,0.0004593887666121,0.0041321178816319,0.0022675662367804,25.8,2.9495762407505253,0.0,0.0,177.97215881381192,12.156647262692422,0.3397522395445834,5,1.9287925110894848,0.0788295837704586,0.9238853607742537,0.845055777003795,True,0.5786565269504709,weak_or_mixed,0.3952516460578955,0.41321178816319,26,False,False,True
