source,target,direction,feature,n_cycles,abs_mean_shift_z,abs_mean_shift_z_raw_table,spearman_source,spearman_target,spearman_abs_delta,spearman_sign_agree,within_R2_mean,within_MAE_mean,raw_cross_R2_mean,raw_cross_MAE_mean,adapted_cross_R2_mean,adapted_cross_MAE_mean,adapted_cross_SMAPE_mean,adapted_residual_shift_mean,n_within_runs,n_cross_raw_runs,n_cross_adapted_runs,transfer_stability_score,stability_class
hust,luh,hust_to_luh,range_Qdis,100,1.6530834811113286,1.870430470381742,0.13098829452603306,-0.9238853607742535,1.0548736553002867,False,-0.03511566820518928,230.0960785211003,-8.373423931815484,1052.1362665983847,-1.2852883608579517,435.2647594994555,80.1903412515044,-1054.7053250268361,5,5,100,-0.7479625221666992,relationship_unstable
hust,luh,hust_to_luh,autocorr_lag1,100,6.488072991505235,6.488072991505235,0.15451755164611325,-0.11083540949564176,0.265352961141755,False,-0.05072700606322826,228.21162790151007,-8.676748589451453,1192.211038219571,-0.06686406292549318,343.5948343179262,66.67952685743975,-1188.5756724815444,5,5,100,-0.8826764805708776,scale_shift_fragile
hust,luh,hust_to_luh,accel_max_abs,100,5.375675893114188,2.1689227950199657,0.04290474594410154,-0.600241329900985,0.6431460758450865,False,-0.026988051742432396,229.4655479112855,-4.932630072540306,909.5134633011066,-0.05116679484571628,345.31748985761647,67.10627885545443,-891.1620130689166,5,5,100,-1.0715730379225432,scale_shift_fragile
hust,luh,hust_to_luh,accel_std,100,7.636168914232008,5.715287589178647,0.25245972751299456,-0.6255230283804217,0.8779827558934163,False,-0.04925708023233677,248.90133128073995,-2.2616030258745607,649.9656962398142,-0.1129084933144674,350.942470886563,67.82379442796821,-613.0349329637052,5,5,100,-1.1889913779467083,scale_shift_fragile
hust,luh,hust_to_luh,cycle_to_95pct,100,1.2468037663166378,1.2468037663166378,,0.8901398156987894,,False,-0.026925705745010787,229.43052633076172,-4.941056459685158,910.2523749404205,-0.06815234119572185,343.83340697674424,66.79766174420361,-911.0727486690294,5,5,100,,relationship_unstable
hust,luh,hust_to_luh,n_capacity_jumps,100,0.0,0.0,,,,False,-0.026925705745010787,229.43052633076172,-4.941056459685158,910.2523749404205,-0.05782301215235669,342.5881627906976,66.54726544691404,-907.5377486690294,5,5,100,,relationship_unstable
hust,luh,hust_to_luh,pos_neg_diff_ratio,100,4.093282903677623,4.093282903677623,0.10979704492961807,,,False,-0.08995049597280173,239.62098178215928,-4.109010825959503,834.8787381483431,-0.0701637064342096,344.7236395348837,66.96451769410096,-831.3542806265615,5,5,100,,scale_shift_fragile
hust,matr,hust_to_matr,Qdis_N,100,0.09437274438268264,8.208490470643092,0.10435685602028864,0.08329420052175951,0.021062655498529134,True,-0.09227293750827219,239.1960363093846,-3.6390169702125568,726.0186100388437,0.006618398258801469,270.5121457409161,34.91491675155113,-693.499987469882,5,5,100,0.48854955711093595,weak_or_mixed
hust,matr,hust_to_matr,cycle_to_98pct,100,0.11519321621027859,0.11519321621027859,0.19611742409967373,0.20898685857050125,0.012869434470827529,True,-0.01673483299878851,228.9432901121937,-3.5765792835909194,716.9110173660167,-0.051171418644923534,284.19922574944377,37.91583878131747,-673.8630494411296,5,5,100,0.4762863003330444,weak_or_mixed
hust,matr,hust_to_matr,slope_linear,100,0.19480822613267929,0.2538728132062484,0.12161602618714076,0.10601359586525631,0.01560243032188445,True,-0.11687843851747584,242.7386398649497,-3.7507097156090916,735.8598010233158,-0.0048411508622452516,271.4555595803686,35.215400833951676,-718.5338380923611,5,5,100,0.4629775509191559,weak_or_mixed
hust,matr,hust_to_matr,exp_decay_k,100,0.19433510010744115,0.19433510010744115,-0.12161602618714076,-0.10570612373339304,0.015909902453747723,True,-0.11120115222005855,242.09742822072772,-3.7566789176341047,736.430343806548,-0.015631452236031816,273.90384206111975,35.43471685939673,-711.864463308716,5,5,100,0.46289478375701,weak_or_mixed
hust,matr,hust_to_matr,slope_ratio,100,0.22991622536821346,0.22991622536821346,-0.3576578530615989,-0.2714587596184837,0.08619909344311522,True,-0.006370266626345633,227.80411157403552,-4.820439929391706,789.0707025611854,-0.47944590401792986,307.1063305198976,40.427299081790544,-758.9466326888677,5,5,100,0.4224130194732104,weak_or_mixed
hust,matr,hust_to_matr,autocorr_lag1,100,0.6862570928621154,0.6862570928621154,0.15451755164611325,0.07220004696389302,0.08231750468222022,True,-0.05072700606322826,228.21162790151007,-4.284998785986696,776.2378005952246,-0.12959159997745362,287.29779575739445,36.95427837284078,-749.8274514326499,5,5,100,0.35590268372957257,weak_or_mixed
