experiment,feature,n_cycles,source,target,seed,repeat,k_target,residual_shift,MAE,SMAPE,R2
cross_univariate_residual_mean,max_drop,100,matr,hust,789,5.0,20,727.6776750531037,220.1122751717094,14.852140472933845,-0.06365781203245069
cross_univariate_residual_mean,max_drop,100,matr,hust,789,6.0,20,826.1276408509236,220.94296998129934,15.162282837101259,-0.06739515196704171
cross_univariate_residual_mean,max_drop,100,matr,hust,789,7.0,20,871.9277325305926,240.88332187345034,16.680337090602183,-0.2295370024736081
cross_univariate_residual_mean,max_drop,100,matr,hust,789,8.0,20,715.477719896907,221.21050804008308,14.85596282538858,-0.10114612314841542
cross_univariate_residual_mean,max_drop,100,matr,hust,789,9.0,20,843.6276668777522,216.93593800933044,15.08574103427712,-0.122597741491002
cross_univariate_residual_mean,max_drop,100,matr,hust,789,10.0,20,757.8277396492557,222.8464709456355,15.06718599669166,-0.008476029886101966
cross_univariate_residual_mean,max_drop,100,matr,hust,789,11.0,20,714.6776612796932,213.83510526936826,14.440226828907193,-0.11385741171489627
cross_univariate_residual_mean,max_drop,100,matr,hust,789,12.0,20,857.9277027898073,258.43418506762123,17.817768661268996,-0.14879001575229744
cross_univariate_residual_mean,max_drop,100,matr,hust,789,13.0,20,835.0776792138822,254.94383951900465,17.545615803888527,-0.07266936422431258
cross_univariate_residual_mean,max_drop,100,matr,hust,789,14.0,20,805.1776894490348,219.25437196007937,15.05826601118796,-0.021503828069757924
cross_univariate_residual_mean,max_drop,100,matr,hust,789,15.0,20,778.3776666433739,211.128050904272,14.369097961280145,-0.00015246586089112668
cross_univariate_residual_mean,max_drop,100,matr,hust,789,16.0,20,664.5276516327049,256.69913511478507,17.22485870296856,-0.3195551340379521
cross_univariate_residual_mean,max_drop,100,matr,hust,789,17.0,20,796.3776744943095,223.78420014490882,15.287110979553029,-0.010352778694789455
cross_univariate_residual_mean,max_drop,100,matr,hust,789,18.0,20,661.9277431446642,245.85347668310558,16.3572277289999,-0.35621899064255014
cross_univariate_residual_mean,max_drop,100,matr,hust,789,19.0,20,843.8277348543348,256.034206789333,17.55252040287302,-0.10196049962953424
within_univariate,std_diff,100,matr,matr,789,,0,,239.19795710793105,36.25713906734761,-0.00010750199068509936
cross_univariate_raw,std_diff,100,matr,hust,789,,0,,776.0353583442524,68.3505958295653,-8.015396832822661
cross_univariate_residual_mean,std_diff,100,matr,hust,789,0.0,20,686.4769803357013,248.07004907012978,16.64113450048311,-0.20172476381755566
cross_univariate_residual_mean,std_diff,100,matr,hust,789,1.0,20,627.5270302351919,278.9165030049948,18.79674496666703,-0.5618974319386496
cross_univariate_residual_mean,std_diff,100,matr,hust,789,2.0,20,815.8769194437604,225.39994442809717,15.567833163740637,-0.040002714664706174
cross_univariate_residual_mean,std_diff,100,matr,hust,789,3.0,20,820.1768312903317,240.45779668398242,16.455653806815853,-0.04435874026772413
