dataset,cell_id,source_key,param_id,cfg_file,n_eocv2_files,n_log_age_files,best_log_age_resolution_s,age_temp,age_chg_rate,age_dischg_rate,age_soc_min,age_soc_max,age_dod,cfg_columns,metadata_status,filter_reason,active_for_features,parse_status,selected_eocv2_file,selected_log_age_file,alignment_method,n_eocv2_points,n_log_age_points,n_aligned_eocv2_points,n_interpolated_cycles,cap_timestamp_min,cap_timestamp_max,efc_timestamp_min,efc_timestamp_max,efc_max,aligned_efc_max,log_age_has_capacity,q0,last_cycle,last_qdis,min_qdis,max_qdis,raw_eocv2_min_efc,raw_eocv2_max_efc,cycle_life_0p9,cycle_life_0p85,cycle_life_0p8,cycle_life,is_censored
luh,luh_P049_2_S11_C09,P049_2_S11_C09,49,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P049_2_S11_C09.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P049_2_S11_C09.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P049_2_S11_C09.csv,log_age_capacity,4698,1292567,23,1564,1665615221.0,1704339336.0,5700.0,38782680.0,1564.4662,1564.0741,1,2.9516821977436263,1564,2.52810663232612,2.52810663232612,2.9573,1.1136,1564.0741,594.0,,,,1
luh,luh_P049_3_S15_C02,P049_3_S15_C02,49,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P049_3_S15_C02.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P049_3_S15_C02.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P049_3_S15_C02.csv,log_age_capacity,4822,1292567,23,1571,1665615210.0,1704339008.0,5700.0,38782680.0,1571.9327,1571.547,1,2.9476403046986954,1571,2.485458748553963,2.485458748553963,2.9537,1.1135,1571.547,488.0,1380.0,,1380.0,0
luh,luh_P050_1_S10_C09,P050_1_S10_C09,50,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P050_1_S10_C09.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P050_1_S10_C09.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P050_1_S10_C09.csv,log_age_capacity,7021,1292566,23,2228,1665613395.0,1704338501.0,5700.0,38782650.0,2229.0489,2228.67,1,2.9511528330440875,2228,2.4543431419480473,2.4543431419480473,2.9558,1.1123,2228.67,576.0,1615.0,,1615.0,0
luh,luh_P050_2_S11_C07,P050_2_S11_C07,50,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P050_2_S11_C07.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P050_2_S11_C07.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P050_2_S11_C07.csv,log_age_capacity,7034,1292567,23,2222,1665613381.0,1704338443.0,5700.0,38782680.0,2223.3644,2222.9877,1,2.9458701637653864,2222,2.4424750852251393,2.4424750852251393,2.951,1.1113,2222.9877,558.0,1575.0,,1575.0,0
luh,luh_P050_3_S12_C07,P050_3_S12_C07,50,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P050_3_S12_C07.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P050_3_S12_C07.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P050_3_S12_C07.csv,log_age_capacity,7013,1292567,23,2224,1665613353.0,1704338409.0,5700.0,38782680.0,2225.3072,2224.931,1,2.9400105793279323,2224,2.4371760606950743,2.4371760606950743,2.9448,1.1072,2224.931,552.0,1555.0,,1555.0,0
luh,luh_P051_1_S10_C08,P051_1_S10_C08,51,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P051_1_S10_C08.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P051_1_S10_C08.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P051_1_S10_C08.csv,log_age_capacity,8568,932722,16,2362,1665613329.0,1693384885.0,5700.0,27987330.0,2511.3639,2362.1763,1,2.9435527698216992,2362,2.0820157504860903,2.0820157504860903,2.9476,1.1093,2362.1763,547.0,1234.0,1770.0,1234.0,0
luh,luh_P051_2_S11_C05,P051_2_S11_C05,51,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P051_2_S11_C05.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P051_2_S11_C05.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P051_2_S11_C05.csv,log_age_capacity,12498,1292567,23,3394,1665613249.0,1704336141.0,5700.0,38782680.0,3394.5743,3394.3155,1,2.9298807971334035,3394,1.5992663713245046,1.5992663713245046,2.9332,1.1007,3394.3155,671.0,1318.0,2127.0,1318.0,0
luh,luh_P051_3_S12_C05,P051_3_S12_C05,51,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P051_3_S12_C05.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P051_3_S12_C05.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P051_3_S12_C05.csv,log_age_capacity,12226,1292567,23,3431,1665613341.0,1704338121.0,5700.0,38782680.0,3431.6958,3431.4224,1,2.93619537592593,3431,1.6863867225339948,1.6863867225339948,2.9399,1.1064,3431.4224,551.0,1238.0,2247.0,1238.0,0
luh,luh_P053_1_S15_C08,P053_1_S15_C08,53,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P053_1_S15_C08.csv,1,1,30.0,40.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P053_1_S15_C08.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P053_1_S15_C08.csv,log_age_capacity,2437,809296,14,906,1665615240.0,1689759096.0,5700.0,24284550.0,979.9201,906.3103,1,2.9391475892012684,906,2.097927084748858,2.097927084748858,2.9546,1.1148,906.3103,109.0,323.0,628.0,323.0,0
luh,luh_P053_2_S16_C08,P053_2_S16_C08,53,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P053_2_S16_C08.csv,1,1,30.0,40.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P053_2_S16_C08.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P053_2_S16_C08.csv,log_age_capacity,2459,809252,14,904,1665615201.0,1689755123.0,5700.0,24283230.0,976.2751,904.5697,1,2.937929096617431,904,2.139823831288415,2.139823831288415,2.9532,1.1133,904.5697,112.0,332.0,581.0,332.0,0
luh,luh_P053_3_S19_C07,P053_3_S19_C07,53,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P053_3_S19_C07.csv,1,1,30.0,40.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P053_3_S19_C07.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P053_3_S19_C07.csv,log_age_capacity,2900,929348,16,1065,1665615093.0,1692712448.0,5700.0,27886110.0,1105.6949,1065.0406,1,2.9304488713504333,1065,1.777803563937801,1.777803563937801,2.944,1.1077,1065.0406,131.0,377.0,628.0,377.0,0
luh,luh_P054_1_S16_C06,P054_1_S16_C06,54,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P054_1_S16_C06.csv,1,1,30.0,40.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P054_1_S16_C06.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P054_1_S16_C06.csv,log_age_capacity,3382,809210,14,1251,1665613389.0,1688764113.0,5700.0,24281970.0,1285.86,1251.9389,1,2.9386275166601266,1251,1.779751326409812,1.779751326409812,2.952,1.1129,1251.9389,117.0,359.0,715.0,359.0,0
luh,luh_P054_2_S17_C06,P054_2_S17_C06,54,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P054_2_S17_C06.csv,1,1,30.0,40.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P054_2_S17_C06.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P054_2_S17_C06.csv,log_age_capacity,4174,932659,16,1467,1665613357.0,1693387318.0,5700.0,27985440.0,1542.2169,1467.4568,1,2.9371441199659403,1467,1.8103215831370207,1.8103215831370207,2.9497,1.1096,1467.4568,121.0,376.0,731.0,376.0,0
luh,luh_P054_3_S19_C05,P054_3_S19_C05,54,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P054_3_S19_C05.csv,1,1,30.0,40.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P054_3_S19_C05.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P054_3_S19_C05.csv,log_age_capacity,4270,932713,16,1525,1665613371.0,1693380336.0,5700.0,27987060.0,1619.3607,1525.3166,1,2.9449779364163478,1525,1.894387884412447,1.894387884412447,2.9578,1.1134,1525.3166,129.0,384.0,764.0,384.0,0
luh,luh_P055_1_S15_C05,P055_1_S15_C05,55,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P055_1_S15_C05.csv,1,1,30.0,40.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P055_1_S15_C05.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P055_1_S15_C05.csv,log_age_capacity,2505,362048,7,940,1665613323.0,1676371535.0,5700.0,10867110.0,986.93,940.6913,1,2.9279914937459477,940,2.0461255469918087,2.0461255469918087,2.9391,1.1067,940.6913,127.0,354.0,635.0,354.0,0
luh,luh_P055_2_S16_C04,P055_2_S16_C04,55,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P055_2_S16_C04.csv,1,1,30.0,40.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P055_2_S16_C04.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P055_2_S16_C04.csv,log_age_capacity,2831,386039,7,953,1665613341.0,1677055142.0,5700.0,11586840.0,1115.7016,953.7246,1,2.9388239089653467,953,2.222430034283647,2.222430034283647,2.9502,1.109,953.7246,126.0,350.0,673.0,350.0,0
luh,luh_P055_3_S17_C04,P055_3_S17_C04,55,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P055_3_S17_C04.csv,1,1,30.0,40.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P055_3_S17_C04.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P055_3_S17_C04.csv,log_age_capacity,3109,511525,9,1196,1665613333.0,1680730889.0,5700.0,15351420.0,1197.5134,1196.9915,1,2.932340167868689,1196,1.4710675299544131,1.4710675299544131,2.9435,1.1078,1196.9915,128.0,351.0,655.0,351.0,0
luh,luh_P057_1_S17_C08,P057_1_S17_C08,57,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P057_1_S17_C08.csv,1,1,30.0,40.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P057_1_S17_C08.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P057_1_S17_C08.csv,log_age_capacity,2152,688827,12,753,1665615131.0,1686125290.0,5700.0,20670480.0,822.3737,753.7215,1,2.940431762615276,753,2.210689328556361,2.210689328556361,2.9488,1.1111,753.7215,270.0,555.0,666.0,555.0,0
