dataset,cell_id,source_key,param_id,cfg_file,n_eocv2_files,n_log_age_files,best_log_age_resolution_s,age_temp,age_chg_rate,age_dischg_rate,age_soc_min,age_soc_max,age_dod,cfg_columns,metadata_status,filter_reason,active_for_features,parse_status,selected_eocv2_file,selected_log_age_file,alignment_method,n_eocv2_points,n_log_age_points,n_aligned_eocv2_points,n_interpolated_cycles,cap_timestamp_min,cap_timestamp_max,efc_timestamp_min,efc_timestamp_max,efc_max,aligned_efc_max,log_age_has_capacity,q0,last_cycle,last_qdis,min_qdis,max_qdis,raw_eocv2_min_efc,raw_eocv2_max_efc,cycle_life_0p9,cycle_life_0p85,cycle_life_0p8,cycle_life,is_censored
luh,luh_P041_2_S13_C07,P041_2_S13_C07,41,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P041_2_S13_C07.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P041_2_S13_C07.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P041_2_S13_C07.csv,log_age_capacity,2970,932679,16,1038,1665615049.0,1693388949.0,5700.0,27986040.0,1111.3737,1038.8301,1,2.9247628670980585,1038,1.9909201927550133,1.9909201927550133,2.9379,1.103,1038.8301,130.0,220.0,359.0,220.0,0
luh,luh_P041_3_S14_C07,P041_3_S14_C07,41,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P041_3_S14_C07.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P041_3_S14_C07.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P041_3_S14_C07.csv,log_age_capacity,3983,1171875,20,1328,1665615207.0,1700668907.0,5700.0,35161920.0,1399.074,1328.8494,1,2.936110394779675,1328,1.534615521086166,1.534615521086166,2.9501,1.1105,1328.8494,140.0,237.0,469.0,237.0,0
luh,luh_P042_1_S11_C06,P042_1_S11_C06,42,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P042_1_S11_C06.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P042_1_S11_C06.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P042_1_S11_C06.csv,log_age_capacity,6231,1232465,22,2059,1665613299.0,1702486618.0,5700.0,36979620.0,2059.8841,2059.8841,1,2.9288973623879953,2059,1.4436095046646698,1.4436095046646698,2.942,1.1034,2059.8841,104.0,180.0,316.0,180.0,0
luh,luh_P042_2_S13_C05,P042_2_S13_C05,42,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P042_2_S13_C05.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P042_2_S13_C05.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P042_2_S13_C05.csv,log_age_capacity,3162,688678,12,1061,1665613307.0,1686125025.0,5700.0,20666010.0,1155.7814,1061.1131,1,2.926519791834759,1061,2.003216003396021,2.003216003396021,2.9384,1.1058,1061.1131,120.0,204.0,336.0,204.0,0
luh,luh_P042_3_S14_C05,P042_3_S14_C05,42,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P042_3_S14_C05.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P042_3_S14_C05.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P042_3_S14_C05.csv,log_age_capacity,4272,932878,16,1476,1665613403.0,1693383101.0,5700.0,27992010.0,1577.4371,1476.6663,1,2.9371079514678016,1476,2.072163385322175,2.072163385322175,2.9508,1.11,1476.6663,109.0,197.0,404.0,197.0,0
luh,luh_P043_1_S11_C04,P043_1_S11_C04,43,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P043_1_S11_C04.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P043_1_S11_C04.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P043_1_S11_C04.csv,log_age_capacity,1346,208502,5,520,1665613329.0,1671653331.0,5700.0,6260730.0,521.7344,520.6729,1,2.934199768435853,520,1.9740109570476212,1.9740109570476212,2.9462,1.1073,520.6729,87.0,160.0,296.0,160.0,0
luh,luh_P043_2_S12_C04,P043_2_S12_C04,43,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P043_2_S12_C04.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P043_2_S12_C04.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P043_2_S12_C04.csv,log_age_capacity,1362,208602,5,517,1665613265.0,1671652674.0,5700.0,6263730.0,518.1474,517.1224,1,2.9243232943274755,517,1.8491452680209253,1.8491452680209253,2.9361,1.1021,517.1224,85.0,156.0,278.0,156.0,0
luh,luh_P043_3_S14_C03,P043_3_S14_C03,43,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P043_3_S14_C03.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P043_3_S14_C03.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P043_3_S14_C03.csv,log_age_capacity,1352,208529,5,533,1665613355.0,1671653606.0,5700.0,6261540.0,534.5255,533.3936,1,2.9314570046287383,533,2.1456596371893317,2.1456596371893317,2.9438,1.11,533.3936,79.0,153.0,289.0,153.0,0
luh,luh_P045_1_S12_C08,P045_1_S12_C08,45,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P045_1_S12_C08.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P045_1_S12_C08.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P045_1_S12_C08.csv,log_age_capacity,4079,1292567,23,1579,1665615014.0,1704338591.0,5700.0,38782680.0,1580.2533,1579.8793,1,2.930045263314857,1579,2.4072114709607146,2.4072114709607146,2.936,1.1023,1579.8793,351.0,975.0,,975.0,0
luh,luh_P045_2_S13_C08,P045_2_S13_C08,45,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P045_2_S13_C08.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P045_2_S13_C08.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P045_2_S13_C08.csv,log_age_capacity,4107,1292567,23,1583,1665614971.0,1704338575.0,5700.0,38782680.0,1584.121,1583.7488,1,2.9203507182641397,1583,2.3989913302252917,2.3989913302252917,2.9263,1.0978,1583.7488,351.0,980.0,,980.0,0
luh,luh_P045_3_S14_C08,P045_3_S14_C08,45,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P045_3_S14_C08.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P045_3_S14_C08.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P045_3_S14_C08.csv,log_age_capacity,4123,1292567,23,1583,1665615123.0,1704338461.0,5700.0,38782680.0,1584.2261,1583.8588,1,2.9285233759735565,1583,2.3719313999489122,2.3719313999489122,2.9362,1.1043,1583.8588,299.0,845.0,,845.0,0
luh,luh_P046_1_S12_C06,P046_1_S12_C06,46,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P046_1_S12_C06.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P046_1_S12_C06.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P046_1_S12_C06.csv,log_age_capacity,5939,1292567,23,2248,1665613439.0,1704338031.0,5700.0,38782680.0,2248.7386,2248.3861,1,2.9555070268939128,2248,2.2643960702500365,2.2643960702500365,2.9613,1.1156,2248.3861,394.0,1095.0,2010.0,1095.0,0
luh,luh_P046_2_S13_C06,P046_2_S13_C06,46,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P046_2_S13_C06.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P046_2_S13_C06.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P046_2_S13_C06.csv,log_age_capacity,6035,1292567,23,2242,1665613387.0,1704338109.0,5700.0,38782680.0,2243.2552,2242.9062,1,2.9485380092648894,2242,2.2355763412654523,2.2355763412654523,2.9549,1.1123,2242.9062,349.0,937.0,1864.0,937.0,0
luh,luh_P046_3_S14_C06,P046_3_S14_C06,46,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P046_3_S14_C06.csv,1,1,30.0,25.0,0.33,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P046_3_S14_C06.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P046_3_S14_C06.csv,log_age_capacity,6080,1292567,23,2243,1665613275.0,1704337699.0,5700.0,38782680.0,2243.8762,2243.5423,1,2.9328767019279676,2243,2.0937013313683854,2.0937013313683854,2.9383,1.1017,2243.5423,376.0,1044.0,1867.0,1044.0,0
luh,luh_P047_1_S13_C04,P047_1_S13_C04,47,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P047_1_S13_C04.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P047_1_S13_C04.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P047_1_S13_C04.csv,log_age_capacity,4172,571703,11,1589,1665613411.0,1682539319.0,5700.0,17156760.0,1591.0292,1589.9124,1,2.9487465479021946,1589,2.1401178269644054,2.1401178269644054,2.9539,1.1123,1589.9124,395.0,1015.0,1458.0,1015.0,0
luh,luh_P047_2_S14_C04,P047_2_S14_C04,47,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P047_2_S14_C04.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P047_2_S14_C04.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P047_2_S14_C04.csv,log_age_capacity,4344,571508,11,1561,1665613321.0,1682537585.0,5700.0,17150910.0,1562.3194,1561.3921,1,2.932776436886974,1561,1.6831051254476501,1.6831051254476501,2.9383,1.1057,1561.3921,356.0,923.0,1273.0,923.0,0
luh,luh_P047_3_S15_C01,P047_3_S15_C01,47,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P047_3_S15_C01.csv,1,1,30.0,25.0,1.0,1.0,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P047_3_S15_C01.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P047_3_S15_C01.csv,log_age_capacity,4810,633552,12,1720,1665613450.0,1684350487.0,5700.0,19012230.0,1720.8919,1720.0421,1,2.9600867121879304,1720,1.5660393590849957,1.5660393590849957,2.9651,1.1144,1720.0421,364.0,866.0,1421.0,866.0,0
luh,luh_P049_1_S10_C10,P049_1_S10_C10,49,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cfg_extracted/cell_cfg_P049_1_S10_C10.csv,1,1,30.0,25.0,0.33,0.33,,,,"[""sd_block_id"", ""slave_id"", ""cell_id"", ""parameter_id"", ""parameter_nr"", ""cell_used"", ""cell_type"", ""t_sns_type"", ""age_type"", ""age_temp"", ""age_soc"", ""age_chg_rate"", ""age_dischg_rate"", ""age_profile"", ""V_max_cyc_V"", ""V_min_cyc_V"", ""V_max_cu_V"", ""V_min_cu_V"", ""I_chg_max_cyc_A"", ""I_dischg_max_cyc_A"", ""I_chg_max_cu_A"", ""I_dischg_max_cu_A"", ""I_chg_cutoff_cyc_A"", ""I_dischg_cutoff_cyc_A"", ""I_chg_cutoff_cu_A"", ""I_dischg_cutoff_cu_A"", ""I_chg_pulse_cu_A"", ""I_dischg_pulse_cu_A""]",ok,active,1,ok,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_eocv2_extracted/cell_eocv2_P049_1_S10_C10.csv,/content/drive/MyDrive/RADAR69GB/unzipped/10.35097-1947/data/dataset/cell_log_age_extracted/cell_log_age_30s_P049_1_S10_C10.csv,log_age_capacity,4812,1292566,23,1565,1665615217.0,1704339207.0,5700.0,38782650.0,1566.1848,1565.7981,1,2.9530790981018535,1565,2.5013584287348434,2.5013584287348434,2.9584,1.1126,1565.7981,535.0,1466.0,,1466.0,0
