source,target,model,scenario,scenario_label,confidence,n_draws,point_available_fraction,MAE_mean,MAE_median,MAE_p025,MAE_p975,SMAPE_mean,SMAPE_median,SMAPE_p025,SMAPE_p975,R2_mean,R2_median,R2_p025,R2_p975,coverage_mean,coverage_median,coverage_p025,coverage_p975,median_width_mean,median_width_median,median_width_p025,median_width_p975,finite_interval_fraction_mean,finite_interval_fraction_median,finite_interval_fraction_p025,finite_interval_fraction_p975,audit_r_mean,audit_r_median,audit_r_p025,audit_r_p975,gate_matches_full_mean,gate_matches_full_median,gate_matches_full_p025,gate_matches_full_p975
matr,hust,gaussian_process,no_adaptation,No adaptation,0.9,1000,1.0,763.463155229477,764.5226119915969,674.6697930315595,846.2670762508444,67.11788201244214,67.21325337282863,59.601782799214895,73.70809952175455,-8.264269462579119,-8.027227429487098,-12.06583108382111,-5.921300490267049,0.951972972972973,0.972972972972973,0.8108108108108109,1.0,2529.795845104948,2552.6739447357627,2209.5877239480533,2816.0481281750517,1.0,1.0,1.0,1.0,-0.11039889673792218,-0.11418456993684445,-0.48771783958824894,0.3069256154553954,0.865,1.0,0.0,1.0
matr,hust,gaussian_process,no_adaptation,No adaptation,0.95,1000,1.0,763.463155229477,764.5226119915969,674.6697930315595,846.2670762508444,67.11788201244214,67.21325337282863,59.601782799214895,73.70809952175455,-8.264269462579119,-8.027227429487098,-12.06583108382111,-5.921300490267049,0.951972972972973,0.972972972972973,0.8108108108108109,1.0,2529.795845104948,2552.6739447357627,2209.5877239480533,2816.0481281750517,1.0,1.0,1.0,1.0,-0.11039889673792218,-0.11418456993684445,-0.48771783958824894,0.3069256154553954,0.865,1.0,0.0,1.0
matr,hust,gaussian_process,oracle_best_point,Oracle point adapter,0.9,1000,1.0,234.08078435942926,233.88719930581232,194.91047169866667,273.830283176628,15.973103712032684,15.956592318628163,13.071556836386936,18.884420836459853,-0.08334779582482009,-0.03809527577235339,-0.48448590448410334,0.05998427893151671,0.9540270270270271,0.972972972972973,0.7837837837837838,1.0,1153.9392880480927,1140.2503539329853,807.2567869524929,1536.0631682543265,1.0,1.0,1.0,1.0,-0.11039889673792218,-0.11418456993684445,-0.48771783958824894,0.3069256154553954,0.865,1.0,0.0,1.0
matr,hust,gaussian_process,oracle_best_point,Oracle point adapter,0.95,1000,1.0,234.08078435942926,233.88719930581232,194.91047169866667,273.830283176628,15.973103712032684,15.956592318628163,13.071556836386936,18.884420836459853,-0.08334779582482009,-0.03809527577235339,-0.48448590448410334,0.05998427893151671,0.9540270270270271,0.972972972972973,0.7837837837837838,1.0,1153.9392880480927,1140.2503539329853,807.2567869524929,1536.0631682543265,1.0,1.0,1.0,1.0,-0.11039889673792218,-0.11418456993684445,-0.48771783958824894,0.3069256154553954,0.865,1.0,0.0,1.0
matr,luh,stacking,always_linear,Always linear,0.9,1000,1.0,303.7166175626755,309.04542436947565,221.8066517751393,369.1292907070612,63.77041088139911,63.780191946240166,52.91795777261562,75.12424393438205,0.11883484596838793,0.11140428580629808,-0.2361419949939826,0.48417048836672355,0.9524393939393938,0.9696969696969697,0.8181818181818182,1.0,1622.9646706944873,1620.9409216154816,987.492135189715,2197.1367423462084,1.0,1.0,1.0,1.0,0.43037783835924837,0.44212623490831093,0.021991271970745185,0.7297317073408048,0.75,1.0,0.0,1.0
matr,luh,stacking,always_linear,Always linear,0.95,1000,1.0,303.7166175626755,309.04542436947565,221.8066517751393,369.1292907070612,63.77041088139911,63.780191946240166,52.91795777261562,75.12424393438205,0.11883484596838793,0.11140428580629808,-0.2361419949939826,0.48417048836672355,0.9524393939393938,0.9696969696969697,0.8181818181818182,1.0,1622.9646706944873,1620.9409216154816,987.492135189715,2197.1367423462084,1.0,1.0,1.0,1.0,0.43037783835924837,0.44212623490831093,0.021991271970745185,0.7297317073408048,0.75,1.0,0.0,1.0
matr,luh,stacking,always_residual_mean,Always residual,0.9,1000,1.0,329.0958002177048,328.16765450420917,287.84304560042443,376.07422667990016,64.80069709125365,64.7072009219392,57.7748615062076,72.79190862008764,0.011014242049523438,0.03444254810729419,-0.24082975064709292,0.14178914572141674,0.951939393939394,0.9696969696969697,0.8181818181818182,1.0,1722.4892735000142,1788.4126104229076,1048.5490702784846,2273.9233396225145,1.0,1.0,1.0,1.0,0.43037783835924837,0.44212623490831093,0.021991271970745185,0.7297317073408048,0.75,1.0,0.0,1.0
matr,luh,stacking,always_residual_mean,Always residual,0.95,1000,1.0,329.0958002177048,328.16765450420917,287.84304560042443,376.07422667990016,64.80069709125365,64.7072009219392,57.7748615062076,72.79190862008764,0.011014242049523438,0.03444254810729419,-0.24082975064709292,0.14178914572141674,0.951939393939394,0.9696969696969697,0.8181818181818182,1.0,1722.4892735000142,1788.4126104229076,1048.5490702784846,2273.9233396225145,1.0,1.0,1.0,1.0,0.43037783835924837,0.44212623490831093,0.021991271970745185,0.7297317073408048,0.75,1.0,0.0,1.0
matr,luh,stacking,audit_gated_policy,Audit-gated policy,0.9,1000,0.96,307.76260140363735,315.004026959515,221.00959594093047,369.8425376817986,63.912682098133594,63.997951027526675,52.66557994369712,75.04008696499815,0.10915596934922009,0.06902627330175848,-0.2124514595251463,0.484360318471533,0.9522575757575757,0.9696969696969697,0.8181818181818182,1.0,1628.3649717562334,1627.218611151831,986.2501036127755,2214.258037255894,1.0,1.0,1.0,1.0,0.43037783835924837,0.44212623490831093,0.021991271970745185,0.7297317073408048,0.75,1.0,0.0,1.0
matr,luh,stacking,audit_gated_policy,Audit-gated policy,0.95,1000,0.96,307.76260140363735,315.004026959515,221.00959594093047,369.8425376817986,63.912682098133594,63.997951027526675,52.66557994369712,75.04008696499815,0.10915596934922009,0.06902627330175848,-0.2124514595251463,0.484360318471533,0.9522575757575757,0.9696969696969697,0.8181818181818182,1.0,1628.3649717562334,1627.218611151831,986.2501036127755,2214.258037255894,1.0,1.0,1.0,1.0,0.43037783835924837,0.44212623490831093,0.021991271970745185,0.7297317073408048,0.75,1.0,0.0,1.0
