n_cycles,dataset,model,feature,mean_abs_shap_log_cycles_mean,mean_abs_shap_log_cycles_std,mean_shap_log_cycles_mean,relative_importance_mean,relative_importance_std,rank_mean,rank_std,n_seed_runs,MAE_mean,SMAPE_mean,R2_mean,top5_rate,top10_rate,abs_mean_shift_z_raw,abs_mean_shift_z_capnorm,spearman_matr,spearman_hust,spearman_abs_delta,spearman_sign_agree,within_R2_mean,adapted_cross_R2_mean,transfer_stability_score,stability_class
100,hust,random_forest,exp_decay_k,0.001042035646269346,0.0006190158463723023,-8.013139601081509e-05,0.004996560239809133,0.002598643188645207,23.0,4.183300132670378,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.1943351001074411,0.1943351001074411,-0.105706123733393,-0.1216160261871407,0.0159099024537477,True,-0.02047545537466,-0.0382180492470142,0.46289478375701,weak_or_mixed
100,hust,random_forest,std_diff,0.0009340115905573227,0.0003055839869682553,0.00025873302940839963,0.004625689672700214,0.0013655980439033191,23.8,1.4832396974191324,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.1245365149904919,0.1278739411245449,-0.2603142924390396,0.288121668611753,0.5484359610507925,False,-0.0447840235880984,-57014822555.39878,-0.29289845777397,relationship_unstable
100,hust,random_forest,delta_Qdis,0.000837520733170617,0.0004593887666121884,-0.0004956376404004675,0.0041321178816319,0.0022675662367804255,25.8,2.9495762407505253,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.2111489401020372,0.1952441402899176,-0.0203378839221558,0.0556552372326366,0.0759931211547924,False,-0.0100867019790472,-0.1789550559038095,-0.0696689015927018,relationship_unstable
100,hust,random_forest,slope_first_quarter,0.0008072535250088433,0.00034092395682921756,-0.00014560243165689251,0.004028727403576498,0.001616770631496033,26.0,3.674234614174767,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.3201740977683865,0.2831254723399592,-0.2360659220398227,0.035530492734959,0.2715964147747818,False,-0.2274888434333856,-0.5806570475104575,-0.1838243220526488,relationship_unstable
100,hust,random_forest,slope_linear,0.0006730326922485619,0.00038687818841499374,-0.00011112837395997523,0.0032181411333486384,0.00160845391416973,27.0,2.4494897427831783,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.2538728132062484,0.1948082261328058,0.107120495539964,0.0903576052756599,0.0167628902643041,True,-0.0201450173454067,-0.0527386520955988,0.4535376328869106,weak_or_mixed
100,hust,random_forest,mean_diff,0.0006451036203055714,0.00038453599423114346,-0.0003370968307701835,0.0031348812402539625,0.001815578445120753,28.2,3.3466401061363023,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.2111489401020502,0.1952441402899317,-0.0203378839221558,0.0556552372326366,0.0759931211547924,False,-0.0100867019764585,-0.1744515039631385,-0.0696689015927037,relationship_unstable
100,hust,random_forest,retention_ratio,0.0005846128103680446,0.0003242400319236411,-0.0002997729131247996,0.0028565653249409953,0.0015841387707447516,28.6,1.9493588689617927,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.1942146224498592,0.1942146224498592,-0.0185713167645414,0.077567679477985,0.0961389962425264,False,-0.010048233831201,-0.1401659281962009,-0.0772016914887421,relationship_unstable
100,hust,random_forest,cycle_to_99pct,0.00041800705446831557,0.00026931341553478266,-1.9283526067664726e-05,0.0020481973858437284,0.0012218937505989195,29.2,2.489979919597747,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.7116300876930944,0.7116300876930944,0.2911812672323952,0.102408705298702,0.1887725619336931,True,0.0583836133926983,-0.0944081602849709,0.3572528192718876,stable_candidate
100,hust,random_forest,cycle_to_95pct,0.0,0.0,0.0,0.0,0.0,32.4,0.5477225575051664,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.1111514784552648,0.1111514784552648,0.1519126035582209,,,False,-0.0273963063476151,-0.0589697482695184,,relationship_unstable
100,hust,random_forest,cycle_to_98pct,0.0,0.0,0.0,0.0,0.0,33.8,0.44721359549995865,5,177.97215881381194,12.15664726269242,0.33975223954458456,0.0,0.0,0.1151932162102785,0.1151932162102785,0.2089868585705012,0.1961174240996737,0.0128694344708275,True,0.0273694226233065,-0.046467413894301,0.503655722956351,weak_or_mixed
