experiment,source,target,model,seed,n_cycles,n_target,alpha,alpha_ci95_low,alpha_ci95_high,alpha_minus_1_boot_p,beta,theil_sen_alpha,theil_sen_beta,theil_sen_R2,huber_alpha,huber_beta,huber_R2,pearson_r,pearson_r_ci95_low,pearson_r_ci95_high,pearson_p,constant_share_of_ss,constant_share_ci95_low,constant_share_ci95_high,raw_MAE,raw_R2,residual_MAE,residual_R2,linear_MAE,linear_R2
sandia_to_hust,sandia,hust,catboost,789,100,77,0.09951362420219885,-0.3120138418827654,0.39352920071956693,0.0033222591362126247,1389.9210998570138,-0.15516054220750322,1626.6815377172077,-0.026217463282881104,0.03466650083273246,1455.9558740604066,0.0022432929498774623,0.06266782953506597,-0.1672754005996255,0.2369178616242176,0.5882001191822267,0.7109855599890007,0.6368049287330867,0.7764304730151271,493.81384951743047,-3.4913209388483732,267.8330539309071,-0.31764495534586246,226.39205947157384,0.003927256858636041
sandia_to_hust,sandia,hust,catboost,1011,100,77,0.14370439587469752,-0.03632300286149129,0.27014917773875463,0.0033222591362126247,1308.7736339969524,0.060440043452642936,1505.7267472823655,-0.08927879332821442,0.12897173765970327,1327.5298522523672,0.03555931269681245,0.18957238980061175,-0.04623634205729676,0.3753647491214488,0.09867874537407344,0.2521148904390848,0.10311925156351529,0.4283396409544106,376.68757282649466,-1.953528485786486,327.5267435957296,-1.2400823412446913,224.6289960734965,0.035937690974715
sandia_to_luh,sandia,luh,pls,42,100,106,1.3784849500996714,1.2230573188661988,1.5388031308276913,0.0033222591362126247,-97.37117548200041,1.1378532279686933,-26.526164906880204,0.7176176043143012,1.2272559805580574,-53.671227135404386,0.7397235834581317,0.8669464759766955,0.8338606338913858,0.8995862110048588,3.171554315767116e-33,0.11790124493140688,0.03788180749852301,0.2005102987395363,151.2871477061604,0.6533885151233231,170.20761502163435,0.6949360391404302,155.78885952793945,0.757162500721225
sandia_to_luh,sandia,luh,pls,123,100,106,2.768340996367337,2.4722615938242245,3.0979559777255714,0.0033222591362126247,-292.60717442027936,2.305335251620365,-211.7012574228211,0.6928703774415435,2.4705091778806083,-236.98673480345073,0.7215769533229328,0.854689629581257,0.8191094071743636,0.889981131924865,2.23151832293402e-31,0.40577425354719393,0.34203324835278953,0.47608812431267744,266.93930656191503,0.0499071720284785,246.31359120952672,0.4324302214518704,154.30681272626987,0.7426261411425195
sandia_to_luh,sandia,luh,pls,456,100,106,1.3675499133812934,1.1986372529558416,1.506755695561358,0.0033222591362126247,-83.4008290820311,1.0923700967678256,-14.591418983399041,0.7004725902796576,1.2141377237584803,-40.81582985091694,0.7395293058152437,0.8677018061239355,0.8280370137109543,0.9024115869677793,2.406965977591387e-33,0.13627823750105028,0.047950341689252635,0.23254299410146362,150.6887701737498,0.6502965122541629,168.63927426750553,0.6985204041508795,153.74271759271414,0.7574180918293679
sandia_to_luh,sandia,luh,pls,789,100,106,1.6933299500300165,1.4966861502130715,1.9087550299101725,0.0033222591362126247,-168.03035951568512,1.3720885649828662,-97.67014074206162,0.6704874429297962,1.525462482793535,-125.15115300914788,0.71378464034635,0.849046867305763,0.8037423002946489,0.8881354039175827,1.3898178793564895e-30,0.20289958914095887,0.11922293946700876,0.2872813434264225,184.02660633293596,0.4982726928286447,199.3594590660513,0.6000268497589596,156.9472316175064,0.7300580159032125
sandia_to_luh,sandia,luh,pls,1011,100,106,1.3998334622587434,1.2396293721816725,1.5697177071495674,0.0033222591362126247,-64.43587486837299,1.1532510039448898,1.8030966368050219,0.7256231261431143,1.2506913482754778,-25.367699745537887,0.7482059702760755,0.87219523400706,0.8365853295562224,0.9062331200376176,4.499785986669208e-34,0.2057769925693096,0.11269776185389457,0.2934239645116528,155.87996615474273,0.6204917956535121,169.88835246347148,0.6986614994698574,152.19684543712273,0.7639483994179842
luh_to_matr,luh,matr,stacking,42,100,129,0.6289208418283468,-0.3619638651566032,1.2613804519939378,0.14666666666666667,113.38661205888803,0.5657202670328458,21.215791443557425,-0.16210365915389602,0.685695839287896,-9.788014379705595,0.0010209873837112582,0.17872122119730335,-0.07266444396547544,0.3371946729306782,0.04271651758213715,0.3766726057951794,0.21569400292945964,0.5272703317900648,400.16890149586465,-0.5740869460544629,265.3559784961283,0.021546065060624064,264.90884786158074,0.03194127490625531
luh_to_matr,luh,matr,stacking,123,100,129,0.5163613688500489,-0.6692111095330103,1.2541909921139152,0.19333333333333333,284.0440459521182,0.9155289719414264,-214.1841122751095,-0.09634930629656502,0.7597906719162503,-8.796914081592346,-0.01294706044100491,0.13817050375156198,-0.13423560048970073,0.3425563762586655,0.11839636549269038,0.2056690154073198,0.06269734626905672,0.38827470592197405,330.21100399069473,-0.24118860066400716,264.72953989179024,0.0023430029005118147,266.1938976479991,0.019091088106960474
luh_to_matr,luh,matr,stacking,456,100,129,0.421977394370613,-1.0702123854878576,1.1750909765957445,0.18666666666666668,389.2480653286426,0.46933153465266925,215.34493068235625,-0.12117296782796672,0.7840642465370726,-5.682388763847455,-0.026814992920026093,0.09616210217674147,-0.17220087173455342,0.30843541122408025,0.2783314031556255,0.1457689321782161,0.04248555923384701,0.3042084918871857,313.5118816796806,-0.16415337574754552,266.75621907679084,-0.008103636852756946,269.6115116397305,0.009247149895050044
luh_to_matr,luh,matr,stacking,789,100,129,-0.2411573080058043,-2.4599977311965833,0.48123477442898166,0.0033222591362126247,1015.6333923960905,-0.5896934014413943,1206.9043361669376,-0.18311509701005835,-0.24388197314246432,968.0630799774149,-0.015794767958674516,-0.05986871004973768,-0.41307231845186615,0.17347141637455069,0.5003340473805332,0.24873841593286358,0.10819522325036832,0.42176562848071564,362.573816435958,-0.42895696099613545,281.89983583519563,-0.09135647584569306,274.58562488993675,0.00358426244301957
luh_to_matr,luh,matr,stacking,1011,100,129,1.0004878926214835,-0.4093740625735619,1.9206180384800136,0.92,-12.269419979236075,0.8717022724898571,-35.76105191513543,-0.08703302770355115,0.9240911217266681,-9.708645969330284,0.00791240385665537,0.18355284769209496,-0.04034478453707581,0.3285130744058399,0.03732484707519044,0.010165975178491892,1.076624764632661e-05,0.05021349375580056,265.4411470271494,0.032608175897164915,263.5064987155612,0.03369163988376411,263.50295905752785,0.03369164789587742
luh_to_hust,luh,hust,random_forest,42,100,77,-0.5044508081210013,-2.3986442346005337,1.188796762139851,0.12,2156.9710119729643,-0.8008182749293045,2612.9695127749974,-0.05233415344055792,-0.7752799677125192,2512.5379244277306,0.0020671341510719587,-0.05519040466254292,-0.269060818096147,0.14251151598015796,0.633549998816584,0.2699426111684088,0.1218904922512949,0.4213391984004961,270.5009816088676,-0.39306268397452815,231.2511597570167,-0.024046295552956565,225.50072691901696,0.0030459807668150596
luh_to_hust,luh,hust,random_forest,123,100,77,1.0535804596964808,-0.8832594276528365,2.8168004281443557,0.9466666666666667,130.62498553310266,0.43054511377118054,793.773521618602,-0.25026205741285246,1.154131167802033,-0.3753491793866813,0.01873735272755861,0.1375956113784009,-0.10801877241212185,0.3600993060948868,0.2327387068827469,0.3565839798926378,0.20000055725601906,0.5143501000248342,275.1796883927032,-0.5120834968055061,225.55423898863847,0.018883587173446403,225.5189140482231,0.01893255227059576
luh_to_hust,luh,hust,random_forest,456,100,77,0.2590921769781003,-1.0734788729345106,1.5199947375076546,0.25333333333333335,1166.52303273529,0.20509621360150782,1156.7707974076848,-0.07752932260946266,1.191048253422179,3.0713132689441562,-0.019187547300288932,0.04005902924701926,-0.17086036448762565,0.24368530675906264,0.7294134225564383,0.43498052673472537,0.2788400751432851,0.5743502736019994,301.6866707390819,-0.7958873149871568,230.82988404014245,-0.011517895665221767,227.48549196599848,0.0016047258242133378
luh_to_hust,luh,hust,random_forest,789,100,77,-1.0120510714060058,-1.9485989049719767,-0.014636920535800468,0.0033222591362126247,2771.664513281355,-1.2878905748429232,2982.044586542658,-0.20980067086284393,1.1701104874328003,12.309422685427702,-0.18794235919216318,-0.2267358458838004,-0.4247414559840799,-0.0030665445269636923,0.04737152481236557,0.3713262569236418,0.2063253656216862,0.524904587446582,309.7527360143423,-0.8119885644821732,243.2235221612597,-0.15178608833500373,220.99096388985723,0.051409143808642255
