dataset,model,n_cycles,seed,feature,mean_abs_shap_log_cycles,mean_shap_log_cycles,relative_importance,rank,train_cells,test_cells,MAE,SMAPE,R2,attribution_MAE,attribution_SMAPE,attribution_R2,metric_source
matr,catboost,100,456,sample_entropy,0.006664410882225723,-0.001694571867039912,0.0143088318558744,17,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,pos_neg_diff_ratio,0.004489720593911089,0.00101515980397424,0.009639660308080389,27,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,456,mad_Qdis,0.0468186193879427,0.003045916755066994,0.10052197626844388,3,89,20,211.08461014688191,27.358650659585333,0.4182780325996459,211.08461014688191,27.358650659585333,0.4182780325996459,benchmark_evaluate_split
matr,catboost,100,789,Qdis_N,0.002611766209774902,-0.000973623789768047,0.0051639453686523505,30,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,delta_Qdis,0.005050783960951518,0.0021078997496560272,0.009986335050052994,28,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,retention_ratio,0.006135450327205752,-0.0006517168366405991,0.012130921283533005,24,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,slope_linear,0.005436923844324272,-0.0013645504509439688,0.010749805093785026,26,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,variance_Qdis,0.03441306985424046,0.002074237677665415,0.06804101072669545,5,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,range_Qdis,0.03604519940467069,0.010012617047541986,0.07126803303881551,3,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,max_drop,0.006833733929839049,-0.0020054252145192937,0.013511557254060733,20,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,std_diff,0.008605679294924742,0.002540130660390673,0.01701502131883546,17,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,skewness_Qdis,0.006331708847706516,0.0026998320069651616,0.012518960716084602,23,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,slope_ratio,0.009123072048816138,0.0006668858258006043,0.018038002589223376,16,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,Qdis_cycle10,0.016874515825480385,-0.0029283419508102154,0.03336404212563513,10,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,mean_diff,0.01376569954899495,0.0007666818465459586,0.02721733674562655,12,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
matr,catboost,100,789,poly2_a,0.004959632256840119,-0.0021028306751772236,0.009806111254167605,29,89,20,102.17690077944633,17.79208810207881,0.7669233750139525,102.17690077944633,17.79208810207881,0.7669233750139525,benchmark_evaluate_split
