protocol,target,source,source_set,model,n_cycles,seed,k,repeat,adapter_type,n_test,MAE,SMAPE,R2,weight_hust,weight_sandia,weight_luh,adapter_slope,adapter_intercept,selected_source,calibration_MAE,selected_model,weight_matr
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,10,19,linear,119,276.88217813588886,36.737826745501984,-0.15189147357940969,,,,0.4812801614703495,-187.3483444452211,,,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,10,19,none,119,397.71633859719844,56.8769938048611,-1.0585534713409048,0.0,0.0,1.0,1.0,0.0,luh,245.38550079749012,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,10,19,residual_mean,119,293.1933160076251,38.0069369196191,-0.13471245511891872,0.0,0.0,1.0,1.0,245.38550079749012,luh,245.38550079749012,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,10,19,linear,119,296.3737246128691,41.68576403028221,-0.13710142926436752,0.0,0.0,1.0,-8728849.203462366,3549277299.4800763,luh,245.38550079749012,,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,10,19,none,119,342.50027150463296,44.94106686690471,-0.5667250556014933,0.0,1.0,0.0,1.0,0.0,sandia,171.73311784884973,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,10,19,residual_mean,119,313.3017601568136,39.653545617926405,-0.3234454025087503,0.0,1.0,0.0,1.0,99.13348790933908,sandia,171.73311784884973,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,10,19,linear,119,298.8211162781304,38.583539742418466,-0.17014982283292746,0.0,1.0,0.0,0.45111343532518344,402.5944884545297,sandia,171.73311784884973,gaussian_process,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,10,19,none,119,286.6632498239792,37.0365740661242,-0.12321299549096021,0.2,0.0,0.8,1.0,0.0,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,10,19,residual_mean,119,285.5453166818049,36.886725275632905,-0.1115461619448912,0.2,0.0,0.8,1.0,5.321361756749729,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,10,19,linear,119,317.2341362272062,53.147339793064305,-0.2976358464847193,0.2,0.0,0.8,7.974550435679517,-4504.971416347349,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,0,none,114,1389.5753546315902,92.82601250621376,-25.880237992568308,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,0,residual_mean,114,793.6795324285905,197.47163056057616,-7.939982017311991,,,,1.0,-4083.5574881565344,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,0,linear,114,319.14617333440725,41.0204628343451,-0.3130742978550205,,,,-0.007404665703807436,955.7064643086438,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,0,none,114,1930.4138086976952,94.64712800550174,-246.1180620770233,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,0,residual_mean,114,1002.6513948150218,199.17257657175222,-73.74153554405737,,,,1.0,-21388.524895178387,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,0,linear,114,318.3388328030956,40.95107748708891,-0.30357579890503694,,,,-0.0010782746516424895,942.7199458771374,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,0,none,114,910.0564281933836,78.93643547794372,-7.381542556528766,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,0,residual_mean,114,277.0418322298927,38.473222154097805,-0.22656290168090742,,,,1.0,-888.8632919161648,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,0,linear,114,279.08726826377386,36.98719076209201,-0.046895426322767664,,,,0.3380038790278028,307.71452920670623,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,0,none,114,967.1907276302458,81.6270037592539,-8.348341332270032,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,0,residual_mean,114,295.4148023875515,38.587448600881906,-0.2316759325321862,,,,1.0,-890.1275442001122,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,0,linear,114,293.90596919344944,38.68403756116297,-0.08585756061412209,,,,0.2626894044427357,443.5155926546047,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,0,none,114,812.4417448567486,74.29826218239558,-5.7779018105503654,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,0,residual_mean,114,316.3014975063079,41.568436783200404,-0.2840948167838102,,,,1.0,-646.7172536922861,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,0,linear,114,308.1806321369331,40.81780780119324,-0.2162856998863123,,,,0.7107192376868371,-193.88179989808026,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,0,none,114,937.4285942665218,73.27817627340376,-10.070395978268344,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,0,residual_mean,114,652.4785653137989,77.76536338670623,-4.49597322804761,,,,1.0,-496.427517032218,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,0,linear,114,320.7935005694604,41.256145331851,-0.24549649591457356,,,,0.11849077506670376,750.9910600478014,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,0,none,114,893.818940039091,78.37426588900016,-6.975055195085108,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,0,residual_mean,114,276.19694014293253,36.88750708484133,-0.06555166813459046,,,,1.0,-806.5950209773423,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,0,linear,114,279.83000420774437,36.741211300255316,-0.030106919269236476,,,,0.5328370772863774,-0.6167285317308117,,,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,0,none,114,369.30979624899777,54.85205459228582,-1.1111031745650375,0.0,0.0,1.0,1.0,0.0,luh,512.0521685770506,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,0,residual_mean,114,307.339221903324,39.896732833253644,-0.22825736975233024,0.0,0.0,1.0,1.0,512.0521685770506,luh,512.0521685770506,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,0,linear,114,307.339221903324,39.896732833253644,-0.22825736975233024,0.0,0.0,1.0,1.0,512.0521685770506,luh,512.0521685770506,,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,0,none,114,316.95465167046547,42.912408599322696,-0.6168539497405552,0.0,1.0,0.0,1.0,0.0,sandia,422.8022131404505,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,0,residual_mean,114,372.4894803489224,45.13636791962886,-0.8234947700105177,0.0,1.0,0.0,1.0,418.1909068365072,sandia,422.8022131404505,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,0,linear,114,525.5664885859743,53.00793398125847,-3.4326953131145928,0.0,1.0,0.0,2.827781253125831,-496.5693046249643,sandia,422.8022131404505,gaussian_process,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,0,none,114,298.18254853691894,38.95297547279288,-0.13314689613282837,0.45,0.0,0.55,1.0,0.0,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,0,residual_mean,114,284.66987942469564,37.57907590039881,-0.05457079209780091,0.45,0.0,0.55,1.0,-30.445959279823743,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,0,linear,114,310.99457654664144,59.820531683425536,-0.32448221298862223,0.45,0.0,0.55,13.190042315062552,-11600.16903132768,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,1,none,114,1710.038572390905,92.51154385565971,-121.61029310288531,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,1,residual_mean,114,847.3181155812389,79.80079852634667,-99.2164673935428,,,,1.0,-1644.61746641459,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,1,linear,114,311.15053163232244,34.79854002907232,-2.0269908307573057,,,,0.14827530506618075,395.9026526381637,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,1,none,114,4468.426084429224,93.57786391881827,-4511.088149894754,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,1,residual_mean,114,3771.100391153759,145.81295843402586,-4405.268445638258,,,,1.0,-2028.9935015018423,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,1,linear,114,375.65505565488917,37.02022805084659,-6.791044751908447,,,,0.03981662656293292,640.4380613531124,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,1,none,114,900.0278397590323,77.4668405677497,-5.867621180810887,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,1,residual_mean,114,303.86034869234567,43.37330978158606,-0.21390385772726273,,,,1.0,-973.1471997123848,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,1,linear,114,272.31488532444564,36.32573967740081,-0.024072606507854477,,,,0.5961599146971842,-276.81360216121703,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,1,none,114,948.5893421477291,79.67014006341812,-6.538565484229946,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,1,residual_mean,114,299.97765163849175,42.06516690859941,-0.2660418864636749,,,,1.0,-1054.2649577940751,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,1,linear,114,272.87102361161067,36.76885806251085,-0.07881873715527221,,,,0.6882254789150823,-491.387770210299,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,1,none,114,797.8421232201739,72.93376156072922,-4.357603037533125,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,1,residual_mean,114,270.79609118344274,36.81162479680121,-0.07338375184869128,,,,1.0,-853.4703156800798,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,1,linear,114,317.7854923124268,39.58549807561058,-0.27956010533303033,,,,-0.670249524205014,1826.6181656222027,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,1,none,114,905.4426826479986,71.13225398243117,-7.541267006011221,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,1,residual_mean,114,526.2949080539887,80.44588636420413,-2.043253282848533,,,,1.0,-840.6864283804854,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,1,linear,114,275.39678525309444,35.53899427006258,0.012154520002655822,,,,0.025707265018130705,710.2120008578584,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,1,none,114,876.8132500817625,76.73542520947073,-5.402503864462766,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,1,residual_mean,114,275.81445902237374,38.37540164169756,-0.07164667354141896,,,,1.0,-963.4318327558628,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,1,linear,114,295.27810424707513,44.55977644530299,-0.19231760586772806,,,,1.2832626331825356,-1449.10407646534,,,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,1,none,114,388.6235760932333,55.60951837294296,-1.0198999318798778,0.0,0.0,1.0,1.0,0.0,luh,365.2674417608609,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,1,residual_mean,114,280.36202784768625,36.14618026653568,-0.006494383320840624,0.0,0.0,1.0,1.0,344.51882804708754,luh,365.2674417608609,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,1,linear,114,283.45747589855864,38.711901161882054,-0.01678434590121869,0.0,0.0,1.0,-5147111.768958694,2092891056.7214866,luh,365.2674417608609,,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,1,none,114,333.2576107077678,43.50266347053575,-0.5251159407487276,0.0,1.0,0.0,1.0,0.0,sandia,298.89972445695247,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,1,residual_mean,114,317.68955687429803,39.333637788570016,-0.23699637850448285,0.0,1.0,0.0,1.0,248.155085737961,sandia,298.89972445695247,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,1,linear,114,285.2957929005063,36.64648406626599,-0.025203856056254414,0.0,1.0,0.0,0.2973222997981938,601.586684009812,sandia,298.89972445695247,gaussian_process,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,1,none,114,267.94037524349784,34.58859900032408,0.05600731874945364,0.30000000000000004,0.0,0.7,1.0,0.0,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,1,residual_mean,114,268.01310808754005,34.5945319821785,0.05263910723885623,0.30000000000000004,0.0,0.7,1.0,-6.589292403544793,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,1,linear,114,260.69046627040007,34.41971280795093,0.07979327130005698,0.30000000000000004,0.0,0.7,3.6855408264572223,-2041.4843389502962,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,2,none,114,1766.0647545889324,93.1588811718869,-126.15956489307793,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,2,residual_mean,114,874.9629315513371,64.5090298371853,-104.80963360435773,,,,1.0,-1222.2380484807354,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,2,linear,114,336.3498166074038,34.22545982651574,-4.436592034689622,,,,0.21268969451493322,245.44329161181793,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,2,none,114,4603.831760549188,96.20202203131414,-4632.7408760106055,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,2,residual_mean,114,3833.083993906177,74.98133309824574,-4570.696619817744,,,,1.0,-1011.7752194226321,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,2,linear,114,845.9865104902468,36.48970703787794,-163.88615358625276,,,,0.19032382008445248,327.1932042664869,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,2,none,114,884.3764391748874,75.58701405086006,-5.809323305374268,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,2,residual_mean,114,329.6185596688118,51.22716377689937,-0.48002829529475544,,,,1.0,-1092.097844151887,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,2,linear,114,303.64113606179586,43.00899362771987,-0.33378606646539666,,,,0.6950124723209927,-563.2399624123524,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,2,none,114,939.0996015526988,78.1328714514131,-6.5454470626128565,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,2,residual_mean,114,308.36046029800787,45.6585937217304,-0.4088580448367143,,,,1.0,-1126.386986316305,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,2,linear,114,270.0992382554198,35.51552319970158,-0.1672466129864698,,,,0.43408592902555954,-125.66963543655372,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,2,none,114,790.8182832913548,71.39699799883913,-4.4221486561055094,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,2,residual_mean,114,276.02678584964013,37.52504268395237,-0.2065358407808764,,,,1.0,-906.8514991391053,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,2,linear,114,274.6866042014141,36.70762146143364,-0.1773442758384678,,,,0.8391169914253824,-657.6783356562039,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,2,none,114,918.7195409393028,71.48429629822519,-8.000906009865988,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,2,residual_mean,114,552.4190454342256,79.65666555938921,-2.415437082337667,,,,1.0,-815.1905350016925,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,2,linear,114,275.15744464382584,34.834378573353334,-0.15423552351882908,,,,0.2483233968727045,280.0953846840845,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,2,none,114,866.706559284607,75.11113789164521,-5.411098688482535,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,2,residual_mean,114,286.5032042246826,41.62865304238768,-0.25576488174134493,,,,1.0,-1040.242682814244,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,2,linear,114,278.13917575856493,38.51691542922039,-0.20161889667745347,,,,0.8330089187743281,-759.3342910658666,,,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,2,none,114,400.6654278949475,57.15919466851036,-1.127829381699308,0.0,0.0,1.0,1.0,0.0,luh,273.74936806783245,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,2,residual_mean,114,288.44389986151293,36.75570695509574,-0.175700708893191,0.0,0.0,1.0,1.0,235.31883524122023,luh,273.74936806783245,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,2,linear,114,310.96308765076753,47.99909022238275,-0.30177275769547185,0.0,0.0,1.0,-11353625183.913177,4616548606324.763,luh,273.74936806783245,,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,2,none,114,400.6654278949475,57.15919466851036,-1.127829381699308,0.0,0.0,1.0,1.0,0.0,luh,273.74936806783245,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,2,residual_mean,114,288.44389986151293,36.75570695509574,-0.175700708893191,0.0,0.0,1.0,1.0,235.31883524122023,luh,273.74936806783245,gaussian_process,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,2,linear,114,310.96308765076753,47.99909022238275,-0.30177275769547185,0.0,0.0,1.0,-11353625183.913177,4616548606324.763,luh,273.74936806783245,gaussian_process,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,2,none,114,281.58724212407213,35.74264123400418,-0.14865169709584403,0.2,0.0,0.8,1.0,0.0,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,2,residual_mean,114,279.5976456140363,35.47274152288864,-0.12846571139516638,0.2,0.0,0.8,1.0,8.723615467080215,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,2,linear,114,274.93745863346646,36.931587298035176,-0.05212107388295828,0.2,0.0,0.8,5.561717011422028,-2879.79992632115,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,3,none,114,1775.429413349101,95.57190018255498,-121.63880275279799,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,3,residual_mean,114,915.8457568000507,69.99495570981065,-101.61174660266795,,,,1.0,-1147.6470751323006,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,3,linear,114,384.55618565671887,39.52293934315913,-5.168434654569895,,,,0.22716605339396145,404.8581380701927,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,3,none,114,4571.777050114533,96.42846960076334,-4458.711037977994,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,3,residual_mean,114,3714.2175863268967,72.08747888631405,-4387.528891773353,,,,1.0,-1243.526162293482,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,3,linear,114,736.064080916285,40.278915142356546,-94.76545288431906,,,,0.14696231165003468,551.8845777990439,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,3,none,114,920.392585503374,79.62612161344322,-5.999685650737785,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,3,residual_mean,114,319.229400579966,42.36823842112994,-0.19913533804731376,,,,1.0,-818.3751320553889,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,3,linear,114,311.77743281651215,39.82423295987946,-0.14006070178403585,,,,-0.14153717537106425,1098.922320014602,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,3,none,114,972.1077505332369,81.91617218999535,-6.725019274743911,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,3,residual_mean,114,325.04485052100915,42.17579548212557,-0.18776680834065718,,,,1.0,-875.5250540642155,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,3,linear,114,314.1915643304999,40.02865075282816,-0.16063115903122083,,,,-0.1560207666563655,1132.1651744064166,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,3,none,114,818.5758667630563,75.09061831458204,-4.542975576781993,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,3,residual_mean,114,315.9316916914233,41.37882786363504,-0.10658175527578351,,,,1.0,-695.8938647541745,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,3,linear,114,300.70005071541914,38.91709681697036,-0.03355424547691643,,,,0.20557741394870893,541.0966700084361,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,3,none,114,909.8810724190164,72.68062367407849,-7.508479814697823,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,3,residual_mean,114,526.7261128275774,82.83509957506008,-2.0449863077013286,,,,1.0,-882.3628957558692,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,3,linear,114,296.57422169408517,38.3520355663808,-0.004866138616298921,,,,0.13250720319067816,630.1653570963498,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,3,none,114,897.0001979054659,78.84082106834069,-5.556995042569962,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,3,residual_mean,114,296.77517706796164,38.95262787193803,-0.0128115881895432,,,,1.0,-810.0110292957169,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,stacking,100,42,15,3,linear,114,309.11406007242925,39.598925844973984,-0.11370723034961538,,,,-0.10241752520185912,1032.3612977105188,,,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,3,none,114,376.8711997577775,54.333966628878,-0.9304662408382112,0.0,0.0,1.0,1.0,0.0,luh,454.58550191032515,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,3,residual_mean,114,304.0105669325323,39.191233797954474,-0.06438259138682856,0.0,0.0,1.0,1.0,454.58550191032515,luh,454.58550191032515,,
source_expert_select,matr,,hust+sandia+luh,source_primary_experts,100,42,15,3,linear,114,333.88980263157896,54.940733876378054,-0.2545264111819763,0.0,0.0,1.0,-347365940456.1633,141244027532891.97,luh,454.58550191032515,,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,3,none,114,417.892728337964,49.53250027262453,-0.5723805452338968,0.0,0.0,1.0,1.0,0.0,luh,265.4678174959115,stacking,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,3,residual_mean,114,297.6994716205231,38.71446327715604,-0.028138427208110883,0.0,0.0,1.0,1.0,-202.0107240807473,luh,265.4678174959115,stacking,
source_model_select,matr,,hust+sandia+luh,source_model_experts,100,42,15,3,linear,114,307.8513618389372,39.426402257624794,-0.10455643118163271,0.0,0.0,1.0,-0.28188451310324253,1160.9026372836472,luh,265.4678174959115,stacking,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,3,none,114,296.11951524663044,38.355306060020816,0.011605691661531137,0.4,0.0,0.6,1.0,0.0,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,3,residual_mean,114,294.9649998205487,38.22925316886711,0.015422355183969394,0.4,0.0,0.6,1.0,-2.741974136944024,,,,
source_expert_convex,matr,,hust+sandia+luh,source_primary_experts,100,42,15,3,linear,114,296.13812797271913,38.375166245027096,0.007237491597400281,0.4,0.0,0.6,0.8675337447503613,111.7011839299576,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,4,none,114,1765.7882690793097,93.86404967675475,-127.8008014294324,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,4,residual_mean,114,872.4996706561504,66.05747277367237,-106.06805050200175,,,,1.0,-1224.3393383538667,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,elastic_net,100,42,15,4,linear,114,343.0644813718962,34.807254667997654,-5.209508545582758,,,,0.22715836473616208,321.142482000961,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,4,none,114,4603.644380843244,97.78624472910205,-4689.641919238858,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,4,residual_mean,114,3813.3138065666876,76.72245803344873,-4623.485596989012,,,,1.0,-1071.9725468722058,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,pls,100,42,15,4,linear,114,1755.0673076393969,53.20421834726009,-881.0132507104084,,,,0.43675355269496857,-31.446522997587994,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,4,none,114,907.1575597772347,77.91813160739616,-6.1956414217306826,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,4,residual_mean,114,298.80492750430824,41.331460647101835,-0.19747700562981252,,,,1.0,-918.9613275740463,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,random_forest,100,42,15,4,linear,114,272.37523384009035,36.47139392438565,-0.0025234225285375445,,,,0.5935917267647467,-230.35886619808733,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,4,none,114,963.7916568774845,80.50574849707468,-6.999506361346749,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,4,residual_mean,114,310.20600232078925,40.65989573563451,-0.15441543953466863,,,,1.0,-915.9604819210974,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,xgboost,100,42,15,4,linear,114,269.59383685279386,35.14144587235001,0.0577733935919269,,,,0.1556318863134958,512.1703777625162,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,4,none,114,802.4440945590429,73.19292657404303,-4.639564873305711,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,4,residual_mean,114,281.30973080655366,37.9623282082752,-0.04710623602269859,,,,1.0,-789.7229824452984,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,catboost,100,42,15,4,linear,114,266.8954705964014,34.218461968342936,0.03155211757177767,,,,0.46792682470956,43.03697254441511,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,4,none,114,927.1637081214604,72.50934760958457,-8.257083299509343,,,,1.0,0.0,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,4,residual_mean,114,572.8880817707119,79.93464475383618,-2.673911485603619,,,,1.0,-737.9201002702137,,,,
pooled_erm_kshot,matr,,hust+sandia+luh,gaussian_process,100,42,15,4,linear,114,289.7747889915115,36.47263103211045,-0.08080449659818201,,,,0.27251742347065994,362.99390538800066,,,,
